population,tier,case,p_m,defense_avoided,form,revenue_yr,energy_yr,fixed_yr,premium_yr,residual_el_yr,net_cession_yr,crossover_rent_yr,crossover_rate_tflops_hr,obs_over_crossover
smb,iGPU_fungible_fp32,case4_new_silicon,1e-05,0.0,insured,7.4,78.5,19.75,0.0,0.0,-90.9,98.3,0.02894,0.08
smb,iGPU_fungible_fp32,case4_new_silicon,1e-05,0.0,uninsured,7.4,78.5,19.75,0.0,0.0,-90.9,98.3,0.02894,0.08
smb,iGPU_fungible_fp32,case4_new_silicon,1e-05,100.0,insured,7.4,78.5,19.75,0.0,0.0,9.1,-1.7,-0.00051,
smb,iGPU_fungible_fp32,case4_new_silicon,1e-05,100.0,uninsured,7.4,78.5,19.75,0.0,0.0,9.1,-1.7,-0.00051,
smb,iGPU_fungible_fp32,case4_new_silicon,0.001,0.0,insured,7.4,78.5,19.75,0.11,0.0,-91.0,98.4,0.02898,0.08
smb,iGPU_fungible_fp32,case4_new_silicon,0.001,0.0,uninsured,7.4,78.5,19.75,0.11,0.04,-90.9,98.3,0.02895,0.08
smb,iGPU_fungible_fp32,case4_new_silicon,0.001,100.0,insured,7.4,78.5,19.75,0.11,0.0,9.0,-1.6,-0.00048,
smb,iGPU_fungible_fp32,case4_new_silicon,0.001,100.0,uninsured,7.4,78.5,19.75,0.11,0.04,9.1,-1.7,-0.0005,
smb,iGPU_fungible_fp32,case4_new_silicon,0.01,0.0,insured,7.4,78.5,19.75,1.15,0.0,-92.0,99.4,0.02928,0.07
smb,iGPU_fungible_fp32,case4_new_silicon,0.01,0.0,uninsured,7.4,78.5,19.75,1.15,0.34,-91.2,98.6,0.02904,0.08
smb,iGPU_fungible_fp32,case4_new_silicon,0.01,100.0,insured,7.4,78.5,19.75,1.15,0.0,8.0,-0.6,-0.00017,
smb,iGPU_fungible_fp32,case4_new_silicon,0.01,100.0,uninsured,7.4,78.5,19.75,1.15,0.34,8.8,-1.4,-0.00041,
smb,entry_1660_2060,case1_sameOS,1e-05,0.0,insured,123.0,283.9,8.5,1.28,0.0,-170.7,293.7,0.00466,0.47
smb,entry_1660_2060,case1_sameOS,1e-05,0.0,uninsured,123.0,283.9,8.5,1.28,2.38,-171.8,294.8,0.00467,0.47
smb,entry_1660_2060,case1_sameOS,1e-05,100.0,insured,123.0,283.9,8.5,1.28,0.0,-70.7,193.7,0.00307,0.71
smb,entry_1660_2060,case1_sameOS,1e-05,100.0,uninsured,123.0,283.9,8.5,1.28,2.38,-71.8,194.8,0.00309,0.71
smb,entry_1660_2060,case1_sameOS,0.001,0.0,insured,123.0,283.9,8.5,127.69,0.0,-297.1,420.1,0.00666,0.33
smb,entry_1660_2060,case1_sameOS,0.001,0.0,uninsured,123.0,283.9,8.5,127.69,40.0,-209.4,332.4,0.00527,0.41
smb,entry_1660_2060,case1_sameOS,0.001,100.0,insured,123.0,283.9,8.5,127.69,0.0,-197.1,320.1,0.00507,0.43
smb,entry_1660_2060,case1_sameOS,0.001,100.0,uninsured,123.0,283.9,8.5,127.69,40.0,-109.4,232.4,0.00368,0.59
smb,entry_1660_2060,case1_sameOS,0.01,0.0,insured,123.0,283.9,8.5,1276.92,0.0,-1446.3,1569.3,0.02488,0.09
smb,entry_1660_2060,case1_sameOS,0.01,0.0,uninsured,123.0,283.9,8.5,1276.92,382.0,-551.4,674.4,0.01069,0.2
smb,entry_1660_2060,case1_sameOS,0.01,100.0,insured,123.0,283.9,8.5,1276.92,0.0,-1346.3,1469.3,0.0233,0.09
smb,entry_1660_2060,case1_sameOS,0.01,100.0,uninsured,123.0,283.9,8.5,1276.92,382.0,-451.4,574.4,0.00911,0.24
smb,entry_1660_2060,case2_vm_nic,1e-05,0.0,insured,123.0,283.9,57.75,0.01,0.0,-218.6,341.6,0.00542,0.4
smb,entry_1660_2060,case2_vm_nic,1e-05,0.0,uninsured,123.0,283.9,57.75,0.01,0.02,-218.7,341.7,0.00542,0.4
smb,entry_1660_2060,case2_vm_nic,1e-05,100.0,insured,123.0,283.9,57.75,0.01,0.0,-118.6,241.6,0.00383,0.57
smb,entry_1660_2060,case2_vm_nic,1e-05,100.0,uninsured,123.0,283.9,57.75,0.01,0.02,-118.7,241.7,0.00383,0.57
smb,entry_1660_2060,case2_vm_nic,0.001,0.0,insured,123.0,283.9,57.75,1.28,0.0,-219.9,342.9,0.00544,0.4
smb,entry_1660_2060,case2_vm_nic,0.001,0.0,uninsured,123.0,283.9,57.75,1.28,0.4,-219.0,342.0,0.00542,0.4
smb,entry_1660_2060,case2_vm_nic,0.001,100.0,insured,123.0,283.9,57.75,1.28,0.0,-119.9,242.9,0.00385,0.57
smb,entry_1660_2060,case2_vm_nic,0.001,100.0,uninsured,123.0,283.9,57.75,1.28,0.4,-119.0,242.0,0.00384,0.57
smb,entry_1660_2060,case2_vm_nic,0.01,0.0,insured,123.0,283.9,57.75,12.77,0.0,-231.4,354.4,0.00562,0.39
smb,entry_1660_2060,case2_vm_nic,0.01,0.0,uninsured,123.0,283.9,57.75,12.77,3.82,-222.5,345.5,0.00548,0.4
smb,entry_1660_2060,case2_vm_nic,0.01,100.0,insured,123.0,283.9,57.75,12.77,0.0,-131.4,254.4,0.00403,0.54
smb,entry_1660_2060,case2_vm_nic,0.01,100.0,uninsured,123.0,283.9,57.75,12.77,3.82,-122.5,245.5,0.00389,0.56
smb,entry_1660_2060,case3_hw_partition,1e-05,0.0,insured,123.0,283.9,17.95,0.0,0.0,-178.8,301.8,0.00479,0.46
smb,entry_1660_2060,case3_hw_partition,1e-05,0.0,uninsured,123.0,283.9,17.95,0.0,0.0,-178.8,301.8,0.00479,0.46
smb,entry_1660_2060,case3_hw_partition,1e-05,100.0,insured,123.0,283.9,17.95,0.0,0.0,-78.8,201.8,0.0032,0.68
smb,entry_1660_2060,case3_hw_partition,1e-05,100.0,uninsured,123.0,283.9,17.95,0.0,0.0,-78.8,201.8,0.0032,0.68
smb,entry_1660_2060,case3_hw_partition,0.001,0.0,insured,123.0,283.9,17.95,0.11,0.0,-178.9,301.9,0.00479,0.46
smb,entry_1660_2060,case3_hw_partition,0.001,0.0,uninsured,123.0,283.9,17.95,0.11,0.04,-178.9,301.9,0.00479,0.46
smb,entry_1660_2060,case3_hw_partition,0.001,100.0,insured,123.0,283.9,17.95,0.11,0.0,-78.9,201.9,0.0032,0.68
smb,entry_1660_2060,case3_hw_partition,0.001,100.0,uninsured,123.0,283.9,17.95,0.11,0.04,-78.9,201.9,0.0032,0.68
smb,entry_1660_2060,case3_hw_partition,0.01,0.0,insured,123.0,283.9,17.95,1.15,0.0,-180.0,303.0,0.0048,0.45
smb,entry_1660_2060,case3_hw_partition,0.01,0.0,uninsured,123.0,283.9,17.95,1.15,0.34,-179.2,302.2,0.00479,0.46
smb,entry_1660_2060,case3_hw_partition,0.01,100.0,insured,123.0,283.9,17.95,1.15,0.0,-80.0,203.0,0.00322,0.68
smb,entry_1660_2060,case3_hw_partition,0.01,100.0,uninsured,123.0,283.9,17.95,1.15,0.34,-79.2,202.2,0.00321,0.68
smb,entry_1660_2060,case4_new_silicon,1e-05,0.0,insured,123.0,283.9,19.75,0.0,0.0,-180.6,303.6,0.00481,0.45
smb,entry_1660_2060,case4_new_silicon,1e-05,0.0,uninsured,123.0,283.9,19.75,0.0,0.0,-180.6,303.6,0.00481,0.45
smb,entry_1660_2060,case4_new_silicon,1e-05,100.0,insured,123.0,283.9,19.75,0.0,0.0,-80.6,203.6,0.00323,0.68
smb,entry_1660_2060,case4_new_silicon,1e-05,100.0,uninsured,123.0,283.9,19.75,0.0,0.0,-80.6,203.6,0.00323,0.68
smb,entry_1660_2060,case4_new_silicon,0.001,0.0,insured,123.0,283.9,19.75,0.11,0.0,-180.7,303.7,0.00482,0.45
smb,entry_1660_2060,case4_new_silicon,0.001,0.0,uninsured,123.0,283.9,19.75,0.11,0.04,-180.7,303.7,0.00481,0.45
smb,entry_1660_2060,case4_new_silicon,0.001,100.0,insured,123.0,283.9,19.75,0.11,0.0,-80.7,203.7,0.00323,0.67
smb,entry_1660_2060,case4_new_silicon,0.001,100.0,uninsured,123.0,283.9,19.75,0.11,0.04,-80.7,203.7,0.00323,0.68
smb,entry_1660_2060,case4_new_silicon,0.01,0.0,insured,123.0,283.9,19.75,1.15,0.0,-181.8,304.8,0.00483,0.45
smb,entry_1660_2060,case4_new_silicon,0.01,0.0,uninsured,123.0,283.9,19.75,1.15,0.34,-181.0,304.0,0.00482,0.45
smb,entry_1660_2060,case4_new_silicon,0.01,100.0,insured,123.0,283.9,19.75,1.15,0.0,-81.8,204.8,0.00325,0.67
smb,entry_1660_2060,case4_new_silicon,0.01,100.0,uninsured,123.0,283.9,19.75,1.15,0.34,-81.0,204.0,0.00323,0.67
smb,mid_3090,case1_sameOS,1e-05,0.0,insured,596.0,501.3,8.5,1.28,0.0,84.9,511.1,0.00164,1.33
smb,mid_3090,case1_sameOS,1e-05,0.0,uninsured,596.0,501.3,8.5,1.28,2.38,83.8,512.2,0.00164,1.33
smb,mid_3090,case1_sameOS,1e-05,100.0,insured,596.0,501.3,8.5,1.28,0.0,184.9,411.1,0.00132,1.65
smb,mid_3090,case1_sameOS,1e-05,100.0,uninsured,596.0,501.3,8.5,1.28,2.38,183.8,412.2,0.00132,1.65
smb,mid_3090,case1_sameOS,0.001,0.0,insured,596.0,501.3,8.5,127.69,0.0,-41.5,637.5,0.00204,1.07
smb,mid_3090,case1_sameOS,0.001,0.0,uninsured,596.0,501.3,8.5,127.69,40.0,46.2,549.8,0.00176,1.24
smb,mid_3090,case1_sameOS,0.001,100.0,insured,596.0,501.3,8.5,127.69,0.0,58.5,537.5,0.00172,1.26
smb,mid_3090,case1_sameOS,0.001,100.0,uninsured,596.0,501.3,8.5,127.69,40.0,146.2,449.8,0.00144,1.51
smb,mid_3090,case1_sameOS,0.01,0.0,insured,596.0,501.3,8.5,1276.92,0.0,-1190.7,1786.7,0.00573,0.38
smb,mid_3090,case1_sameOS,0.01,0.0,uninsured,596.0,501.3,8.5,1276.92,382.0,-295.8,891.8,0.00286,0.76
smb,mid_3090,case1_sameOS,0.01,100.0,insured,596.0,501.3,8.5,1276.92,0.0,-1090.7,1686.7,0.00541,0.4
smb,mid_3090,case1_sameOS,0.01,100.0,uninsured,596.0,501.3,8.5,1276.92,382.0,-195.8,791.8,0.00254,0.86
smb,mid_3090,case2_vm_nic,1e-05,0.0,insured,596.0,501.3,57.75,0.01,0.0,36.9,559.1,0.00179,1.22
smb,mid_3090,case2_vm_nic,1e-05,0.0,uninsured,596.0,501.3,57.75,0.01,0.02,36.9,559.1,0.00179,1.22
smb,mid_3090,case2_vm_nic,1e-05,100.0,insured,596.0,501.3,57.75,0.01,0.0,136.9,459.1,0.00147,1.48
smb,mid_3090,case2_vm_nic,1e-05,100.0,uninsured,596.0,501.3,57.75,0.01,0.02,136.9,459.1,0.00147,1.48
smb,mid_3090,case2_vm_nic,0.001,0.0,insured,596.0,501.3,57.75,1.28,0.0,35.7,560.3,0.0018,1.21
smb,mid_3090,case2_vm_nic,0.001,0.0,uninsured,596.0,501.3,57.75,1.28,0.4,36.5,559.5,0.00179,1.22
smb,mid_3090,case2_vm_nic,0.001,100.0,insured,596.0,501.3,57.75,1.28,0.0,135.7,460.3,0.00148,1.48
smb,mid_3090,case2_vm_nic,0.001,100.0,uninsured,596.0,501.3,57.75,1.28,0.4,136.5,459.5,0.00147,1.48
smb,mid_3090,case2_vm_nic,0.01,0.0,insured,596.0,501.3,57.75,12.77,0.0,24.2,571.8,0.00183,1.19
smb,mid_3090,case2_vm_nic,0.01,0.0,uninsured,596.0,501.3,57.75,12.77,3.82,33.1,562.9,0.0018,1.21
smb,mid_3090,case2_vm_nic,0.01,100.0,insured,596.0,501.3,57.75,12.77,0.0,124.2,471.8,0.00151,1.44
smb,mid_3090,case2_vm_nic,0.01,100.0,uninsured,596.0,501.3,57.75,12.77,3.82,133.1,462.9,0.00148,1.47
smb,mid_3090,case3_hw_partition,1e-05,0.0,insured,596.0,501.3,17.95,0.0,0.0,76.7,519.3,0.00167,1.31
smb,mid_3090,case3_hw_partition,1e-05,0.0,uninsured,596.0,501.3,17.95,0.0,0.0,76.7,519.3,0.00167,1.31
smb,mid_3090,case3_hw_partition,1e-05,100.0,insured,596.0,501.3,17.95,0.0,0.0,176.7,419.3,0.00134,1.62
smb,mid_3090,case3_hw_partition,1e-05,100.0,uninsured,596.0,501.3,17.95,0.0,0.0,176.7,419.3,0.00134,1.62
smb,mid_3090,case3_hw_partition,0.001,0.0,insured,596.0,501.3,17.95,0.11,0.0,76.6,519.4,0.00167,1.31
smb,mid_3090,case3_hw_partition,0.001,0.0,uninsured,596.0,501.3,17.95,0.11,0.04,76.7,519.3,0.00167,1.31
smb,mid_3090,case3_hw_partition,0.001,100.0,insured,596.0,501.3,17.95,0.11,0.0,176.6,419.4,0.00134,1.62
smb,mid_3090,case3_hw_partition,0.001,100.0,uninsured,596.0,501.3,17.95,0.11,0.04,176.7,419.3,0.00134,1.62
smb,mid_3090,case3_hw_partition,0.01,0.0,insured,596.0,501.3,17.95,1.15,0.0,75.6,520.4,0.00167,1.31
smb,mid_3090,case3_hw_partition,0.01,0.0,uninsured,596.0,501.3,17.95,1.15,0.34,76.4,519.6,0.00167,1.31
smb,mid_3090,case3_hw_partition,0.01,100.0,insured,596.0,501.3,17.95,1.15,0.0,175.6,420.4,0.00135,1.62
smb,mid_3090,case3_hw_partition,0.01,100.0,uninsured,596.0,501.3,17.95,1.15,0.34,176.4,419.6,0.00135,1.62
smb,mid_3090,case4_new_silicon,1e-05,0.0,insured,596.0,501.3,19.75,0.0,0.0,74.9,521.1,0.00167,1.3
smb,mid_3090,case4_new_silicon,1e-05,0.0,uninsured,596.0,501.3,19.75,0.0,0.0,74.9,521.1,0.00167,1.3
smb,mid_3090,case4_new_silicon,1e-05,100.0,insured,596.0,501.3,19.75,0.0,0.0,174.9,421.1,0.00135,1.61
smb,mid_3090,case4_new_silicon,1e-05,100.0,uninsured,596.0,501.3,19.75,0.0,0.0,174.9,421.1,0.00135,1.61
smb,mid_3090,case4_new_silicon,0.001,0.0,insured,596.0,501.3,19.75,0.11,0.0,74.8,521.2,0.00167,1.3
smb,mid_3090,case4_new_silicon,0.001,0.0,uninsured,596.0,501.3,19.75,0.11,0.04,74.9,521.1,0.00167,1.3
smb,mid_3090,case4_new_silicon,0.001,100.0,insured,596.0,501.3,19.75,0.11,0.0,174.8,421.2,0.00135,1.61
smb,mid_3090,case4_new_silicon,0.001,100.0,uninsured,596.0,501.3,19.75,0.11,0.04,174.9,421.1,0.00135,1.61
smb,mid_3090,case4_new_silicon,0.01,0.0,insured,596.0,501.3,19.75,1.15,0.0,73.8,522.2,0.00167,1.3
smb,mid_3090,case4_new_silicon,0.01,0.0,uninsured,596.0,501.3,19.75,1.15,0.34,74.6,521.4,0.00167,1.3
smb,mid_3090,case4_new_silicon,0.01,100.0,insured,596.0,501.3,19.75,1.15,0.0,173.8,422.2,0.00135,1.61
smb,mid_3090,case4_new_silicon,0.01,100.0,uninsured,596.0,501.3,19.75,1.15,0.34,174.6,421.4,0.00135,1.61
smb,high_4090,case1_sameOS,1e-05,0.0,insured,1577.0,622.1,8.5,1.28,0.0,945.1,631.9,0.00087,2.5
smb,high_4090,case1_sameOS,1e-05,0.0,uninsured,1577.0,622.1,8.5,1.28,2.38,944.0,633.0,0.00087,2.49
smb,high_4090,case1_sameOS,1e-05,100.0,insured,1577.0,622.1,8.5,1.28,0.0,1045.1,531.9,0.00074,2.97
smb,high_4090,case1_sameOS,1e-05,100.0,uninsured,1577.0,622.1,8.5,1.28,2.38,1044.0,533.0,0.00074,2.96
smb,high_4090,case1_sameOS,0.001,0.0,insured,1577.0,622.1,8.5,127.69,0.0,818.7,758.3,0.00105,2.08
smb,high_4090,case1_sameOS,0.001,0.0,uninsured,1577.0,622.1,8.5,127.69,40.0,906.4,670.6,0.00093,2.35
smb,high_4090,case1_sameOS,0.001,100.0,insured,1577.0,622.1,8.5,127.69,0.0,918.7,658.3,0.00091,2.4
smb,high_4090,case1_sameOS,0.001,100.0,uninsured,1577.0,622.1,8.5,127.69,40.0,1006.4,570.6,0.00079,2.76
smb,high_4090,case1_sameOS,0.01,0.0,insured,1577.0,622.1,8.5,1276.92,0.0,-330.5,1907.5,0.00264,0.83
smb,high_4090,case1_sameOS,0.01,0.0,uninsured,1577.0,622.1,8.5,1276.92,382.0,564.4,1012.6,0.0014,1.56
smb,high_4090,case1_sameOS,0.01,100.0,insured,1577.0,622.1,8.5,1276.92,0.0,-230.5,1807.5,0.0025,0.87
smb,high_4090,case1_sameOS,0.01,100.0,uninsured,1577.0,622.1,8.5,1276.92,382.0,664.4,912.6,0.00126,1.73
smb,high_4090,case2_vm_nic,1e-05,0.0,insured,1577.0,622.1,57.75,0.01,0.0,897.1,679.9,0.00094,2.32
smb,high_4090,case2_vm_nic,1e-05,0.0,uninsured,1577.0,622.1,57.75,0.01,0.02,897.1,679.9,0.00094,2.32
smb,high_4090,case2_vm_nic,1e-05,100.0,insured,1577.0,622.1,57.75,0.01,0.0,997.1,579.9,0.0008,2.72
smb,high_4090,case2_vm_nic,1e-05,100.0,uninsured,1577.0,622.1,57.75,0.01,0.02,997.1,579.9,0.0008,2.72
smb,high_4090,case2_vm_nic,0.001,0.0,insured,1577.0,622.1,57.75,1.28,0.0,895.9,681.1,0.00094,2.32
smb,high_4090,case2_vm_nic,0.001,0.0,uninsured,1577.0,622.1,57.75,1.28,0.4,896.7,680.3,0.00094,2.32
smb,high_4090,case2_vm_nic,0.001,100.0,insured,1577.0,622.1,57.75,1.28,0.0,995.9,581.1,0.0008,2.71
smb,high_4090,case2_vm_nic,0.001,100.0,uninsured,1577.0,622.1,57.75,1.28,0.4,996.7,580.3,0.0008,2.72
smb,high_4090,case2_vm_nic,0.01,0.0,insured,1577.0,622.1,57.75,12.77,0.0,884.4,692.6,0.00096,2.28
smb,high_4090,case2_vm_nic,0.01,0.0,uninsured,1577.0,622.1,57.75,12.77,3.82,893.3,683.7,0.00094,2.31
smb,high_4090,case2_vm_nic,0.01,100.0,insured,1577.0,622.1,57.75,12.77,0.0,984.4,592.6,0.00082,2.66
smb,high_4090,case2_vm_nic,0.01,100.0,uninsured,1577.0,622.1,57.75,12.77,3.82,993.3,583.7,0.00081,2.7
smb,high_4090,case3_hw_partition,1e-05,0.0,insured,1577.0,622.1,17.95,0.0,0.0,936.9,640.1,0.00088,2.46
smb,high_4090,case3_hw_partition,1e-05,0.0,uninsured,1577.0,622.1,17.95,0.0,0.0,936.9,640.1,0.00088,2.46
smb,high_4090,case3_hw_partition,1e-05,100.0,insured,1577.0,622.1,17.95,0.0,0.0,1036.9,540.1,0.00075,2.92
smb,high_4090,case3_hw_partition,1e-05,100.0,uninsured,1577.0,622.1,17.95,0.0,0.0,1036.9,540.1,0.00075,2.92
smb,high_4090,case3_hw_partition,0.001,0.0,insured,1577.0,622.1,17.95,0.11,0.0,936.8,640.2,0.00088,2.46
smb,high_4090,case3_hw_partition,0.001,0.0,uninsured,1577.0,622.1,17.95,0.11,0.04,936.9,640.1,0.00088,2.46
smb,high_4090,case3_hw_partition,0.001,100.0,insured,1577.0,622.1,17.95,0.11,0.0,1036.8,540.2,0.00075,2.92
smb,high_4090,case3_hw_partition,0.001,100.0,uninsured,1577.0,622.1,17.95,0.11,0.04,1036.9,540.1,0.00075,2.92
smb,high_4090,case3_hw_partition,0.01,0.0,insured,1577.0,622.1,17.95,1.15,0.0,935.8,641.2,0.00089,2.46
smb,high_4090,case3_hw_partition,0.01,0.0,uninsured,1577.0,622.1,17.95,1.15,0.34,936.6,640.4,0.00089,2.46
smb,high_4090,case3_hw_partition,0.01,100.0,insured,1577.0,622.1,17.95,1.15,0.0,1035.8,541.2,0.00075,2.91
smb,high_4090,case3_hw_partition,0.01,100.0,uninsured,1577.0,622.1,17.95,1.15,0.34,1036.6,540.4,0.00075,2.92
smb,high_4090,case4_new_silicon,1e-05,0.0,insured,1577.0,622.1,19.75,0.0,0.0,935.1,641.9,0.00089,2.46
smb,high_4090,case4_new_silicon,1e-05,0.0,uninsured,1577.0,622.1,19.75,0.0,0.0,935.1,641.9,0.00089,2.46
smb,high_4090,case4_new_silicon,1e-05,100.0,insured,1577.0,622.1,19.75,0.0,0.0,1035.1,541.9,0.00075,2.91
smb,high_4090,case4_new_silicon,1e-05,100.0,uninsured,1577.0,622.1,19.75,0.0,0.0,1035.1,541.9,0.00075,2.91
smb,high_4090,case4_new_silicon,0.001,0.0,insured,1577.0,622.1,19.75,0.11,0.0,935.0,642.0,0.00089,2.46
smb,high_4090,case4_new_silicon,0.001,0.0,uninsured,1577.0,622.1,19.75,0.11,0.04,935.1,641.9,0.00089,2.46
smb,high_4090,case4_new_silicon,0.001,100.0,insured,1577.0,622.1,19.75,0.11,0.0,1035.0,542.0,0.00075,2.91
smb,high_4090,case4_new_silicon,0.001,100.0,uninsured,1577.0,622.1,19.75,0.11,0.04,1035.1,541.9,0.00075,2.91
smb,high_4090,case4_new_silicon,0.01,0.0,insured,1577.0,622.1,19.75,1.15,0.0,934.0,643.0,0.00089,2.45
smb,high_4090,case4_new_silicon,0.01,0.0,uninsured,1577.0,622.1,19.75,1.15,0.34,934.8,642.2,0.00089,2.46
smb,high_4090,case4_new_silicon,0.01,100.0,insured,1577.0,622.1,19.75,1.15,0.0,1034.0,543.0,0.00075,2.9
smb,high_4090,case4_new_silicon,0.01,100.0,uninsured,1577.0,622.1,19.75,1.15,0.34,1034.8,542.2,0.00075,2.91
smb,top_5090,case1_sameOS,1e-05,0.0,insured,2006.0,773.1,8.5,1.28,0.0,1223.1,782.9,0.00085,2.56
smb,top_5090,case1_sameOS,1e-05,0.0,uninsured,2006.0,773.1,8.5,1.28,2.38,1222.0,784.0,0.00085,2.56
smb,top_5090,case1_sameOS,1e-05,100.0,insured,2006.0,773.1,8.5,1.28,0.0,1323.1,682.9,0.00074,2.94
smb,top_5090,case1_sameOS,1e-05,100.0,uninsured,2006.0,773.1,8.5,1.28,2.38,1322.0,684.0,0.00074,2.93
smb,top_5090,case1_sameOS,0.001,0.0,insured,2006.0,773.1,8.5,127.69,0.0,1096.7,909.3,0.00099,2.21
smb,top_5090,case1_sameOS,0.001,0.0,uninsured,2006.0,773.1,8.5,127.69,40.0,1184.4,821.6,0.00089,2.44
smb,top_5090,case1_sameOS,0.001,100.0,insured,2006.0,773.1,8.5,127.69,0.0,1196.7,809.3,0.00088,2.48
smb,top_5090,case1_sameOS,0.001,100.0,uninsured,2006.0,773.1,8.5,127.69,40.0,1284.4,721.6,0.00078,2.78
smb,top_5090,case1_sameOS,0.01,0.0,insured,2006.0,773.1,8.5,1276.92,0.0,-52.5,2058.5,0.00224,0.97
smb,top_5090,case1_sameOS,0.01,0.0,uninsured,2006.0,773.1,8.5,1276.92,382.0,842.4,1163.6,0.00127,1.72
smb,top_5090,case1_sameOS,0.01,100.0,insured,2006.0,773.1,8.5,1276.92,0.0,47.5,1958.5,0.00213,1.02
smb,top_5090,case1_sameOS,0.01,100.0,uninsured,2006.0,773.1,8.5,1276.92,382.0,942.4,1063.6,0.00116,1.89
smb,top_5090,case2_vm_nic,1e-05,0.0,insured,2006.0,773.1,57.75,0.01,0.0,1175.1,830.9,0.0009,2.41
smb,top_5090,case2_vm_nic,1e-05,0.0,uninsured,2006.0,773.1,57.75,0.01,0.02,1175.1,830.9,0.0009,2.41
smb,top_5090,case2_vm_nic,1e-05,100.0,insured,2006.0,773.1,57.75,0.01,0.0,1275.1,730.9,0.00079,2.74
smb,top_5090,case2_vm_nic,1e-05,100.0,uninsured,2006.0,773.1,57.75,0.01,0.02,1275.1,730.9,0.00079,2.74
smb,top_5090,case2_vm_nic,0.001,0.0,insured,2006.0,773.1,57.75,1.28,0.0,1173.9,832.1,0.0009,2.41
smb,top_5090,case2_vm_nic,0.001,0.0,uninsured,2006.0,773.1,57.75,1.28,0.4,1174.7,831.3,0.0009,2.41
smb,top_5090,case2_vm_nic,0.001,100.0,insured,2006.0,773.1,57.75,1.28,0.0,1273.9,732.1,0.0008,2.74
smb,top_5090,case2_vm_nic,0.001,100.0,uninsured,2006.0,773.1,57.75,1.28,0.4,1274.7,731.3,0.0008,2.74
smb,top_5090,case2_vm_nic,0.01,0.0,insured,2006.0,773.1,57.75,12.77,0.0,1162.4,843.6,0.00092,2.38
smb,top_5090,case2_vm_nic,0.01,0.0,uninsured,2006.0,773.1,57.75,12.77,3.82,1171.3,834.7,0.00091,2.4
smb,top_5090,case2_vm_nic,0.01,100.0,insured,2006.0,773.1,57.75,12.77,0.0,1262.4,743.6,0.00081,2.7
smb,top_5090,case2_vm_nic,0.01,100.0,uninsured,2006.0,773.1,57.75,12.77,3.82,1271.3,734.7,0.0008,2.73
smb,top_5090,case3_hw_partition,1e-05,0.0,insured,2006.0,773.1,17.95,0.0,0.0,1214.9,791.1,0.00086,2.53
smb,top_5090,case3_hw_partition,1e-05,0.0,uninsured,2006.0,773.1,17.95,0.0,0.0,1214.9,791.1,0.00086,2.53
smb,top_5090,case3_hw_partition,1e-05,100.0,insured,2006.0,773.1,17.95,0.0,0.0,1314.9,691.1,0.00075,2.9
smb,top_5090,case3_hw_partition,1e-05,100.0,uninsured,2006.0,773.1,17.95,0.0,0.0,1314.9,691.1,0.00075,2.9
smb,top_5090,case3_hw_partition,0.001,0.0,insured,2006.0,773.1,17.95,0.11,0.0,1214.8,791.2,0.00086,2.53
smb,top_5090,case3_hw_partition,0.001,0.0,uninsured,2006.0,773.1,17.95,0.11,0.04,1214.9,791.1,0.00086,2.53
smb,top_5090,case3_hw_partition,0.001,100.0,insured,2006.0,773.1,17.95,0.11,0.0,1314.8,691.2,0.00075,2.9
smb,top_5090,case3_hw_partition,0.001,100.0,uninsured,2006.0,773.1,17.95,0.11,0.04,1314.9,691.1,0.00075,2.9
smb,top_5090,case3_hw_partition,0.01,0.0,insured,2006.0,773.1,17.95,1.15,0.0,1213.8,792.2,0.00086,2.53
smb,top_5090,case3_hw_partition,0.01,0.0,uninsured,2006.0,773.1,17.95,1.15,0.34,1214.6,791.4,0.00086,2.53
smb,top_5090,case3_hw_partition,0.01,100.0,insured,2006.0,773.1,17.95,1.15,0.0,1313.8,692.2,0.00075,2.9
smb,top_5090,case3_hw_partition,0.01,100.0,uninsured,2006.0,773.1,17.95,1.15,0.34,1314.6,691.4,0.00075,2.9
smb,top_5090,case4_new_silicon,1e-05,0.0,insured,2006.0,773.1,19.75,0.0,0.0,1213.1,792.9,0.00086,2.53
smb,top_5090,case4_new_silicon,1e-05,0.0,uninsured,2006.0,773.1,19.75,0.0,0.0,1213.1,792.9,0.00086,2.53
smb,top_5090,case4_new_silicon,1e-05,100.0,insured,2006.0,773.1,19.75,0.0,0.0,1313.1,692.9,0.00075,2.89
smb,top_5090,case4_new_silicon,1e-05,100.0,uninsured,2006.0,773.1,19.75,0.0,0.0,1313.1,692.9,0.00075,2.89
smb,top_5090,case4_new_silicon,0.001,0.0,insured,2006.0,773.1,19.75,0.11,0.0,1213.0,793.0,0.00086,2.53
smb,top_5090,case4_new_silicon,0.001,0.0,uninsured,2006.0,773.1,19.75,0.11,0.04,1213.1,792.9,0.00086,2.53
smb,top_5090,case4_new_silicon,0.001,100.0,insured,2006.0,773.1,19.75,0.11,0.0,1313.0,693.0,0.00075,2.89
smb,top_5090,case4_new_silicon,0.001,100.0,uninsured,2006.0,773.1,19.75,0.11,0.04,1313.1,692.9,0.00075,2.89
smb,top_5090,case4_new_silicon,0.01,0.0,insured,2006.0,773.1,19.75,1.15,0.0,1212.0,794.0,0.00086,2.53
