population,tier,case,p_m,defense_avoided,form,revenue_yr,energy_yr,fixed_yr,premium_yr,residual_el_yr,net_cession_yr,crossover_rent_yr,crossover_rate_tflops_hr,obs_over_crossover
enterprise,mid_3090,case3_hw_partition,0.001,100.0,uninsured,596.0,501.3,17.95,0.11,0.26,176.5,419.5,0.00135,1.62
enterprise,mid_3090,case3_hw_partition,0.01,0.0,insured,596.0,501.3,17.95,1.15,0.0,75.6,520.4,0.00167,1.31
enterprise,mid_3090,case3_hw_partition,0.01,0.0,uninsured,596.0,501.3,17.95,1.15,2.55,74.2,521.8,0.00167,1.3
enterprise,mid_3090,case3_hw_partition,0.01,100.0,insured,596.0,501.3,17.95,1.15,0.0,175.6,420.4,0.00135,1.62
enterprise,mid_3090,case3_hw_partition,0.01,100.0,uninsured,596.0,501.3,17.95,1.15,2.55,174.2,421.8,0.00135,1.61
enterprise,mid_3090,case4_new_silicon,1e-05,0.0,insured,596.0,501.3,19.75,0.0,0.0,74.9,521.1,0.00167,1.3
enterprise,mid_3090,case4_new_silicon,1e-05,0.0,uninsured,596.0,501.3,19.75,0.0,0.0,74.9,521.1,0.00167,1.3
enterprise,mid_3090,case4_new_silicon,1e-05,100.0,insured,596.0,501.3,19.75,0.0,0.0,174.9,421.1,0.00135,1.61
enterprise,mid_3090,case4_new_silicon,1e-05,100.0,uninsured,596.0,501.3,19.75,0.0,0.0,174.9,421.1,0.00135,1.61
enterprise,mid_3090,case4_new_silicon,0.001,0.0,insured,596.0,501.3,19.75,0.11,0.0,74.8,521.2,0.00167,1.3
enterprise,mid_3090,case4_new_silicon,0.001,0.0,uninsured,596.0,501.3,19.75,0.11,0.26,74.7,521.3,0.00167,1.3
enterprise,mid_3090,case4_new_silicon,0.001,100.0,insured,596.0,501.3,19.75,0.11,0.0,174.8,421.2,0.00135,1.61
enterprise,mid_3090,case4_new_silicon,0.001,100.0,uninsured,596.0,501.3,19.75,0.11,0.26,174.7,421.3,0.00135,1.61
enterprise,mid_3090,case4_new_silicon,0.01,0.0,insured,596.0,501.3,19.75,1.15,0.0,73.8,522.2,0.00167,1.3
enterprise,mid_3090,case4_new_silicon,0.01,0.0,uninsured,596.0,501.3,19.75,1.15,2.55,72.4,523.6,0.00168,1.3
enterprise,mid_3090,case4_new_silicon,0.01,100.0,insured,596.0,501.3,19.75,1.15,0.0,173.8,422.2,0.00135,1.61
enterprise,mid_3090,case4_new_silicon,0.01,100.0,uninsured,596.0,501.3,19.75,1.15,2.55,172.4,423.6,0.00136,1.6
enterprise,high_4090,case1_sameOS,1e-05,0.0,insured,1577.0,622.1,8.5,1.28,0.0,945.1,631.9,0.00087,2.5
enterprise,high_4090,case1_sameOS,1e-05,0.0,uninsured,1577.0,622.1,8.5,1.28,4.83,941.5,635.5,0.00088,2.48
enterprise,high_4090,case1_sameOS,1e-05,100.0,insured,1577.0,622.1,8.5,1.28,0.0,1045.1,531.9,0.00074,2.97
enterprise,high_4090,case1_sameOS,1e-05,100.0,uninsured,1577.0,622.1,8.5,1.28,4.83,1041.5,535.5,0.00074,2.95
enterprise,high_4090,case1_sameOS,0.001,0.0,insured,1577.0,622.1,8.5,127.69,0.0,818.7,758.3,0.00105,2.08
enterprise,high_4090,case1_sameOS,0.001,0.0,uninsured,1577.0,622.1,8.5,127.69,285.0,661.4,915.6,0.00127,1.72
enterprise,high_4090,case1_sameOS,0.001,100.0,insured,1577.0,622.1,8.5,127.69,0.0,918.7,658.3,0.00091,2.4
enterprise,high_4090,case1_sameOS,0.001,100.0,uninsured,1577.0,622.1,8.5,127.69,285.0,761.4,815.6,0.00113,1.93
enterprise,high_4090,case1_sameOS,0.01,0.0,insured,1577.0,622.1,8.5,1276.92,0.0,-330.5,1907.5,0.00264,0.83
enterprise,high_4090,case1_sameOS,0.01,0.0,uninsured,1577.0,622.1,8.5,1276.92,2832.0,-1885.6,3462.6,0.00479,0.46
enterprise,high_4090,case1_sameOS,0.01,100.0,insured,1577.0,622.1,8.5,1276.92,0.0,-230.5,1807.5,0.0025,0.87
enterprise,high_4090,case1_sameOS,0.01,100.0,uninsured,1577.0,622.1,8.5,1276.92,2832.0,-1785.6,3362.6,0.00465,0.47
enterprise,high_4090,case2_vm_nic,1e-05,0.0,insured,1577.0,622.1,57.75,0.01,0.0,897.1,679.9,0.00094,2.32
enterprise,high_4090,case2_vm_nic,1e-05,0.0,uninsured,1577.0,622.1,57.75,0.01,0.05,897.1,679.9,0.00094,2.32
enterprise,high_4090,case2_vm_nic,1e-05,100.0,insured,1577.0,622.1,57.75,0.01,0.0,997.1,579.9,0.0008,2.72
enterprise,high_4090,case2_vm_nic,1e-05,100.0,uninsured,1577.0,622.1,57.75,0.01,0.05,997.1,579.9,0.0008,2.72
enterprise,high_4090,case2_vm_nic,0.001,0.0,insured,1577.0,622.1,57.75,1.28,0.0,895.9,681.1,0.00094,2.32
enterprise,high_4090,case2_vm_nic,0.001,0.0,uninsured,1577.0,622.1,57.75,1.28,2.85,894.3,682.7,0.00094,2.31
enterprise,high_4090,case2_vm_nic,0.001,100.0,insured,1577.0,622.1,57.75,1.28,0.0,995.9,581.1,0.0008,2.71
enterprise,high_4090,case2_vm_nic,0.001,100.0,uninsured,1577.0,622.1,57.75,1.28,2.85,994.3,582.7,0.00081,2.71
enterprise,high_4090,case2_vm_nic,0.01,0.0,insured,1577.0,622.1,57.75,12.77,0.0,884.4,692.6,0.00096,2.28
enterprise,high_4090,case2_vm_nic,0.01,0.0,uninsured,1577.0,622.1,57.75,12.77,28.32,868.8,708.2,0.00098,2.23
enterprise,high_4090,case2_vm_nic,0.01,100.0,insured,1577.0,622.1,57.75,12.77,0.0,984.4,592.6,0.00082,2.66
enterprise,high_4090,case2_vm_nic,0.01,100.0,uninsured,1577.0,622.1,57.75,12.77,28.32,968.8,608.2,0.00084,2.59
enterprise,high_4090,case3_hw_partition,1e-05,0.0,insured,1577.0,622.1,17.95,0.0,0.0,936.9,640.1,0.00088,2.46
enterprise,high_4090,case3_hw_partition,1e-05,0.0,uninsured,1577.0,622.1,17.95,0.0,0.0,936.9,640.1,0.00088,2.46
enterprise,high_4090,case3_hw_partition,1e-05,100.0,insured,1577.0,622.1,17.95,0.0,0.0,1036.9,540.1,0.00075,2.92
enterprise,high_4090,case3_hw_partition,1e-05,100.0,uninsured,1577.0,622.1,17.95,0.0,0.0,1036.9,540.1,0.00075,2.92
enterprise,high_4090,case3_hw_partition,0.001,0.0,insured,1577.0,622.1,17.95,0.11,0.0,936.8,640.2,0.00088,2.46
enterprise,high_4090,case3_hw_partition,0.001,0.0,uninsured,1577.0,622.1,17.95,0.11,0.26,936.7,640.3,0.00088,2.46
enterprise,high_4090,case3_hw_partition,0.001,100.0,insured,1577.0,622.1,17.95,0.11,0.0,1036.8,540.2,0.00075,2.92
enterprise,high_4090,case3_hw_partition,0.001,100.0,uninsured,1577.0,622.1,17.95,0.11,0.26,1036.7,540.3,0.00075,2.92
enterprise,high_4090,case3_hw_partition,0.01,0.0,insured,1577.0,622.1,17.95,1.15,0.0,935.8,641.2,0.00089,2.46
enterprise,high_4090,case3_hw_partition,0.01,0.0,uninsured,1577.0,622.1,17.95,1.15,2.55,934.4,642.6,0.00089,2.45
enterprise,high_4090,case3_hw_partition,0.01,100.0,insured,1577.0,622.1,17.95,1.15,0.0,1035.8,541.2,0.00075,2.91
enterprise,high_4090,case3_hw_partition,0.01,100.0,uninsured,1577.0,622.1,17.95,1.15,2.55,1034.4,542.6,0.00075,2.91
enterprise,high_4090,case4_new_silicon,1e-05,0.0,insured,1577.0,622.1,19.75,0.0,0.0,935.1,641.9,0.00089,2.46
enterprise,high_4090,case4_new_silicon,1e-05,0.0,uninsured,1577.0,622.1,19.75,0.0,0.0,935.1,641.9,0.00089,2.46
enterprise,high_4090,case4_new_silicon,1e-05,100.0,insured,1577.0,622.1,19.75,0.0,0.0,1035.1,541.9,0.00075,2.91
enterprise,high_4090,case4_new_silicon,1e-05,100.0,uninsured,1577.0,622.1,19.75,0.0,0.0,1035.1,541.9,0.00075,2.91
enterprise,high_4090,case4_new_silicon,0.001,0.0,insured,1577.0,622.1,19.75,0.11,0.0,935.0,642.0,0.00089,2.46
enterprise,high_4090,case4_new_silicon,0.001,0.0,uninsured,1577.0,622.1,19.75,0.11,0.26,934.9,642.1,0.00089,2.46
enterprise,high_4090,case4_new_silicon,0.001,100.0,insured,1577.0,622.1,19.75,0.11,0.0,1035.0,542.0,0.00075,2.91
enterprise,high_4090,case4_new_silicon,0.001,100.0,uninsured,1577.0,622.1,19.75,0.11,0.26,1034.9,542.1,0.00075,2.91
enterprise,high_4090,case4_new_silicon,0.01,0.0,insured,1577.0,622.1,19.75,1.15,0.0,934.0,643.0,0.00089,2.45
enterprise,high_4090,case4_new_silicon,0.01,0.0,uninsured,1577.0,622.1,19.75,1.15,2.55,932.6,644.4,0.00089,2.45
enterprise,high_4090,case4_new_silicon,0.01,100.0,insured,1577.0,622.1,19.75,1.15,0.0,1034.0,543.0,0.00075,2.9
enterprise,high_4090,case4_new_silicon,0.01,100.0,uninsured,1577.0,622.1,19.75,1.15,2.55,1032.6,544.4,0.00075,2.9
enterprise,top_5090,case1_sameOS,1e-05,0.0,insured,2006.0,773.1,8.5,1.28,0.0,1223.1,782.9,0.00085,2.56
enterprise,top_5090,case1_sameOS,1e-05,0.0,uninsured,2006.0,773.1,8.5,1.28,4.83,1219.5,786.5,0.00086,2.55
enterprise,top_5090,case1_sameOS,1e-05,100.0,insured,2006.0,773.1,8.5,1.28,0.0,1323.1,682.9,0.00074,2.94
enterprise,top_5090,case1_sameOS,1e-05,100.0,uninsured,2006.0,773.1,8.5,1.28,4.83,1319.5,686.5,0.00075,2.92
enterprise,top_5090,case1_sameOS,0.001,0.0,insured,2006.0,773.1,8.5,127.69,0.0,1096.7,909.3,0.00099,2.21
enterprise,top_5090,case1_sameOS,0.001,0.0,uninsured,2006.0,773.1,8.5,127.69,285.0,939.4,1066.6,0.00116,1.88
enterprise,top_5090,case1_sameOS,0.001,100.0,insured,2006.0,773.1,8.5,127.69,0.0,1196.7,809.3,0.00088,2.48
enterprise,top_5090,case1_sameOS,0.001,100.0,uninsured,2006.0,773.1,8.5,127.69,285.0,1039.4,966.6,0.00105,2.07
enterprise,top_5090,case1_sameOS,0.01,0.0,insured,2006.0,773.1,8.5,1276.92,0.0,-52.5,2058.5,0.00224,0.97
enterprise,top_5090,case1_sameOS,0.01,0.0,uninsured,2006.0,773.1,8.5,1276.92,2832.0,-1607.6,3613.6,0.00393,0.55
enterprise,top_5090,case1_sameOS,0.01,100.0,insured,2006.0,773.1,8.5,1276.92,0.0,47.5,1958.5,0.00213,1.02
enterprise,top_5090,case1_sameOS,0.01,100.0,uninsured,2006.0,773.1,8.5,1276.92,2832.0,-1507.6,3513.6,0.00382,0.57
enterprise,top_5090,case2_vm_nic,1e-05,0.0,insured,2006.0,773.1,57.75,0.01,0.0,1175.1,830.9,0.0009,2.41
enterprise,top_5090,case2_vm_nic,1e-05,0.0,uninsured,2006.0,773.1,57.75,0.01,0.05,1175.1,830.9,0.0009,2.41
enterprise,top_5090,case2_vm_nic,1e-05,100.0,insured,2006.0,773.1,57.75,0.01,0.0,1275.1,730.9,0.00079,2.74
enterprise,top_5090,case2_vm_nic,1e-05,100.0,uninsured,2006.0,773.1,57.75,0.01,0.05,1275.1,730.9,0.00079,2.74
enterprise,top_5090,case2_vm_nic,0.001,0.0,insured,2006.0,773.1,57.75,1.28,0.0,1173.9,832.1,0.0009,2.41
enterprise,top_5090,case2_vm_nic,0.001,0.0,uninsured,2006.0,773.1,57.75,1.28,2.85,1172.3,833.7,0.00091,2.41
enterprise,top_5090,case2_vm_nic,0.001,100.0,insured,2006.0,773.1,57.75,1.28,0.0,1273.9,732.1,0.0008,2.74
enterprise,top_5090,case2_vm_nic,0.001,100.0,uninsured,2006.0,773.1,57.75,1.28,2.85,1272.3,733.7,0.0008,2.73
enterprise,top_5090,case2_vm_nic,0.01,0.0,insured,2006.0,773.1,57.75,12.77,0.0,1162.4,843.6,0.00092,2.38
enterprise,top_5090,case2_vm_nic,0.01,0.0,uninsured,2006.0,773.1,57.75,12.77,28.32,1146.8,859.2,0.00093,2.33
enterprise,top_5090,case2_vm_nic,0.01,100.0,insured,2006.0,773.1,57.75,12.77,0.0,1262.4,743.6,0.00081,2.7
enterprise,top_5090,case2_vm_nic,0.01,100.0,uninsured,2006.0,773.1,57.75,12.77,28.32,1246.8,759.2,0.00083,2.64
enterprise,top_5090,case3_hw_partition,1e-05,0.0,insured,2006.0,773.1,17.95,0.0,0.0,1214.9,791.1,0.00086,2.53
enterprise,top_5090,case3_hw_partition,1e-05,0.0,uninsured,2006.0,773.1,17.95,0.0,0.0,1214.9,791.1,0.00086,2.53
enterprise,top_5090,case3_hw_partition,1e-05,100.0,insured,2006.0,773.1,17.95,0.0,0.0,1314.9,691.1,0.00075,2.9
enterprise,top_5090,case3_hw_partition,1e-05,100.0,uninsured,2006.0,773.1,17.95,0.0,0.0,1314.9,691.1,0.00075,2.9
enterprise,top_5090,case3_hw_partition,0.001,0.0,insured,2006.0,773.1,17.95,0.11,0.0,1214.8,791.2,0.00086,2.53
enterprise,top_5090,case3_hw_partition,0.001,0.0,uninsured,2006.0,773.1,17.95,0.11,0.26,1214.7,791.3,0.00086,2.53
enterprise,top_5090,case3_hw_partition,0.001,100.0,insured,2006.0,773.1,17.95,0.11,0.0,1314.8,691.2,0.00075,2.9
enterprise,top_5090,case3_hw_partition,0.001,100.0,uninsured,2006.0,773.1,17.95,0.11,0.26,1314.7,691.3,0.00075,2.9
enterprise,top_5090,case3_hw_partition,0.01,0.0,insured,2006.0,773.1,17.95,1.15,0.0,1213.8,792.2,0.00086,2.53
enterprise,top_5090,case3_hw_partition,0.01,0.0,uninsured,2006.0,773.1,17.95,1.15,2.55,1212.4,793.6,0.00086,2.53
enterprise,top_5090,case3_hw_partition,0.01,100.0,insured,2006.0,773.1,17.95,1.15,0.0,1313.8,692.2,0.00075,2.9
enterprise,top_5090,case3_hw_partition,0.01,100.0,uninsured,2006.0,773.1,17.95,1.15,2.55,1312.4,693.6,0.00075,2.89
enterprise,top_5090,case4_new_silicon,1e-05,0.0,insured,2006.0,773.1,19.75,0.0,0.0,1213.1,792.9,0.00086,2.53
enterprise,top_5090,case4_new_silicon,1e-05,0.0,uninsured,2006.0,773.1,19.75,0.0,0.0,1213.1,792.9,0.00086,2.53
enterprise,top_5090,case4_new_silicon,1e-05,100.0,insured,2006.0,773.1,19.75,0.0,0.0,1313.1,692.9,0.00075,2.89
enterprise,top_5090,case4_new_silicon,1e-05,100.0,uninsured,2006.0,773.1,19.75,0.0,0.0,1313.1,692.9,0.00075,2.89
enterprise,top_5090,case4_new_silicon,0.001,0.0,insured,2006.0,773.1,19.75,0.11,0.0,1213.0,793.0,0.00086,2.53
enterprise,top_5090,case4_new_silicon,0.001,0.0,uninsured,2006.0,773.1,19.75,0.11,0.26,1212.9,793.1,0.00086,2.53
enterprise,top_5090,case4_new_silicon,0.001,100.0,insured,2006.0,773.1,19.75,0.11,0.0,1313.0,693.0,0.00075,2.89
enterprise,top_5090,case4_new_silicon,0.001,100.0,uninsured,2006.0,773.1,19.75,0.11,0.26,1312.9,693.1,0.00075,2.89
enterprise,top_5090,case4_new_silicon,0.01,0.0,insured,2006.0,773.1,19.75,1.15,0.0,1212.0,794.0,0.00086,2.53
enterprise,top_5090,case4_new_silicon,0.01,0.0,uninsured,2006.0,773.1,19.75,1.15,2.55,1210.6,795.4,0.00086,2.52
enterprise,top_5090,case4_new_silicon,0.01,100.0,insured,2006.0,773.1,19.75,1.15,0.0,1312.0,694.0,0.00075,2.89
enterprise,top_5090,case4_new_silicon,0.01,100.0,uninsured,2006.0,773.1,19.75,1.15,2.55,1310.6,695.4,0.00076,2.88
smb,iGPU_today,case1_sameOS,1e-05,0.0,insured,0.0,78.5,8.5,1.28,0.0,-88.3,88.3,0.02601,0.08
smb,iGPU_today,case1_sameOS,1e-05,0.0,uninsured,0.0,78.5,8.5,1.28,2.38,-89.4,89.4,0.02633,0.08
smb,iGPU_today,case1_sameOS,1e-05,100.0,insured,0.0,78.5,8.5,1.28,0.0,11.7,-11.7,-0.00345,
smb,iGPU_today,case1_sameOS,1e-05,100.0,uninsured,0.0,78.5,8.5,1.28,2.38,10.6,-10.6,-0.00312,
smb,iGPU_today,case1_sameOS,0.001,0.0,insured,0.0,78.5,8.5,127.69,0.0,-214.7,214.7,0.06324,0.03
smb,iGPU_today,case1_sameOS,0.001,0.0,uninsured,0.0,78.5,8.5,127.69,40.0,-127.0,127.0,0.03741,0.06
smb,iGPU_today,case1_sameOS,0.001,100.0,insured,0.0,78.5,8.5,127.69,0.0,-114.7,114.7,0.03378,0.06
smb,iGPU_today,case1_sameOS,0.001,100.0,uninsured,0.0,78.5,8.5,127.69,40.0,-27.0,27.0,0.00796,0.27
smb,iGPU_today,case1_sameOS,0.01,0.0,insured,0.0,78.5,8.5,1276.92,0.0,-1363.9,1363.9,0.40171,0.01
smb,iGPU_today,case1_sameOS,0.01,0.0,uninsured,0.0,78.5,8.5,1276.92,382.0,-469.0,469.0,0.13813,0.02
smb,iGPU_today,case1_sameOS,0.01,100.0,insured,0.0,78.5,8.5,1276.92,0.0,-1263.9,1263.9,0.37225,0.01
smb,iGPU_today,case1_sameOS,0.01,100.0,uninsured,0.0,78.5,8.5,1276.92,382.0,-369.0,369.0,0.10868,0.02
smb,iGPU_today,case2_vm_nic,1e-05,0.0,insured,0.0,78.5,57.75,0.01,0.0,-136.3,136.3,0.04014,0.05
smb,iGPU_today,case2_vm_nic,1e-05,0.0,uninsured,0.0,78.5,57.75,0.01,0.02,-136.3,136.3,0.04014,0.05
smb,iGPU_today,case2_vm_nic,1e-05,100.0,insured,0.0,78.5,57.75,0.01,0.0,-36.3,36.3,0.01069,0.2
smb,iGPU_today,case2_vm_nic,1e-05,100.0,uninsured,0.0,78.5,57.75,0.01,0.02,-36.3,36.3,0.01069,0.2
smb,iGPU_today,case2_vm_nic,0.001,0.0,insured,0.0,78.5,57.75,1.28,0.0,-137.5,137.5,0.04051,0.05
smb,iGPU_today,case2_vm_nic,0.001,0.0,uninsured,0.0,78.5,57.75,1.28,0.4,-136.7,136.7,0.04025,0.05
smb,iGPU_today,case2_vm_nic,0.001,100.0,insured,0.0,78.5,57.75,1.28,0.0,-37.5,37.5,0.01106,0.2
smb,iGPU_today,case2_vm_nic,0.001,100.0,uninsured,0.0,78.5,57.75,1.28,0.4,-36.7,36.7,0.0108,0.2
smb,iGPU_today,case2_vm_nic,0.01,0.0,insured,0.0,78.5,57.75,12.77,0.0,-149.0,149.0,0.04389,0.05
smb,iGPU_today,case2_vm_nic,0.01,0.0,uninsured,0.0,78.5,57.75,12.77,3.82,-140.1,140.1,0.04126,0.05
smb,iGPU_today,case2_vm_nic,0.01,100.0,insured,0.0,78.5,57.75,12.77,0.0,-49.0,49.0,0.01444,0.15
smb,iGPU_today,case2_vm_nic,0.01,100.0,uninsured,0.0,78.5,57.75,12.77,3.82,-40.1,40.1,0.01181,0.18
smb,iGPU_today,case3_hw_partition,1e-05,0.0,insured,0.0,78.5,17.95,0.0,0.0,-96.5,96.5,0.02841,0.08
smb,iGPU_today,case3_hw_partition,1e-05,0.0,uninsured,0.0,78.5,17.95,0.0,0.0,-96.5,96.5,0.02841,0.08
smb,iGPU_today,case3_hw_partition,1e-05,100.0,insured,0.0,78.5,17.95,0.0,0.0,3.5,-3.5,-0.00104,
smb,iGPU_today,case3_hw_partition,1e-05,100.0,uninsured,0.0,78.5,17.95,0.0,0.0,3.5,-3.5,-0.00104,
smb,iGPU_today,case3_hw_partition,0.001,0.0,insured,0.0,78.5,17.95,0.11,0.0,-96.6,96.6,0.02845,0.08
smb,iGPU_today,case3_hw_partition,0.001,0.0,uninsured,0.0,78.5,17.95,0.11,0.04,-96.5,96.5,0.02842,0.08
smb,iGPU_today,case3_hw_partition,0.001,100.0,insured,0.0,78.5,17.95,0.11,0.0,3.4,-3.4,-0.00101,
smb,iGPU_today,case3_hw_partition,0.001,100.0,uninsured,0.0,78.5,17.95,0.11,0.04,3.5,-3.5,-0.00103,
smb,iGPU_today,case3_hw_partition,0.01,0.0,insured,0.0,78.5,17.95,1.15,0.0,-97.6,97.6,0.02875,0.08
smb,iGPU_today,case3_hw_partition,0.01,0.0,uninsured,0.0,78.5,17.95,1.15,0.34,-96.8,96.8,0.02851,0.08
smb,iGPU_today,case3_hw_partition,0.01,100.0,insured,0.0,78.5,17.95,1.15,0.0,2.4,-2.4,-0.0007,
smb,iGPU_today,case3_hw_partition,0.01,100.0,uninsured,0.0,78.5,17.95,1.15,0.34,3.2,-3.2,-0.00094,
smb,iGPU_today,case4_new_silicon,1e-05,0.0,insured,0.0,78.5,19.75,0.0,0.0,-98.3,98.3,0.02894,0.08
smb,iGPU_today,case4_new_silicon,1e-05,0.0,uninsured,0.0,78.5,19.75,0.0,0.0,-98.3,98.3,0.02894,0.08
smb,iGPU_today,case4_new_silicon,1e-05,100.0,insured,0.0,78.5,19.75,0.0,0.0,1.7,-1.7,-0.00051,
smb,iGPU_today,case4_new_silicon,1e-05,100.0,uninsured,0.0,78.5,19.75,0.0,0.0,1.7,-1.7,-0.00051,
smb,iGPU_today,case4_new_silicon,0.001,0.0,insured,0.0,78.5,19.75,0.11,0.0,-98.4,98.4,0.02898,0.08
smb,iGPU_today,case4_new_silicon,0.001,0.0,uninsured,0.0,78.5,19.75,0.11,0.04,-98.3,98.3,0.02895,0.08
smb,iGPU_today,case4_new_silicon,0.001,100.0,insured,0.0,78.5,19.75,0.11,0.0,1.6,-1.6,-0.00048,
smb,iGPU_today,case4_new_silicon,0.001,100.0,uninsured,0.0,78.5,19.75,0.11,0.04,1.7,-1.7,-0.0005,
smb,iGPU_today,case4_new_silicon,0.01,0.0,insured,0.0,78.5,19.75,1.15,0.0,-99.4,99.4,0.02928,0.07
smb,iGPU_today,case4_new_silicon,0.01,0.0,uninsured,0.0,78.5,19.75,1.15,0.34,-98.6,98.6,0.02904,0.08
smb,iGPU_today,case4_new_silicon,0.01,100.0,insured,0.0,78.5,19.75,1.15,0.0,0.6,-0.6,-0.00017,
smb,iGPU_today,case4_new_silicon,0.01,100.0,uninsured,0.0,78.5,19.75,1.15,0.34,1.4,-1.4,-0.00041,
smb,iGPU_fungible_fp32,case1_sameOS,1e-05,0.0,insured,7.4,78.5,8.5,1.28,0.0,-80.9,88.3,0.02601,0.08
smb,iGPU_fungible_fp32,case1_sameOS,1e-05,0.0,uninsured,7.4,78.5,8.5,1.28,2.38,-82.0,89.4,0.02633,0.08
smb,iGPU_fungible_fp32,case1_sameOS,1e-05,100.0,insured,7.4,78.5,8.5,1.28,0.0,19.1,-11.7,-0.00345,
smb,iGPU_fungible_fp32,case1_sameOS,1e-05,100.0,uninsured,7.4,78.5,8.5,1.28,2.38,18.0,-10.6,-0.00312,
smb,iGPU_fungible_fp32,case1_sameOS,0.001,0.0,insured,7.4,78.5,8.5,127.69,0.0,-207.3,214.7,0.06324,0.03
smb,iGPU_fungible_fp32,case1_sameOS,0.001,0.0,uninsured,7.4,78.5,8.5,127.69,40.0,-119.6,127.0,0.03741,0.06
smb,iGPU_fungible_fp32,case1_sameOS,0.001,100.0,insured,7.4,78.5,8.5,127.69,0.0,-107.3,114.7,0.03378,0.06
smb,iGPU_fungible_fp32,case1_sameOS,0.001,100.0,uninsured,7.4,78.5,8.5,127.69,40.0,-19.6,27.0,0.00796,0.27
smb,iGPU_fungible_fp32,case1_sameOS,0.01,0.0,insured,7.4,78.5,8.5,1276.92,0.0,-1356.5,1363.9,0.40171,0.01
smb,iGPU_fungible_fp32,case1_sameOS,0.01,0.0,uninsured,7.4,78.5,8.5,1276.92,382.0,-461.6,469.0,0.13813,0.02
smb,iGPU_fungible_fp32,case1_sameOS,0.01,100.0,insured,7.4,78.5,8.5,1276.92,0.0,-1256.5,1263.9,0.37225,0.01
smb,iGPU_fungible_fp32,case1_sameOS,0.01,100.0,uninsured,7.4,78.5,8.5,1276.92,382.0,-361.6,369.0,0.10868,0.02
smb,iGPU_fungible_fp32,case2_vm_nic,1e-05,0.0,insured,7.4,78.5,57.75,0.01,0.0,-128.9,136.3,0.04014,0.05
smb,iGPU_fungible_fp32,case2_vm_nic,1e-05,0.0,uninsured,7.4,78.5,57.75,0.01,0.02,-128.9,136.3,0.04014,0.05
smb,iGPU_fungible_fp32,case2_vm_nic,1e-05,100.0,insured,7.4,78.5,57.75,0.01,0.0,-28.9,36.3,0.01069,0.2
smb,iGPU_fungible_fp32,case2_vm_nic,1e-05,100.0,uninsured,7.4,78.5,57.75,0.01,0.02,-28.9,36.3,0.01069,0.2
smb,iGPU_fungible_fp32,case2_vm_nic,0.001,0.0,insured,7.4,78.5,57.75,1.28,0.0,-130.1,137.5,0.04051,0.05
smb,iGPU_fungible_fp32,case2_vm_nic,0.001,0.0,uninsured,7.4,78.5,57.75,1.28,0.4,-129.3,136.7,0.04025,0.05
smb,iGPU_fungible_fp32,case2_vm_nic,0.001,100.0,insured,7.4,78.5,57.75,1.28,0.0,-30.1,37.5,0.01106,0.2
smb,iGPU_fungible_fp32,case2_vm_nic,0.001,100.0,uninsured,7.4,78.5,57.75,1.28,0.4,-29.3,36.7,0.0108,0.2
smb,iGPU_fungible_fp32,case2_vm_nic,0.01,0.0,insured,7.4,78.5,57.75,12.77,0.0,-141.6,149.0,0.04389,0.05
smb,iGPU_fungible_fp32,case2_vm_nic,0.01,0.0,uninsured,7.4,78.5,57.75,12.77,3.82,-132.7,140.1,0.04126,0.05
smb,iGPU_fungible_fp32,case2_vm_nic,0.01,100.0,insured,7.4,78.5,57.75,12.77,0.0,-41.6,49.0,0.01444,0.15
smb,iGPU_fungible_fp32,case2_vm_nic,0.01,100.0,uninsured,7.4,78.5,57.75,12.77,3.82,-32.7,40.1,0.01181,0.18
smb,iGPU_fungible_fp32,case3_hw_partition,1e-05,0.0,insured,7.4,78.5,17.95,0.0,0.0,-89.1,96.5,0.02841,0.08
smb,iGPU_fungible_fp32,case3_hw_partition,1e-05,0.0,uninsured,7.4,78.5,17.95,0.0,0.0,-89.1,96.5,0.02841,0.08
smb,iGPU_fungible_fp32,case3_hw_partition,1e-05,100.0,insured,7.4,78.5,17.95,0.0,0.0,10.9,-3.5,-0.00104,
smb,iGPU_fungible_fp32,case3_hw_partition,1e-05,100.0,uninsured,7.4,78.5,17.95,0.0,0.0,10.9,-3.5,-0.00104,
smb,iGPU_fungible_fp32,case3_hw_partition,0.001,0.0,insured,7.4,78.5,17.95,0.11,0.0,-89.2,96.6,0.02845,0.08
smb,iGPU_fungible_fp32,case3_hw_partition,0.001,0.0,uninsured,7.4,78.5,17.95,0.11,0.04,-89.1,96.5,0.02842,0.08
smb,iGPU_fungible_fp32,case3_hw_partition,0.001,100.0,insured,7.4,78.5,17.95,0.11,0.0,10.8,-3.4,-0.00101,
smb,iGPU_fungible_fp32,case3_hw_partition,0.001,100.0,uninsured,7.4,78.5,17.95,0.11,0.04,10.9,-3.5,-0.00103,
smb,iGPU_fungible_fp32,case3_hw_partition,0.01,0.0,insured,7.4,78.5,17.95,1.15,0.0,-90.2,97.6,0.02875,0.08
smb,iGPU_fungible_fp32,case3_hw_partition,0.01,0.0,uninsured,7.4,78.5,17.95,1.15,0.34,-89.4,96.8,0.02851,0.08
smb,iGPU_fungible_fp32,case3_hw_partition,0.01,100.0,insured,7.4,78.5,17.95,1.15,0.0,9.8,-2.4,-0.0007,
smb,iGPU_fungible_fp32,case3_hw_partition,0.01,100.0,uninsured,7.4,78.5,17.95,1.15,0.34,10.6,-3.2,-0.00094,
