turn_id,date,speaker,n_words,lex_hits,llr,flag05,flag01
2024-06-06#t17595,2024-06-06,Hon. Mr. Higgs,231,1,0.668,True,True
2023-10-20#t13234,2023-10-20,Hon. Mr. Turner,326,1,0.663,True,True
2025-12-02#t1316,2025-12-02,Mr. Austin,327,1,0.653,True,True
2022-11-23#t9660,2022-11-23,Mrs. Conroy,234,1,0.638,True,True
2024-03-26#t15791,2024-03-26,Hon. Ms. Scott-Wallace,290,1,0.593,True,True
2026-03-20#t2230,2026-03-20,Hon. Ms. Miles,240,1,0.579,True,True
2023-11-01#t13773,2023-11-01,Mr. J. LeBlanc,242,1,0.559,True,True
2025-11-07#t907,2025-11-07,Hon. Mr. D’Amours,250,1,0.479,True,True
2020-12-10#t662,2020-12-10,Mr. Speaker,259,1,0.39,True,True
2024-06-06#t17597,2024-06-06,Ms. Holt,259,1,0.39,True,True
2023-10-31#t13650,2023-10-31,Mr. McKee,422,1,0.38,True,True
2026-03-25#t2366,2026-03-25,Hon. Mr. Dornan,103,1,0.33,True,True
2021-11-25#t4689,2021-11-25,Hon. Ms. Scott-Wallace,360,1,0.325,True,True
2023-10-20#t13259,2023-10-20,Hon. Mr. Steeves,361,1,0.315,True,True
2024-05-08#t16234,2024-05-08,Mr. Coon,269,1,0.291,True,True
2024-05-29#t17124,2024-05-29,,277,1,0.211,True,True
2022-06-02#t7590,2022-06-02,Hon. Mr. Fitch,441,1,0.191,True,True
2023-06-14#t12737,2023-06-14,Mr. J. LeBlanc,120,1,0.162,True,True
2026-05-06#t2666,2026-05-06,Hon. Mr. Randall,121,1,0.152,True,True
2023-06-07#t12392,2023-06-07,Hon. Mr. Hogan,121,1,0.152,True,True
2021-11-26#t4798,2021-11-26,Hon. Ms. Dunn,378,1,0.146,True,True
2023-06-14#t12797,2023-06-14,Hon. Mrs. Shephard,287,1,0.112,True,True
2022-05-12#t6872,2022-05-12,Hon. Mr. Hogan,382,1,0.106,True,True
2020-12-10#t685,2020-12-10,,288,1,0.102,True,True
2024-05-28#t16994,2024-05-28,Hon. Mr. Hogan,126,1,0.102,True,True
2022-11-15#t9217,2022-11-15,Mr. Legacy,292,1,0.062,True,True
2024-05-07#t16139,2024-05-07,Ms. Holt,98,1,0.044,True,True
2025-11-20#t1168,2025-11-20,Hon. Mr. Dornan,294,1,0.042,True,True
2021-12-16#t5809,2021-12-16,Mr. Austin,132,1,0.042,True,True
2023-05-10#t11654,2023-05-10,Mr. D’Amours,297,1,0.012,True,True
2024-05-07#t16189,2024-05-07,Ms. Landry,300,1,-0.017,True,True
2021-12-09#t5509,2021-12-09,Mr. Melanson,140,1,-0.037,True,True
2025-10-29#t354,2025-10-29,Ms. Mitton,141,1,-0.047,True,True
2022-05-11#t6688,2022-05-11,,306,1,-0.077,True,True
2022-06-08#t7759,2022-06-08,Mrs. F. Landry,145,1,-0.087,True,True
2023-06-08#t12543,2023-06-08,Mr. K. Chiasson,508,2,-0.128,True,True
2023-06-08#t12467,2023-06-08,Ms. Holt,116,1,-0.135,True,True
2021-03-24#t1780,2021-03-24,Mr. C. Chiasson,313,1,-0.146,True,True
2023-11-28#t14489,2023-11-28,Hon. Mr. Turner,151,1,-0.146,True,True
2022-11-18#t9507,2022-11-18,Mr. Cullins,153,1,-0.166,True,True
2021-05-12#t2164,2021-05-12,Hon. Mr. Allain,154,1,-0.176,True,True
2024-05-15#t16683,2024-05-15,Ms. Mitton,154,1,-0.176,True,True
2023-11-02#t13804,2023-11-02,Ms. Holt,158,1,-0.216,True,True
2024-06-04#t17422,2024-06-04,Hon. Mr. Higgs,320,1,-0.216,True,True
2022-05-12#t6779,2022-05-12,Hon. Mrs. Shephard,159,1,-0.226,True,True
2023-06-07#t12404,2023-06-07,Hon. Mr. Carr,160,1,-0.236,True,True
2025-10-30#t459,2025-10-30,Mr. Lee,129,1,-0.264,True,True
2022-12-14#t10558,2022-12-14,Hon. Mr. Hogan,164,1,-0.276,True,True
2023-10-18#t13130,2023-10-18,Hon. Mr. Hogan,166,1,-0.295,True,True
2022-11-02#t8957,2022-11-02,Mr. Legacy,330,1,-0.315,True,True
2023-05-16#t11912,2023-05-16,,135,1,-0.324,True,True
2024-05-08#t16267,2024-05-08,Ms. Holt,135,1,-0.324,True,True
2025-12-03#t1446,2025-12-03,Mr. Weir,332,1,-0.335,True,True
2020-12-08#t377,2020-12-08,,427,1,-0.341,True,True
2022-11-23#t9709,2022-11-23,Hon. G. Savoie,427,1,-0.341,True,True
2022-12-15#t10632,2022-12-15,Ms. Mitton,171,1,-0.345,True,True
2024-03-22#t15639,2024-03-22,Mr. Legacy,138,1,-0.354,True,True
2021-11-04#t4065,2021-11-04,,334,1,-0.355,True,True
2025-12-11#t1829,2025-12-11,Ms. Scott-Wallace,174,1,-0.375,True,True
2023-05-11#t11723,2023-05-11,Hon. Mr. Fitch,174,1,-0.375,True,True
2022-05-31#t7312,2022-05-31,Hon. Mr. Fitch,175,1,-0.385,True,True
2023-06-16#t12991,2023-06-16,Hon. Mr. Fitch,177,1,-0.405,True,True
2024-05-30#t17144,2024-05-30,Ms. Thériault,339,1,-0.405,True,True
2025-10-28#t218,2025-10-28,Hon. Mr. Kennedy,179,1,-0.425,True,True
2025-10-22#t88,2025-10-22,Ms. Mitton,343,1,-0.445,True,True
2019-05-10#t95,2019-05-10,Hon. Mr. Stewart,234,1,-0.46,True,False
2019-11-27#t171,2019-11-27,Hon. Mr. Holder,149,1,-0.463,True,False
2021-12-15#t5745,2021-12-15,Mr. Carr,154,1,-0.513,True,False
2023-06-15#t12938,2023-06-15,Mr. C. Chiasson,447,1,-0.539,True,False
2021-12-10#t5611,2021-12-10,Mrs. Conroy,157,1,-0.543,True,False
2025-10-29#t368,2025-10-29,Hon. Mr. Herron,192,1,-0.554,True,False
2025-12-10#t1735,2025-12-10,Mr. Coon,160,1,-0.572,True,False
2024-05-15#t16677,2024-05-15,Hon. Mr. Austin,196,1,-0.594,True,False
2024-05-14#t16607,2024-05-14,Ms. Holt,166,1,-0.632,True,False
2021-05-21#t2916,2021-05-21,Mr. McKee,363,1,-0.643,True,False
2022-11-03#t9082,2022-11-03,Ms. Thériault,474,1,-0.647,True,False
2023-05-18#t12087,2023-05-18,Ms. Holt,169,1,-0.662,True,False
2025-11-19#t1082,2025-11-19,Hon. Mr. Herron,476,1,-0.667,True,False
2021-12-03#t5125,2021-12-03,,370,1,-0.713,True,False
2024-03-28#t15991,2024-03-28,Mr. Bourque,372,1,-0.733,True,False
2025-10-29#t338,2025-10-29,Hon. C. Johnson,80,0,-0.795,True,False
2025-11-04#t566,2025-11-04,Mr. Savoie,80,0,-0.795,True,False
2025-11-21#t1255,2025-11-21,Mr. Savoie,80,0,-0.795,True,False
2026-05-14#t3133,2026-05-14,Hon. C. Johnson,80,0,-0.795,True,False
2020-12-10#t669,2020-12-10,Mr. G. Arseneault,80,0,-0.795,True,False
2020-12-15#t807,2020-12-15,Mr. G. Arseneault,80,0,-0.795,True,False
2020-12-16#t884,2020-12-16,Mr. K. Chiasson,80,0,-0.795,True,False
2020-12-17#t1108,2020-12-17,Hon. Mrs. Shephard,80,0,-0.795,True,False
2020-12-18#t1250,2020-12-18,Hon. Ms. Green,80,0,-0.795,True,False
2021-03-17#t1520,2021-03-17,Mr. Speaker,80,0,-0.795,True,False
2021-03-25#t1866,2021-03-25,Hon. Mr. Higgs,80,0,-0.795,True,False
2021-03-25#t1916,2021-03-25,Mr. Speaker,80,0,-0.795,True,False
2021-05-13#t2322,2021-05-13,Mr. K. Arseneau,80,0,-0.795,True,False
2021-06-02#t3114,2021-06-02,Hon. Mr. Holder,80,0,-0.795,True,False
2021-06-02#t3116,2021-06-02,Mrs. Harris,80,0,-0.795,True,False
2021-06-03#t3209,2021-06-03,Hon. Ms. Dunn,80,0,-0.795,True,False
2021-06-10#t3617,2021-06-10,Mr. G. Arseneault,80,0,-0.795,True,False
2021-06-10#t3651,2021-06-10,Mr. Melanson,80,0,-0.795,True,False
2021-11-09#t4295,2021-11-09,Mr. Speaker,80,0,-0.795,True,False
2021-11-12#t4437,2021-11-12,Mr. Gauvin,80,0,-0.795,True,False
2021-11-25#t4673,2021-11-25,Hon. Mr. Higgs,80,0,-0.795,True,False
2021-12-02#t4967,2021-12-02,Hon. Mr. Flemming,80,0,-0.795,True,False
2021-12-16#t5910,2021-12-16,,80,0,-0.795,True,False
2022-06-08#t7779,2022-06-08,Mr. Melanson,80,0,-0.795,True,False
2022-10-26#t8635,2022-10-26,Mrs. F. Landry,80,0,-0.795,True,False
2022-10-26#t8657,2022-10-26,Mr. Speaker,80,0,-0.795,True,False
2022-11-01#t8832,2022-11-01,Mr. LePage,80,0,-0.795,True,False
2022-11-03#t9105,2022-11-03,,80,0,-0.795,True,False
2022-11-17#t9432,2022-11-17,,80,0,-0.795,True,False
2022-11-18#t9563,2022-11-18,Mr. K. Arseneau,80,0,-0.795,True,False
2023-03-22#t10846,2023-03-22,Mr. D’Amours,80,0,-0.795,True,False
2023-03-30#t11282,2023-03-30,Mr. Gauvin,80,0,-0.795,True,False
2023-05-12#t11837,2023-05-12,Ms. Holt,80,0,-0.795,True,False
2023-06-15#t12901,2023-06-15,,80,0,-0.795,True,False
2023-11-03#t13946,2023-11-03,Ms. Holt,80,0,-0.795,True,False
2023-12-05#t14897,2023-12-05,Ms. Landry,80,0,-0.795,True,False
2023-12-12#t15394,2023-12-12,Mr. K. Arseneau,80,0,-0.795,True,False
2024-03-22#t15629,2024-03-22,Mr. Dawson,80,0,-0.795,True,False
2024-05-10#t16512,2024-05-10,Ms. Landry,80,0,-0.795,True,False
2025-12-03#t1447,2025-12-03,Mr. Oliver,81,0,-0.805,True,False
2025-12-05#t1601,2025-12-05,Ms. Bockus,81,0,-0.805,True,False
2026-03-24#t2333,2026-03-24,Mr. M. LeBlanc,81,0,-0.805,True,False
2026-05-13#t3029,2026-05-13,Hon. Mr. Randall,81,0,-0.805,True,False
2019-05-10#t100,2019-05-10,Hon. Mr. Gauvin,81,0,-0.805,True,False
2019-11-19#t114,2019-11-19,Mr. Speaker,81,0,-0.805,True,False
2020-11-18#t89,2020-11-18,Mr. D’Amours,81,0,-0.805,True,False
2020-11-20#t183,2020-11-20,Hon. Mr. Savoie,81,0,-0.805,True,False
2020-12-09#t563,2020-12-09,Mr. K. Chiasson,81,0,-0.805,True,False
2020-12-16#t870,2020-12-16,Hon. Ms. Dunn,81,0,-0.805,True,False
2020-12-16#t947,2020-12-16,Mr. McKee,81,0,-0.805,True,False
2020-12-17#t1084,2020-12-17,Mr. K. Arseneau,81,0,-0.805,True,False
2021-02-12#t1355,2021-02-12,Hon. Mary Wilson,81,0,-0.805,True,False
2021-05-13#t2290,2021-05-13,Hon. Mary Wilson,81,0,-0.805,True,False
2021-05-19#t2648,2021-05-19,Mr. Gauvin,81,0,-0.805,True,False
2021-06-03#t3255,2021-06-03,,81,0,-0.805,True,False
2021-06-04#t3375,2021-06-04,Mr. Speaker,81,0,-0.805,True,False
2021-11-05#t4202,2021-11-05,Mr. Mallet,81,0,-0.805,True,False
2021-12-03#t5092,2021-12-03,Hon. Mr. Higgs,81,0,-0.805,True,False
2021-12-08#t5390,2021-12-08,Mr. G. Arseneault,81,0,-0.805,True,False
2021-12-09#t5469,2021-12-09,Hon. Mr. Cardy,81,0,-0.805,True,False
2021-12-16#t5847,2021-12-16,Hon. Ms. Dunn,81,0,-0.805,True,False
2022-10-05#t8174,2022-10-05,Hon. Mr. Fitch,81,0,-0.805,True,False
2022-10-06#t8299,2022-10-06,Mr. K. Chiasson,81,0,-0.805,True,False
2022-10-28#t8716,2022-10-28,Hon. Mr. Fitch,81,0,-0.805,True,False
2022-12-07#t10208,2022-12-07,Mr. Legacy,81,0,-0.805,True,False
2022-12-15#t10649,2022-12-15,Mr. Gauvin,81,0,-0.805,True,False
2023-03-29#t11248,2023-03-29,Hon. Mrs. Johnson,81,0,-0.805,True,False
2023-05-12#t11820,2023-05-12,Mr. G. Arseneault,81,0,-0.805,True,False
2023-05-12#t11828,2023-05-12,Hon. Mr. Hogan,81,0,-0.805,True,False
2023-05-17#t12040,2023-05-17,Mr. C. Chiasson,81,0,-0.805,True,False
2023-05-18#t12178,2023-05-18,Mr. K. Arseneau,81,0,-0.805,True,False
2023-05-19#t12265,2023-05-19,Hon. Mr. G. Savoie,81,0,-0.805,True,False
2023-06-14#t12740,2023-06-14,Ms. Mitton,81,0,-0.805,True,False
2023-06-16#t13036,2023-06-16,Hon. Mr. G. Savoie,81,0,-0.805,True,False
2023-11-22#t14187,2023-11-22,Ms. Holt,81,0,-0.805,True,False
2023-11-22#t14199,2023-11-22,,81,0,-0.805,True,False
2023-11-29#t14570,2023-11-29,Mr. Mallet,81,0,-0.805,True,False
2023-11-30#t14682,2023-11-30,Mr. M. LeBlanc,81,0,-0.805,True,False
2023-12-08#t15273,2023-12-08,Hon. Mr. Ames,81,0,-0.805,True,False
2024-03-20#t15520,2024-03-20,Ms. Anderson-Mason,81,0,-0.805,True,False
2024-05-07#t16110,2024-05-07,Hon. Mr. Austin,81,0,-0.805,True,False
2024-05-16#t16758,2024-05-16,Hon. Mr. Hogan,81,0,-0.805,True,False
2024-05-16#t16827,2024-05-16,Hon. Mr. Steeves,81,0,-0.805,True,False
2025-10-24#t157,2025-10-24,Mr. Ames,82,0,-0.815,True,False
2025-11-04#t579,2025-11-04,Hon. C. Johnson,82,0,-0.815,True,False
2025-11-18#t1016,2025-11-18,Madam Speaker,82,0,-0.815,True,False
2025-12-11#t1899,2025-12-11,Mr. M. LeBlanc,82,0,-0.815,True,False
2026-05-13#t3026,2026-05-13,Hon. Mr. Randall,82,0,-0.815,True,False
2020-11-18#t106,2020-11-18,Hon. Mr. Higgs,82,0,-0.815,True,False
2020-12-15#t842,2020-12-15,,82,0,-0.815,True,False
2020-12-17#t1128,2020-12-17,Hon. Mrs. Shephard,82,0,-0.815,True,False
2021-02-12#t1371,2021-02-12,Mr. Speaker,82,0,-0.815,True,False
2021-03-23#t1683,2021-03-23,Mr. K. Chiasson,82,0,-0.815,True,False
2021-03-24#t1758,2021-03-24,Hon. Ms. Dunn,82,0,-0.815,True,False
2021-03-24#t1834,2021-03-24,Mr. Hogan,82,0,-0.815,True,False
2021-05-12#t2181,2021-05-12,Hon. Mr. Savoie,82,0,-0.815,True,False
2021-05-13#t2377,2021-05-13,Hon. Mr. Savoie,82,0,-0.815,True,False
2021-06-10#t3660,2021-06-10,Hon. Mr. Holder,82,0,-0.815,True,False
2021-11-04#t4092,2021-11-04,Mr. K. Arseneau,82,0,-0.815,True,False
2021-12-02#t4969,2021-12-02,Mr. Melanson,82,0,-0.815,True,False
2021-12-08#t5351,2021-12-08,Hon. Ms. Green,82,0,-0.815,True,False
2022-03-30#t6318,2022-03-30,Mr. Speaker,82,0,-0.815,True,False
2022-05-18#t7050,2022-05-18,Mr. G. Arseneault,82,0,-0.815,True,False
2022-10-04#t8079,2022-10-04,Mr. Legacy,82,0,-0.815,True,False
2022-10-05#t8176,2022-10-05,Mr. LeBlanc,82,0,-0.815,True,False
2022-11-16#t9278,2022-11-16,Mrs. F. Landry,82,0,-0.815,True,False
2022-11-18#t9562,2022-11-18,Hon. Mr. Holder,82,0,-0.815,True,False
2022-11-22#t9647,2022-11-22,Hon. Mr. Holder,82,0,-0.815,True,False
2022-12-06#t9989,2022-12-06,Hon. Ms. Green,82,0,-0.815,True,False
2022-12-13#t10508,2022-12-13,Mr. Speaker,82,0,-0.815,True,False
2023-03-22#t10842,2023-03-22,Hon. Ms. Dunn,82,0,-0.815,True,False
2023-03-22#t10897,2023-03-22,Mr. Gauvin,82,0,-0.815,True,False
2023-05-19#t12289,2023-05-19,Mrs. Conroy,82,0,-0.815,True,False
2023-06-09#t12557,2023-06-09,Mr. Speaker,82,0,-0.815,True,False
2023-06-15#t12830,2023-06-15,Mr. McKee,82,0,-0.815,True,False
2023-11-02#t13779,2023-11-02,Hon. M. Wilson,82,0,-0.815,True,False
2023-11-30#t14710,2023-11-30,Ms. Mitton,82,0,-0.815,True,False
2023-12-08#t15263,2023-12-08,Mr. Legacy,82,0,-0.815,True,False
2024-03-20#t15553,2024-03-20,Ms. Holt,82,0,-0.815,True,False
2024-03-28#t15990,2024-03-28,Mr. Coon,82,0,-0.815,True,False
2024-03-28#t16011,2024-03-28,Mr. Speaker,82,0,-0.815,True,False
2024-05-08#t16258,2024-05-08,Ms. Holt,82,0,-0.815,True,False
2024-05-15#t16640,2024-05-15,Ms. Mitton,82,0,-0.815,True,False
2024-05-30#t17236,2024-05-30,Ms. Thériault,82,0,-0.815,True,False
2024-06-06#t17605,2024-06-06,Hon. G. Savoie,82,0,-0.815,True,False
2024-06-06#t17610,2024-06-06,Mr. Speaker,82,0,-0.815,True,False
SE#qp_question:addiction treatment and ment:0,synthetic-2026,SYNTHETIC,82,0,-0.815,True,False
2025-11-21#t1259,2025-11-21,Mr. Lee,185,1,-0.821,True,False
2025-11-06#t755,2025-11-06,Hon. Mr. Hickey,83,0,-0.825,True,False
2025-11-18#t968,2025-11-18,Mr. Savoie,83,0,-0.825,True,False
2025-11-19#t1041,2025-11-19,Ms. Wilcott,83,0,-0.825,True,False
2025-12-04#t1492,2025-12-04,Mr. Savoie,83,0,-0.825,True,False
2025-12-11#t1840,2025-12-11,Hon. Mr. Dornan,83,0,-0.825,True,False
2026-03-20#t2137,2026-03-20,Ms. Vautour,83,0,-0.825,True,False
2026-03-20#t2190,2026-03-20,Hon. C. Johnson,83,0,-0.825,True,False
2020-11-20#t155,2020-11-20,Mr. Speaker,83,0,-0.825,True,False
2020-12-09#t473,2020-12-09,Hon. Ms. Scott-Wallace,83,0,-0.825,True,False
2020-12-10#t689,2020-12-10,Madam Deputy Speaker,83,0,-0.825,True,False
2020-12-15#t831,2020-12-15,Mr. G. Arseneault,83,0,-0.825,True,False
2021-05-12#t2156,2021-05-12,Ms. Mitton,83,0,-0.825,True,False
2021-05-13#t2298,2021-05-13,Hon. Mr. Fitch,83,0,-0.825,True,False
2021-05-21#t2882,2021-05-21,Mr. Melanson,83,0,-0.825,True,False
2021-11-26#t4761,2021-11-26,Hon. Mr. Holland,83,0,-0.825,True,False
2021-12-16#t5839,2021-12-16,Hon. Ms. Dunn,83,0,-0.825,True,False
2022-05-12#t6840,2022-05-12,Mr. G. Arseneault,83,0,-0.825,True,False
2022-06-08#t7800,2022-06-08,Mr. LePage,83,0,-0.825,True,False
2022-06-10#t7973,2022-06-10,Mr. Melanson,83,0,-0.825,True,False
2022-10-05#t8232,2022-10-05,Hon. Mr. G. Savoie,83,0,-0.825,True,False
2022-10-26#t8630,2022-10-26,Mrs. F. Landry,83,0,-0.825,True,False
2022-10-26#t8645,2022-10-26,Mr. LeBlanc,83,0,-0.825,True,False
2022-10-28#t8706,2022-10-28,Ms. Mitton,83,0,-0.825,True,False
2022-11-23#t9662,2022-11-23,Hon. Mr. R. Savoie,83,0,-0.825,True,False
2022-12-06#t10033,2022-12-06,Hon. Mr. G. Savoie,83,0,-0.825,True,False
2022-12-07#t10182,2022-12-07,Mr. Legacy,83,0,-0.825,True,False
2022-12-13#t10516,2022-12-13,Mr. K. Chiasson,83,0,-0.825,True,False
2022-12-13#t10525,2022-12-13,Mr. Speaker,83,0,-0.825,True,False
2022-12-16#t10790,2022-12-16,Mr. C. Chiasson,83,0,-0.825,True,False
2023-05-10#t11639,2023-05-10,Madam Deputy Speaker,83,0,-0.825,True,False
2023-06-09#t12569,2023-06-09,Ms. Holt,83,0,-0.825,True,False
2023-06-15#t12907,2023-06-15,Mr. Cullins,83,0,-0.825,True,False
2023-10-18#t13105,2023-10-18,Ms. Holt,83,0,-0.825,True,False
2023-10-27#t13591,2023-10-27,,83,0,-0.825,True,False
2023-11-29#t14572,2023-11-29,Mr. Coon,83,0,-0.825,True,False
2023-11-30#t14729,2023-11-30,Mr. Gauvin,83,0,-0.825,True,False
2023-12-06#t15013,2023-12-06,Mr. Coon,83,0,-0.825,True,False
2023-12-06#t15070,2023-12-06,Mr. G. Arseneault,83,0,-0.825,True,False
2024-05-17#t16854,2024-05-17,Mr. Coon,83,0,-0.825,True,False
2025-10-24#t148,2025-10-24,Hon. C. Johnson,84,0,-0.835,True,False
2025-11-05#t696,2025-11-05,Mr. M. LeBlanc,84,0,-0.835,True,False
2025-11-21#t1277,2025-11-21,Ms. M. Wilson,84,0,-0.835,True,False
2025-12-05#t1603,2025-12-05,Ms. Bockus,84,0,-0.835,True,False
2026-05-05#t2562,2026-05-05,Hon. Mr. Gauvin,84,0,-0.835,True,False
2020-12-08#t385,2020-12-08,Hon. Mr. Savoie,84,0,-0.835,True,False
2020-12-10#t608,2020-12-10,Mr. D’Amours,84,0,-0.835,True,False
2020-12-16#t934,2020-12-16,Mr. Speaker,84,0,-0.835,True,False
2020-12-17#t1116,2020-12-17,Hon. Ms. Green,84,0,-0.835,True,False
2020-12-17#t1122,2020-12-17,Hon. Ms. Scott-Wallace,84,0,-0.835,True,False
2020-12-17#t1134,2020-12-17,Ms. Thériault,84,0,-0.835,True,False
2021-03-19#t1580,2021-03-19,Hon. Mr. Crossman,84,0,-0.835,True,False
2021-05-19#t2683,2021-05-19,Madam Deputy Speaker,84,0,-0.835,True,False
2021-06-02#t3170,2021-06-02,Mr. Gauvin,84,0,-0.835,True,False
2021-06-08#t3442,2021-06-08,Mr. K. Arseneau,84,0,-0.835,True,False
2021-06-08#t3443,2021-06-08,Hon. Mr. Savoie,84,0,-0.835,True,False
2021-06-09#t3522,2021-06-09,Mr. G. Arseneault,84,0,-0.835,True,False
2021-06-10#t3678,2021-06-10,Mr. Coon,84,0,-0.835,True,False
2021-11-02#t3855,2021-11-02,Ms. Thériault,84,0,-0.835,True,False
2021-11-09#t4283,2021-11-09,Mr. K. Arseneau,84,0,-0.835,True,False
2021-11-10#t4328,2021-11-10,Mr. Cullins,84,0,-0.835,True,False
2021-11-25#t4632,2021-11-25,Mr. Mallet,84,0,-0.835,True,False
2021-12-02#t4955,2021-12-02,Hon. Ms. Dunn,84,0,-0.835,True,False
2021-12-10#t5569,2021-12-10,Mrs. Bockus,84,0,-0.835,True,False
2022-06-03#t7610,2022-06-03,Mr. Mallet,84,0,-0.835,True,False
2022-06-03#t7649,2022-06-03,Mr. D’Amours,84,0,-0.835,True,False
2022-10-26#t8621,2022-10-26,Mr. McKee,84,0,-0.835,True,False
2022-11-01#t8834,2022-11-01,Mr. Bourque,84,0,-0.835,True,False
2022-11-16#t9315,2022-11-16,Mr. G. Arseneault,84,0,-0.835,True,False
2022-12-08#t10264,2022-12-08,Mr. Bourque,84,0,-0.835,True,False
2022-12-13#t10506,2022-12-13,,84,0,-0.835,True,False
2022-12-14#t10603,2022-12-14,Mr. Gauvin,84,0,-0.835,True,False
2023-03-30#t11281,2023-03-30,Mr. Gauvin,84,0,-0.835,True,False
2023-03-30#t11405,2023-03-30,,84,0,-0.835,True,False
2023-03-31#t11422,2023-03-31,,84,0,-0.835,True,False
2023-05-17#t11977,2023-05-17,Hon. Mr. Hogan,84,0,-0.835,True,False
2023-05-18#t12187,2023-05-18,Mr. K. Chiasson,84,0,-0.835,True,False
2023-06-06#t12296,2023-06-06,Mr. Coon,84,0,-0.835,True,False
2023-06-06#t12358,2023-06-06,,84,0,-0.835,True,False
2023-06-16#t12976,2023-06-16,Hon. Mr. Hogan,84,0,-0.835,True,False
2023-10-24#t13295,2023-10-24,Ms. Holt,84,0,-0.835,True,False
2023-11-01#t13746,2023-11-01,Mr. G. Arseneault,84,0,-0.835,True,False
2023-11-22#t14227,2023-11-22,,84,0,-0.835,True,False
2023-12-01#t14779,2023-12-01,Ms. Holt,84,0,-0.835,True,False
2023-12-08#t15251,2023-12-08,Mr. Gauvin,84,0,-0.835,True,False
2023-12-12#t15337,2023-12-12,Hon. Mr. Higgs,84,0,-0.835,True,False
2024-06-05#t17530,2024-06-05,Mr. M. LeBlanc,84,0,-0.835,True,False
2024-06-07#t17747,2024-06-07,Hon. Mr. Hogan,84,0,-0.835,True,False
2025-11-19#t1054,2025-11-19,Mr. Savoie,85,0,-0.844,True,False
2025-12-09#t1698,2025-12-09,Mr. Monahan,85,0,-0.844,True,False
2026-03-20#t2141,2026-03-20,Mr. Savoie,85,0,-0.844,True,False
2026-03-26#t2498,2026-03-26,Mr. Savoie,85,0,-0.844,True,False
2019-05-10#t112,2019-05-10,Mr. Savoie,85,0,-0.844,True,False
2020-11-20#t185,2020-11-20,Mr. Speaker,85,0,-0.844,True,False
2021-02-12#t1348,2021-02-12,Mr. Gauvin,85,0,-0.844,True,False
2021-03-24#t1779,2021-03-24,Hon. Mr. Crossman read the following,85,0,-0.844,True,False
2021-05-11#t2075,2021-05-11,Mr. K. Arseneau,85,0,-0.844,True,False
2021-06-03#t3211,2021-06-03,Mr. Gauvin,85,0,-0.844,True,False
2021-06-09#t3486,2021-06-09,Mr. McKee,85,0,-0.844,True,False
2021-06-09#t3492,2021-06-09,Mr. McKee,85,0,-0.844,True,False
2021-11-04#t4028,2021-11-04,Mr. Mallet,85,0,-0.844,True,False
2021-11-05#t4189,2021-11-05,Mr. Austin,85,0,-0.844,True,False
2021-12-07#t5251,2021-12-07,Hon. Mr. Savoie,85,0,-0.844,True,False
2021-12-15#t5799,2021-12-15,Hon. Mr. Savoie,85,0,-0.844,True,False
2021-12-17#t5928,2021-12-17,Mr. Gauvin,85,0,-0.844,True,False
2022-05-10#t6590,2022-05-10,Mr. Mallet,85,0,-0.844,True,False
2022-10-05#t8260,2022-10-05,Mr. Speaker,85,0,-0.844,True,False
2022-10-26#t8614,2022-10-26,Mr. McKee,85,0,-0.844,True,False
2022-11-02#t8930,2022-11-02,Mr. Guitard,85,0,-0.844,True,False
2022-11-02#t8946,2022-11-02,Hon. Mr. Holder,85,0,-0.844,True,False
2022-12-07#t10194,2022-12-07,Mr. Legacy,85,0,-0.844,True,False
2022-12-08#t10322,2022-12-08,Hon. Mr. G. Savoie,85,0,-0.844,True,False
2023-03-29#t11213,2023-03-29,Mr. Gauvin,85,0,-0.844,True,False
2023-05-11#t11707,2023-05-11,Hon. Mr. Steeves,85,0,-0.844,True,False
2023-06-15#t12927,2023-06-15,Hon. Mr. G. Savoie,85,0,-0.844,True,False
2023-06-16#t13024,2023-06-16,Hon. Mr. G. Savoie,85,0,-0.844,True,False
2023-11-01#t13707,2023-11-01,Ms. Holt,85,0,-0.844,True,False
2023-11-23#t14234,2023-11-23,Mr. McKee,85,0,-0.844,True,False
2023-11-24#t14385,2023-11-24,Mr. G. Arseneault,85,0,-0.844,True,False
2023-11-30#t14663,2023-11-30,Ms. Holt,85,0,-0.844,True,False
2023-11-30#t14687,2023-11-30,Hon. S. Wilson,85,0,-0.844,True,False
2023-12-12#t15343,2023-12-12,Ms. Holt,85,0,-0.844,True,False
2024-05-09#t16440,2024-05-09,Mr. Speaker,85,0,-0.844,True,False
2024-05-16#t16798,2024-05-16,Mr. Losier,85,0,-0.844,True,False
2024-06-06#t17609,2024-06-06,Hon. Mr. Fitch,85,0,-0.844,True,False
SE#qp_question:Diwali celebrations in New B:0,synthetic-2026,SYNTHETIC,85,0,-0.844,True,False
2025-10-30#t523,2025-10-30,Mr. Deputy Speaker,86,0,-0.854,True,False
2025-12-12#t1995,2025-12-12,Madam Speaker,86,0,-0.854,True,False
2026-03-25#t2424,2026-03-25,Mr. Doucet,86,0,-0.854,True,False
2026-03-26#t2493,2026-03-26,Mr. Savoie,86,0,-0.854,True,False
2026-05-14#t3165,2026-05-14,Ms. M. Johnson,86,0,-0.854,True,False
2020-11-20#t270,2020-11-20,Mr. Mallet,86,0,-0.854,True,False
