id,chamber,era,seg_id,date,n_words,band,pangram,version
sbcabc040,AB,ctl,AB2019-10-10#t12w0,2019-10-10,103,short,Human,4.0-web
sbcabc041,AB,ctl,AB2019-07-02#t21w0,2019-07-02,105,short,Human,4.0-web
sbcabc042,AB,ctl,AB2010-04-19#t138w2,2010-04-19,81,short,Human,4.0-web
sbcabc043,AB,ctl,AB2008-05-26#t95w0,2008-05-26,101,short,Human,4.0-web
sbcabc044,AB,ctl,AB2019-06-25#t50w0,2019-06-25,76,short,Human,4.0-web
sbcabc045,AB,ctl,AB2009-04-22#t84w0,2009-04-22,51,short,Human,4.0-web
sbcabc046,AB,ctl,AB2017-05-25#t35w0,2017-05-25,60,short,Human,4.0-web
sbca-p000,CA-FED,prev,CA2026-04-29#t78w0,2026-04-29,78,short,Human,4.0-web
sbca-p001,CA-FED,prev,CA2025-06-06#t112w0,2025-06-06,96,short,Human,4.0-web
sbca-p002,CA-FED,prev,CA2026-04-13#t78w0,2026-04-13,101,short,Human,4.0-web
sbca-p003,CA-FED,prev,CA2026-04-22#t89w0,2026-04-22,97,short,Human,4.0-web
sbca-p004,CA-FED,prev,CA2026-06-04#t283w0,2026-06-04,101,short,Human,4.0-web
sbca-p005,CA-FED,prev,CA2025-12-04#t22w0,2025-12-04,81,short,Human,4.0-web
sbca-p006,CA-FED,prev,CA2025-12-04#t310w0,2025-12-04,119,short,Human,4.0-web
sbca-p007,CA-FED,prev,CA2026-04-20#t33w0,2026-04-20,63,short,Human,4.0-web
sbca-p008,CA-FED,prev,CA2026-02-09#t143w0,2026-02-09,108,short,Human,4.0-web
sbca-p009,CA-FED,prev,CA2025-11-04#t23w0,2025-11-04,97,short,Human,4.0-web
sbca-p010,CA-FED,prev,CA2026-05-25#t285w0,2026-05-25,66,short,Human,4.0-web
sbca-p011,CA-FED,prev,CA2025-10-02#t164w0,2025-10-02,106,short,Human,4.0-web
sbca-p012,CA-FED,prev,CA2026-01-28#t135w0,2026-01-28,57,short,Human,4.0-web
sbca-p013,CA-FED,prev,CA2026-06-02#t158w0,2026-06-02,106,short,Human,4.0-web
sbca-p014,CA-FED,prev,CA2025-06-09#t234w0,2025-06-09,63,short,Human,4.0-web
