seg_id,date,speaker,section,n_words,orig_frac,n_tok,logppl,xppl,score
2025-11-07#t848w0,2025-11-07,Ms. Wilcott,Affordability and housing,132,1.0,162,3.13118,3.34914,0.93492
2025-11-07#t849w0,2025-11-07,Ms. Scott-Wallace,Affordability and housing,166,1.0,230,3.31183,2.8685,1.15455
2025-11-07#t850w0,2025-11-07,Ms. Mitton,Affordability and housing,156,0.987,188,2.78316,3.04137,0.9151
2025-11-07#t852w0,2025-11-07,Hon. Ms. Townsend,Affordability and housing,167,0.988,196,2.81814,3.11043,0.90603
2025-11-07#t853w0,2025-11-07,Mr. Hogan,Affordability and housing,142,1.0,173,3.03525,3.33738,0.90947
2025-11-07#t854w0,2025-11-07,Mr. Russell,Affordability and housing,137,1.0,162,3.22153,3.30782,0.97391
2025-11-07#t855w0,2025-11-07,Mr. Coon,Affordability and housing,160,0.975,187,3.25332,3.20146,1.0162
2025-11-07#t856w0,2025-11-07,Mr. Johnston,Affordability and housing,169,0.852,212,3.52328,3.49806,1.00721
2025-11-07#t857w0,2025-11-07,Mr. Oliver,Affordability and housing,134,1.0,173,3.68827,3.48972,1.0569
2025-11-07#t858w0,2025-11-07,Mr. Arseneault,Affordability and housing,154,0.545,179,2.46865,2.95009,0.83681
2025-11-07#t859w0,2025-11-07,Ms. Scott-Wallace,Affordability and housing,165,1.0,193,3.14867,3.13973,1.00285
2025-11-07#t860w0,2025-11-07,Mr. Mallet,Affordability and housing,136,0.0,161,3.0352,2.97667,1.01966
2025-11-07#t861w0,2025-11-07,Mr. Cullins,Affordability and housing,157,1.0,192,2.63056,2.81099,0.93582
2025-11-07#t862w0,2025-11-07,Ms. Sodhi,Affordability and housing,156,1.0,201,2.84373,3.03604,0.93666
2025-11-07#t863w0,2025-11-07,Ms. S. Wilson,Affordability and housing,142,1.0,178,3.22966,3.36194,0.96065
2025-11-07#t864w0,2025-11-07,Hon. Ms. Holt,Affordability and housing,190,0.568,236,2.99099,3.08485,0.96958
2025-11-07#t865w0,2025-11-07,Hon. Ms. Boudreau,Affordability and housing,260,0.015,326,2.77042,2.98183,0.9291
2025-11-07#t866w0,2025-11-07,Ms. Scott-Wallace,Affordability and housing,102,1.0,120,3.22671,3.26483,0.98833
2025-11-07#t867w0,2025-11-07,Ms. Mitton,Affordability and housing,72,0.458,90,2.99543,3.07449,0.97428
2025-11-07#t868w0,2025-11-07,Mr. Savoie,Affordability and housing,94,0.915,110,3.51421,3.27296,1.07371
2025-11-07#t869w0,2025-11-07,Hon. Ms. Holt,Affordability and housing,156,1.0,191,3.27122,3.23108,1.01242
2025-11-07#t870w0,2025-11-07,Mr. Savoie,Affordability and housing,191,1.0,251,3.10075,3.06767,1.01078
2025-11-07#t871w0,2025-11-07,Hon. Ms. Holt,Affordability and housing,169,0.728,212,3.06695,3.0965,0.99046
2025-11-07#t872w0,2025-11-07,Mr. Savoie,Affordability and housing,189,1.0,249,3.39685,3.11864,1.08921
2025-11-07#t873w0,2025-11-07,Hon. Ms. Holt,Affordability and housing,180,1.0,220,3.08089,3.35856,0.91732
2025-11-07#t874w0,2025-11-07,Mr. Savoie,Affordability and housing,189,1.0,236,3.06082,3.3374,0.91713
2025-11-07#t875w0,2025-11-07,Hon. Mr. Dornan,Affordability and housing,140,1.0,179,3.2001,3.19375,1.00199
2025-11-07#t876w0,2025-11-07,Mr. Savoie,Affordability and housing,191,1.0,237,3.264,3.21708,1.01459
2025-11-07#t877w0,2025-11-07,Hon. Mr. Dornan,Affordability and housing,141,1.0,175,3.332,3.37533,0.98716
2025-11-07#t878w0,2025-11-07,Mr. Hogan,Affordability and housing,125,0.952,155,3.06453,3.1981,0.95824
2025-11-07#t879w0,2025-11-07,Hon. Mr. Dornan,Affordability and housing,154,1.0,178,2.79586,3.3113,0.84434
2025-11-07#t880w0,2025-11-07,Mr. Hogan,Affordability and housing,92,1.0,108,3.31637,3.36008,0.98699
2025-11-07#t881w0,2025-11-07,Hon. Mr. Dornan,Affordability and housing,155,1.0,180,3.33098,3.31814,1.00387
2025-11-07#t882w0,2025-11-07,Mr. Hogan,Affordability and housing,167,1.0,189,3.19378,3.32239,0.96129
2025-11-07#t883w0,2025-11-07,Hon. Mr. Dornan,Affordability and housing,108,1.0,125,3.34748,3.49025,0.95909
2025-11-07#t884w0,2025-11-07,Ms. Scott-Wallace,Affordability and housing,185,1.0,223,3.68644,3.54232,1.04069
2025-11-07#t885w0,2025-11-07,Hon. Mr. Dornan,Affordability and housing,155,1.0,197,3.50412,3.24098,1.08119
2025-11-07#t886w0,2025-11-07,Ms. Scott-Wallace,Affordability and housing,204,1.0,242,3.45188,3.46856,0.99519
2025-11-07#t887w0,2025-11-07,Hon. Mr. Dornan,Affordability and housing,119,1.0,144,3.50137,3.26055,1.07386
2025-11-07#t888w0,2025-11-07,Ms. Scott-Wallace,Affordability and housing,194,1.0,247,3.41988,3.10867,1.10011
2025-11-07#t889w0,2025-11-07,Hon. Mr. Dornan,Affordability and housing,143,1.0,160,3.36021,3.58931,0.93617
2025-11-07#t890w0,2025-11-07,Ms. S. Wilson,Affordability and housing,130,1.0,151,3.09355,2.94862,1.04915
2025-11-07#t891w0,2025-11-07,Hon. Mr. Gauvin,Affordability and housing,117,0.0,138,3.20882,3.45368,0.9291
2025-11-07#t892w0,2025-11-07,Ms. S. Wilson,Affordability and housing,140,1.0,158,3.44246,3.48244,0.98852
2025-11-07#t893w0,2025-11-07,Hon. Ms. Holt,Affordability and housing,184,1.0,209,3.00896,3.35141,0.89782
2025-11-07#t894w0,2025-11-07,Ms. S. Wilson,Affordability and housing,127,1.0,150,3.76755,3.70556,1.01673
2025-11-07#t895w0,2025-11-07,Hon. Ms. Holt,Affordability and housing,149,0.0,182,3.20471,3.09947,1.03395
2025-11-07#t896w0,2025-11-07,Mr. Savoie,Affordability and housing,206,1.0,279,2.26942,2.50758,0.90502
2025-11-07#t897w0,2025-11-07,Hon. Mr. Dornan,Affordability and housing,110,1.0,148,3.14779,3.24006,0.97152
2025-11-07#t898w0,2025-11-07,Mr. Savoie,Affordability and housing,200,1.0,256,3.1774,2.89685,1.09685
2025-11-07#t899w0,2025-11-07,Hon. Ms. Holt,Affordability and housing,171,1.0,212,3.0709,2.9593,1.03771
2025-11-07#t901w0,2025-11-07,Hon. Ms. Holt,Affordability and housing,340,0.665,424,3.18249,3.114,1.02199
2025-11-07#t901w1,2025-11-07,Hon. Ms. Holt,Affordability and housing,165,0.745,195,2.9578,3.05322,0.96875
2025-11-07#t902w0,2025-11-07,Mr. Savoie,Affordability and housing,330,0.912,396,3.46605,3.22631,1.07431
2025-11-07#t902w1,2025-11-07,Mr. Savoie,Affordability and housing,104,1.0,130,3.30945,3.54697,0.93304
2025-11-07#t903w0,2025-11-07,Mr. Coon,Affordability and housing,347,0.937,419,2.78185,2.92703,0.9504
2025-11-07#t903w1,2025-11-07,Mr. Coon,Affordability and housing,92,1.0,113,3.50321,3.38183,1.03589
2025-11-07#t904w0,2025-11-07,Hon. Ms. Holt,Affordability and housing,333,0.435,397,2.3424,2.61401,0.8961
2025-11-07#t905w0,2025-11-07,Mr. Savoie,Affordability and housing,269,0.639,306,3.05564,3.23292,0.94517
2025-11-07#t906w0,2025-11-07,Mr. Coon,Affordability and housing,226,0.518,274,2.87748,3.18096,0.90459
2025-11-07#t907w0,2025-11-07,Hon. Mr. D’Amours,Affordability and housing,250,0.396,300,2.36831,2.39283,0.98975
2025-11-07#t910w0,2025-11-07,Ms. M. Wilson,Affordability and housing,283,1.0,373,3.01673,3.07954,0.9796
2025-11-07#t911w0,2025-11-07,Mr. Coon,Affordability and housing,263,0.951,334,3.02595,2.9187,1.03674
2025-11-07#t912w0,2025-11-07,Hon. Mr. Dornan,Affordability and housing,161,0.714,200,2.20771,2.68177,0.82323
2025-11-07#t913w0,2025-11-07,Mr. Hogan,Affordability and housing,213,1.0,271,3.03641,3.15864,0.9613
2025-11-07#t914w0,2025-11-07,Mr. Coon,Affordability and housing,355,0.854,434,2.93809,2.85412,1.02942
2025-11-07#t914w1,2025-11-07,Mr. Coon,Affordability and housing,337,0.353,434,2.37181,2.42491,0.9781
2025-11-07#t915w0,2025-11-07,Hon. Ms. Holt,Affordability and housing,290,0.776,373,2.49511,2.73847,0.91114
2025-11-07#t915w1,2025-11-07,Hon. Ms. Holt,Affordability and housing,300,0.193,359,2.99986,2.97939,1.00687
2025-11-07#t915w2,2025-11-07,Hon. Ms. Holt,Affordability and housing,80,0.0,95,3.59118,3.70747,0.96864
2025-11-07#t916w0,2025-11-07,Mr. Savoie,Affordability and housing,299,0.137,366,3.02139,2.92694,1.03227
2025-11-07#t916w1,2025-11-07,Mr. Savoie,Affordability and housing,300,1.0,337,2.79966,3.00279,0.93235
2025-11-07#t916w2,2025-11-07,Mr. Savoie,Affordability and housing,224,0.741,276,2.93655,2.87948,1.01982
2025-11-07#t917w0,2025-11-07,Mr. Coon,Affordability and housing,313,0.61,377,3.17347,3.10946,1.02058
2025-11-07#t919w0,2025-11-07,Hon. Ms. Holt,Affordability and housing,158,0.253,206,3.0451,3.18027,0.9575
2025-11-18#t922w0,2025-11-18,Hon. Mr. McKee,Affordability and housing,91,0.615,110,2.44357,2.93366,0.83294
2025-11-18#t925w0,2025-11-18,Ms. M. Wilson,Affordability and housing,59,1.0,78,3.84413,3.10359,1.23861
2025-11-18#t930w0,2025-11-18,Hon. Mr. Finnigan,Affordability and housing,95,0.0,138,3.26626,3.08787,1.05777
2025-11-18#t931w0,2025-11-18,Hon. C. Chiasson,Affordability and housing,341,1.0,448,2.40035,2.53109,0.94835
2025-11-18#t932w0,2025-11-18,Mr. Hogan,Affordability and housing,137,1.0,168,3.33302,3.24537,1.02701
2025-11-18#t933w0,2025-11-18,Ms. Vautour,Affordability and housing,141,0.0,191,3.14352,3.3527,0.93761
2025-11-18#t934w0,2025-11-18,Mr. Savoie,Affordability and housing,152,0.961,176,2.96415,3.00082,0.98778
2025-11-18#t935w0,2025-11-18,Mr. Coon,Affordability and housing,161,1.0,194,2.67145,2.98266,0.89566
2025-11-18#t936w0,2025-11-18,Hon. Ms. Thériault,Affordability and housing,124,0.0,175,3.5224,3.46337,1.01704
2025-11-18#t937w0,2025-11-18,Ms. Conroy,Affordability and housing,179,1.0,233,2.90093,3.21185,0.9032
2025-11-18#t938w0,2025-11-18,Ms. Mitton,Affordability and housing,162,1.0,190,2.63396,2.86557,0.91917
2025-11-18#t939w0,2025-11-18,Hon. Mr. Finnigan,Affordability and housing,130,0.0,169,2.99368,3.09063,0.96863
2025-11-18#t940w0,2025-11-18,Mr. Weir,Affordability and housing,164,1.0,212,2.59712,2.73423,0.94985
2025-11-18#t941w0,2025-11-18,Ms. M. Wilson,Affordability and housing,146,1.0,192,3.13617,3.37272,0.92987
2025-11-18#t942w0,2025-11-18,Mr. Coon,Affordability and housing,165,1.0,215,3.81091,3.58084,1.06425
2025-11-18#t943w0,2025-11-18,Mr. M. LeBlanc,Affordability and housing,143,1.0,170,3.01736,3.21315,0.93907
2025-11-18#t944w0,2025-11-18,Ms. Bockus,Affordability and housing,142,1.0,186,2.99589,3.17824,0.94263
2025-11-18#t945w0,2025-11-18,Mr. Johnston,Affordability and housing,177,1.0,247,4.15234,3.89604,1.06578
2025-11-18#t946w0,2025-11-18,Mr. Ames,Affordability and housing,151,1.0,193,3.53944,3.12593,1.13228
2025-11-18#t947w0,2025-11-18,Mr. Bourque,Affordability and housing,181,0.0,224,3.33746,3.19227,1.04548
2025-11-18#t948w0,2025-11-18,Ms. M. Johnson,Affordability and housing,144,1.0,172,3.28925,3.13742,1.04839
2025-11-18#t949w0,2025-11-18,Mr. Doucet,Affordability and housing,125,0.0,148,3.14574,3.25496,0.96645
2025-11-18#t950w0,2025-11-18,Mr. Monahan,Affordability and housing,219,1.0,275,3.17875,3.45192,0.92086
2025-11-18#t951w0,2025-11-18,Hon. Ms. Holt,Affordability and housing,148,1.0,172,2.75224,3.10872,0.88533
2025-11-18#t953w0,2025-11-18,Hon. Ms. Holt,Affordability and housing,138,1.0,166,3.47673,3.22665,1.07751
2025-11-18#t954w0,2025-11-18,Mr. Savoie,Affordability and housing,50,1.0,66,4.26089,3.63613,1.17182
2025-11-18#t955w0,2025-11-18,Hon. Ms. Holt,Affordability and housing,118,1.0,131,3.59345,3.33368,1.07792
2025-11-18#t956w0,2025-11-18,Mr. Savoie,Affordability and housing,189,1.0,229,3.39257,3.34024,1.01567
2025-11-18#t957w0,2025-11-18,Hon. Ms. Holt,Affordability and housing,132,0.045,155,3.34764,3.34309,1.00136
2025-11-18#t958w0,2025-11-18,Mr. Savoie,Affordability and housing,135,1.0,165,3.12102,3.19682,0.97629
2025-11-18#t959w0,2025-11-18,Hon. Ms. Holt,Affordability and housing,189,1.0,237,3.44516,3.30292,1.04306
2025-11-18#t960w0,2025-11-18,Mr. Savoie,Affordability and housing,178,1.0,225,3.22945,3.19376,1.01117
2025-11-18#t961w0,2025-11-18,Hon. Ms. Holt,Affordability and housing,198,1.0,252,2.85141,2.78966,1.02213
2025-11-18#t962w0,2025-11-18,Mr. Savoie,Affordability and housing,159,1.0,211,3.34161,2.97482,1.1233
2025-11-18#t963w0,2025-11-18,Hon. Ms. Holt,Affordability and housing,203,1.0,242,3.02677,3.05703,0.9901
2025-11-18#t964w0,2025-11-18,Mr. Savoie,Affordability and housing,165,1.0,196,3.17755,3.16448,1.00413
2025-11-18#t965w0,2025-11-18,Hon. Ms. Holt,Affordability and housing,195,1.0,270,2.92464,2.98594,0.97947
2025-11-18#t966w0,2025-11-18,Mr. Savoie,Affordability and housing,188,1.0,222,3.28515,3.29714,0.99636
2025-11-18#t967w0,2025-11-18,Hon. Ms. Holt,Affordability and housing,159,0.0,185,3.08884,3.37396,0.91549
2025-11-18#t968w0,2025-11-18,Mr. Savoie,Affordability and housing,83,1.0,102,3.74524,3.67442,1.01927
2025-11-18#t969w0,2025-11-18,Hon. Ms. Holt,Affordability and housing,177,1.0,210,3.25108,3.30448,0.98384
2025-11-18#t970w0,2025-11-18,Mr. Savoie,Affordability and housing,121,1.0,144,3.17706,3.26788,0.97221
2025-11-18#t971w0,2025-11-18,Hon. Mr. Hickey,Affordability and housing,203,1.0,228,3.13934,3.29743,0.95206
2025-11-18#t972w0,2025-11-18,Mr. Savoie,Affordability and housing,102,1.0,120,3.60648,3.5131,1.02658
2025-11-18#t973w0,2025-11-18,Hon. Mr. Hickey,Affordability and housing,180,1.0,208,3.27237,3.51618,0.93066
2025-11-18#t974w0,2025-11-18,Mr. Savoie,Affordability and housing,153,1.0,197,3.27111,3.1176,1.04924
2025-11-18#t975w0,2025-11-18,Hon. Ms. Holt,Affordability and housing,193,1.0,241,2.86103,2.8689,0.99726
2025-11-18#t976w0,2025-11-18,Ms. Mitton,Affordability and housing,135,1.0,165,3.48554,3.72153,0.93659
2025-11-18#t977w0,2025-11-18,Hon. Mr. Dornan,Affordability and housing,146,1.0,171,2.87113,3.28154,0.87493
2025-11-18#t978w0,2025-11-18,Ms. Mitton,Affordability and housing,141,0.106,167,3.32455,3.3967,0.97876
2025-11-18#t979w0,2025-11-18,Hon. Ms. Boudreau,Affordability and housing,178,0.197,215,2.71768,3.14198,0.86496
2025-11-18#t980w0,2025-11-18,Mr. Savoie,Affordability and housing,194,1.0,241,3.28079,3.18988,1.0285
2025-11-18#t981w0,2025-11-18,Hon. Mr. Dornan,Affordability and housing,128,1.0,162,3.56599,3.28364,1.08599
2025-11-18#t982w0,2025-11-18,Mr. Savoie,Affordability and housing,192,1.0,232,3.31444,3.00654,1.10241
2025-11-18#t983w0,2025-11-18,Hon. Ms. Holt,Affordability and housing,192,1.0,234,3.02399,3.13325,0.96513
2025-11-18#t990w0,2025-11-18,Ms. M. Wilson,Affordability and housing,324,1.0,393,3.21036,2.91352,1.10188
2025-11-18#t990w1,2025-11-18,Ms. M. Wilson,Affordability and housing,135,1.0,170,3.0671,3.30864,0.927
2025-11-18#t992w0,2025-11-18,Hon. Ms. Miles,Affordability and housing,166,0.729,200,3.04964,3.03599,1.0045
2025-11-18#t993w0,2025-11-18,Ms. M. Johnson,Affordability and housing,192,1.0,219,3.03852,2.9975,1.01368
2025-11-18#t994w0,2025-11-18,Mr. Coon,Affordability and housing,174,1.0,215,3.48944,3.39363,1.02823
2025-11-18#t995w0,2025-11-18,Hon. Mr. McKee,Affordability and housing,244,0.623,290,2.70404,2.80932,0.96253
2025-11-18#t996w0,2025-11-18,Mr. Weir,Affordability and housing,284,1.0,346,3.07667,3.12445,0.98471
2025-11-18#t997w0,2025-11-18,Mr. Coon,Affordability and housing,173,1.0,218,3.24908,3.2415,1.00234
2025-11-18#t998w0,2025-11-18,Hon. Mr. Dornan,Affordability and housing,239,0.849,295,2.73747,3.03826,0.901
2025-11-18#t999w0,2025-11-18,Mr. Hogan,Affordability and housing,243,0.72,280,3.23758,3.15804,1.02519
2025-11-18#t1000w0,2025-11-18,Mr. Coon,Affordability and housing,359,0.858,457,3.16998,3.10471,1.02102
2025-11-18#t1001w0,2025-11-18,Mr. M. LeBlanc,Affordability and housing,62,1.0,94,2.57697,2.37441,1.08531
2025-11-18#t1002w0,2025-11-18,Mr. Coon,Affordability and housing,353,1.0,401,3.1124,2.98759,1.04177
2025-11-18#t1003w0,2025-11-18,Mr. Hogan,Affordability and housing,357,1.0,419,2.98817,3.04374,0.98174
2025-11-18#t1003w1,2025-11-18,Mr. Hogan,Affordability and housing,149,1.0,186,3.03102,3.16187,0.95862
2025-11-18#t1004w0,2025-11-18,,Affordability and housing,342,1.0,428,2.95448,2.97826,0.99202
2025-11-18#t1004w1,2025-11-18,,Affordability and housing,348,1.0,420,2.99353,2.97631,1.00578
2025-11-18#t1004w2,2025-11-18,,Affordability and housing,168,0.893,207,3.33508,3.1178,1.06969
2025-11-18#t1008w0,2025-11-18,Mr. Cullins,Affordability and housing,154,1.0,185,2.68882,3.04339,0.88349
2025-11-18#t1010w0,2025-11-18,Mr. M. LeBlanc,Affordability and housing,54,1.0,66,3.72723,3.37748,1.10355
2025-11-18#t1012w0,2025-11-18,Mr. Cullins,Affordability and housing,359,0.758,446,2.71858,2.66793,1.01898
2025-11-18#t1012w1,2025-11-18,Mr. Cullins,Affordability and housing,348,0.408,432,3.05596,2.94323,1.0383
2025-11-18#t1012w2,2025-11-18,Mr. Cullins,Affordability and housing,136,0.831,166,2.78679,3.03924,0.91694
2025-11-18#t1014w0,2025-11-18,Mr. Austin,Affordability and housing,326,1.0,381,3.17344,3.23811,0.98003
2025-11-18#t1014w1,2025-11-18,Mr. Austin,Affordability and housing,322,1.0,369,3.21648,3.22134,0.99849
2025-11-18#t1014w2,2025-11-18,Mr. Austin,Affordability and housing,198,1.0,241,2.99266,3.1119,0.96168
2025-11-18#t1015w0,2025-11-18,,Affordability and housing,356,0.593,440,2.56524,2.58939,0.99067
2025-11-18#t1015w1,2025-11-18,,Affordability and housing,213,0.793,244,2.68628,3.0576,0.87856
2025-11-18#t1016w0,2025-11-18,Madam Speaker,Affordability and housing,82,1.0,108,3.73386,3.28797,1.13561
2025-11-18#t1017w0,2025-11-18,Mr. Ames,Affordability and housing,345,1.0,421,2.89884,3.05758,0.94808
2025-11-18#t1017w1,2025-11-18,Mr. Ames,Affordability and housing,348,0.402,432,2.88199,2.99429,0.96249
2025-11-18#t1017w2,2025-11-18,Mr. Ames,Affordability and housing,344,0.224,393,2.67209,2.68927,0.99361
2025-11-18#t1017w3,2025-11-18,Mr. Ames,Affordability and housing,211,0.166,254,2.58399,2.85578,0.90483
2025-11-18#t1018w0,2025-11-18,Mr. Ames,Affordability and housing,339,1.0,410,2.66383,2.66474,0.99966
2025-11-18#t1018w1,2025-11-18,Mr. Ames,Affordability and housing,72,1.0,87,3.64656,3.5483,1.02769
2025-11-18#t1019w0,2025-11-18,Mr. Coon,Affordability and housing,348,1.0,479,2.68835,2.75416,0.97611
2025-11-18#t1019w1,2025-11-18,Mr. Coon,Affordability and housing,275,1.0,364,3.31447,3.20885,1.03291
2025-11-18#t1019w2,2025-11-18,Mr. Coon,Affordability and housing,328,1.0,399,3.45007,3.28346,1.05074
2025-11-18#t1019w3,2025-11-18,Mr. Coon,Affordability and housing,284,1.0,353,3.55224,3.58206,0.99167
2025-11-18#t1019w4,2025-11-18,Mr. Coon,Affordability and housing,167,1.0,202,3.0569,3.29195,0.9286
2025-11-18#t1020w0,2025-11-18,Mr. Austin,Affordability and housing,280,1.0,335,2.89838,2.93129,0.98877
2025-11-18#t1020w1,2025-11-18,Mr. Austin,Affordability and housing,319,1.0,379,3.15813,3.17886,0.99348
2025-11-18#t1020w2,2025-11-18,Mr. Austin,Affordability and housing,321,1.0,373,3.08454,3.1811,0.96964
2025-11-18#t1020w3,2025-11-18,Mr. Austin,Affordability and housing,295,1.0,349,3.08171,3.23085,0.95384
2025-11-18#t1020w4,2025-11-18,Mr. Austin,Affordability and housing,271,1.0,324,2.96713,3.16828,0.93651
2025-11-18#t1020w5,2025-11-18,Mr. Austin,Affordability and housing,324,0.914,395,3.09256,2.99754,1.0317
2025-11-19#t1023w0,2025-11-19,Hon. Ms. Boudreau,Affordability and housing,171,0.0,226,3.06197,3.10194,0.98711
2025-11-19#t1024w0,2025-11-19,Mr. Russell,Affordability and housing,140,1.0,181,2.94088,3.06994,0.95796
2025-11-19#t1025w0,2025-11-19,Mr. Bourque,Affordability and housing,130,0.0,169,3.17535,3.22123,0.98576
2025-11-19#t1026w0,2025-11-19,Ms. M. Johnson,Affordability and housing,327,1.0,404,2.88675,2.81702,1.02475
2025-11-19#t1027w0,2025-11-19,Hon. Ms. Holt,Affordability and housing,198,1.0,257,2.85385,2.75727,1.03503
2025-11-19#t1028w0,2025-11-19,Ms. Bockus,Affordability and housing,151,1.0,187,3.33212,3.39436,0.98166
2025-11-19#t1029w0,2025-11-19,Mr. Coon,Affordability and housing,144,1.0,194,2.70227,3.09249,0.87382
2025-11-19#t1030w0,2025-11-19,Mr. Johnston,Affordability and housing,136,0.971,194,3.42676,2.99428,1.14444
2025-11-19#t1031w0,2025-11-19,Mr. Oliver,Affordability and housing,146,1.0,192,2.85305,2.95349,0.96599
2025-11-19#t1032w0,2025-11-19,Ms. Mitton,Affordability and housing,162,1.0,206,2.51614,2.59026,0.97139
2025-11-19#t1033w0,2025-11-19,Mr. Weir,Affordability and housing,153,1.0,185,3.36854,3.32555,1.01293
2025-11-19#t1034w0,2025-11-19,Ms. Mitton,Affordability and housing,168,1.0,203,2.88773,3.09017,0.93449
2025-11-19#t1035w0,2025-11-19,Mr. J. LeBlanc,Affordability and housing,105,1.0,134,2.83401,3.16851,0.89443
2025-11-19#t1036w0,2025-11-19,Ms. Conroy,Affordability and housing,153,1.0,209,2.81942,2.81176,1.00272
2025-11-19#t1037w0,2025-11-19,Ms. Vautour,Affordability and housing,147,0.0,182,2.92326,3.28679,0.88939
2025-11-19#t1038w0,2025-11-19,Mr. Hogan,Affordability and housing,148,1.0,186,3.58151,3.69157,0.97019
2025-11-19#t1039w0,2025-11-19,Mr. Robichaud,Affordability and housing,168,0.202,221,3.05861,3.01475,1.01455
2025-11-19#t1040w0,2025-11-19,Mr. Lee,Affordability and housing,157,1.0,193,3.33545,3.40177,0.9805
2025-11-19#t1041w0,2025-11-19,Ms. Wilcott,Affordability and housing,83,0.602,104,3.07313,3.08681,0.99557
2025-11-19#t1042w0,2025-11-19,Mr. Austin,Affordability and housing,184,1.0,225,3.51409,3.25203,1.08058
2025-11-19#t1043w0,2025-11-19,Mr. Savoie,Affordability and housing,110,1.0,130,2.92896,3.3226,0.88152
2025-11-19#t1044w0,2025-11-19,Hon. Ms. Holt,Affordability and housing,154,0.0,192,3.10759,3.02405,1.02762
2025-11-19#t1046w0,2025-11-19,Hon. Mr. McKee,Affordability and housing,156,1.0,199,3.29187,3.04803,1.08
2025-11-19#t1048w0,2025-11-19,Hon. Mr. McKee,Affordability and housing,67,1.0,90,3.0205,3.01559,1.00163
2025-11-19#t1049w0,2025-11-19,Hon. Mr. McKee,Affordability and housing,93,1.0,110,3.70284,3.41112,1.08552
2025-11-19#t1050w0,2025-11-19,Mr. Savoie,Affordability and housing,168,1.0,230,2.44951,2.64209,0.92711
2025-11-19#t1051w0,2025-11-19,Hon. Mr. Dornan,Affordability and housing,178,1.0,225,3.18071,3.1915,0.99662
2025-11-19#t1052w0,2025-11-19,Mr. Savoie,Affordability and housing,114,1.0,139,3.09287,3.23379,0.95642
2025-11-19#t1053w0,2025-11-19,Hon. Mr. Dornan,Affordability and housing,187,1.0,221,2.88193,3.03391,0.9499
2025-11-19#t1054w0,2025-11-19,Mr. Savoie,Affordability and housing,85,1.0,100,2.88135,2.98899,0.96399
2025-11-19#t1055w0,2025-11-19,Hon. Mr. Dornan,Affordability and housing,148,1.0,178,3.27566,3.29648,0.99368
2025-11-19#t1056w0,2025-11-19,Mr. Savoie,Affordability and housing,72,1.0,92,3.18657,3.43466,0.92777
2025-11-19#t1057w0,2025-11-19,Hon. Mr. Dornan,Affordability and housing,115,1.0,133,3.34875,3.21714,1.04091
2025-11-19#t1058w0,2025-11-19,Mr. Austin,Affordability and housing,185,1.0,223,3.12018,3.14934,0.99074
2025-11-19#t1059w0,2025-11-19,Hon. Mr. Herron,Affordability and housing,104,1.0,121,3.54806,3.19511,1.11047
2025-11-19#t1060w0,2025-11-19,Mr. Austin,Affordability and housing,183,1.0,237,2.98317,2.95253,1.01038
2025-11-19#t1061w0,2025-11-19,Hon. Mr. Herron,Affordability and housing,111,1.0,143,2.69154,2.9554,0.91072
2025-11-19#t1062w0,2025-11-19,Mr. Austin,Affordability and housing,183,1.0,221,3.46028,3.21544,1.07615
2025-11-19#t1063w0,2025-11-19,Hon. Mr. Herron,Affordability and housing,174,1.0,209,3.35765,3.36558,0.99764
2025-11-19#t1064w0,2025-11-19,Mr. Monahan,Affordability and housing,155,1.0,195,3.18158,3.23098,0.98471
2025-11-19#t1065w0,2025-11-19,Hon. Mr. McKee,Affordability and housing,151,1.0,191,2.92176,3.01164,0.97015
2025-11-19#t1066w0,2025-11-19,M. Monahan,Affordability and housing,149,0.0,181,3.14601,3.19459,0.98479
2025-11-19#t1067w0,2025-11-19,Hon. Mr. McKee,Affordability and housing,138,0.0,167,3.41903,3.32842,1.02723
2025-11-19#t1068w0,2025-11-19,Mr. Monahan,Affordability and housing,152,1.0,192,3.54867,3.5494,0.99979
2025-11-19#t1069w0,2025-11-19,Hon. Mr. McKee,Affordability and housing,151,1.0,180,3.5539,3.59611,0.98826
2025-11-19#t1070w0,2025-11-19,Mr. Coon,Affordability and housing,150,1.0,184,3.27523,3.20699,1.02128
2025-11-19#t1071w0,2025-11-19,Hon. K. Chiasson,Affordability and housing,107,1.0,133,3.28812,3.58418,0.9174
2025-11-19#t1072w0,2025-11-19,Mr. Coon,Affordability and housing,127,1.0,166,3.09917,2.79704,1.10802
2025-11-19#t1073w0,2025-11-19,Hon. K. Chiasson,Affordability and housing,101,1.0,126,3.21877,2.9889,1.07691
2025-11-19#t1074w0,2025-11-19,Mr. Coon,Affordability and housing,124,0.137,146,3.04323,3.14509,0.96761
2025-11-19#t1075w0,2025-11-19,Hon. K. Chiasson,Affordability and housing,141,0.972,172,3.15659,2.98534,1.05737
2025-11-19#t1076w0,2025-11-19,Mr. Savoie,Affordability and housing,153,1.0,197,3.3584,3.25789,1.03085
2025-11-19#t1077w0,2025-11-19,Hon. Ms. Holt,Affordability and housing,74,0.527,94,3.61893,3.27833,1.10389
2025-11-19#t1079w0,2025-11-19,Hon. Ms. Holt,Affordability and housing,94,1.0,111,3.47444,3.48626,0.99661
2025-11-19#t1081w0,2025-11-19,Mr. J. LeBlanc,Affordability and housing,104,0.0,135,3.77309,3.39287,1.11206
