seg_id,date,speaker,n_words,orig_frac,p_ai
2025-10-21#t0w0,2025-10-21,,78,1.0,0.291088
2025-10-21#t2w0,2025-10-21,Her Honour,358,0.712,0.265433
2025-10-21#t2w1,2025-10-21,Her Honour,316,0.275,0.112821
2025-10-21#t2w2,2025-10-21,Her Honour,329,0.787,0.092514
2025-10-21#t2w3,2025-10-21,Her Honour,350,0.537,0.996942
2025-10-21#t2w4,2025-10-21,Her Honour,355,0.487,0.998249
2025-10-21#t2w5,2025-10-21,Her Honour,334,0.449,0.960105
2025-10-21#t2w6,2025-10-21,Her Honour,358,0.617,0.938611
2025-10-21#t3w0,2025-10-21,,267,0.479,0.958796
2025-10-21#t4w0,2025-10-21,,354,0.582,0.323202
2025-10-21#t4w1,2025-10-21,,300,0.753,0.256469
2025-10-21#t4w2,2025-10-21,,339,0.425,0.017147
2025-10-21#t4w3,2025-10-21,,349,0.504,0.960439
2025-10-21#t4w4,2025-10-21,,337,0.457,0.008334
2025-10-21#t4w5,2025-10-21,,287,0.53,0.282856
2025-10-21#t4w6,2025-10-21,,357,0.476,0.356635
2025-10-21#t4w7,2025-10-21,,342,0.48,0.017223
2025-10-21#t4w8,2025-10-21,,315,0.511,0.998976
2025-10-21#t4w9,2025-10-21,,338,0.595,0.99279
2025-10-21#t4w10,2025-10-21,,330,0.512,0.040726
2025-10-21#t4w11,2025-10-21,,151,0.219,0.008279
2025-10-21#t5w0,2025-10-21,Madam Speaker,315,0.238,0.005037
2025-10-21#t5w1,2025-10-21,Madam Speaker,256,0.164,0.000403
2025-10-21#t5w2,2025-10-21,Madam Speaker,333,0.066,0.000282
2025-10-21#t5w3,2025-10-21,Madam Speaker,326,0.313,0.993908
2025-10-21#t5w4,2025-10-21,Madam Speaker,350,0.0,0.221269
2025-10-21#t5w5,2025-10-21,Madam Speaker,341,0.22,0.964354
2025-10-21#t5w6,2025-10-21,Madam Speaker,264,0.125,0.326145
2025-10-21#t6w0,2025-10-21,"Ms. Vautour, as seconder, spoke as follows",299,0.217,0.371692
2025-10-21#t6w1,2025-10-21,"Ms. Vautour, as seconder, spoke as follows",329,0.231,0.953684
2025-10-21#t6w2,2025-10-21,"Ms. Vautour, as seconder, spoke as follows",321,0.0,0.286916
2025-10-21#t6w3,2025-10-21,"Ms. Vautour, as seconder, spoke as follows",335,0.352,0.965333
2025-10-21#t6w4,2025-10-21,"Ms. Vautour, as seconder, spoke as follows",272,0.044,0.062503
2025-10-21#t6w5,2025-10-21,"Ms. Vautour, as seconder, spoke as follows",284,0.056,0.057075
2025-10-21#t6w6,2025-10-21,"Ms. Vautour, as seconder, spoke as follows",145,0.324,0.314754
2025-10-21#t7w0,2025-10-21,,61,0.574,0.166474
2025-10-22#t8w0,2025-10-22,Hon. Ms. Thériault,178,0.0,0.269281
2025-10-22#t9w0,2025-10-22,Hon. Mr. Gauvin,212,0.0,0.202432
2025-10-22#t10w0,2025-10-22,Ms. Bockus,275,1.0,0.940162
2025-10-22#t11w0,2025-10-22,Mr. Coon,184,0.978,0.990199
2025-10-22#t12w0,2025-10-22,Mr. Doucet,153,0.0,0.288049
2025-10-22#t13w0,2025-10-22,Mr. Savoie,183,0.951,0.014254
2025-10-22#t14w0,2025-10-22,Ms. Mitton,132,1.0,0.956945
2025-10-22#t15w0,2025-10-22,Hon. Ms. Thériault,184,0.0,0.109867
2025-10-22#t16w0,2025-10-22,Mr. Savoie,131,1.0,0.267636
2025-10-22#t17w0,2025-10-22,Mr. Johnston,219,0.932,0.023496
2025-10-22#t18w0,2025-10-22,Mr. Russell,144,1.0,0.988916
2025-10-22#t19w0,2025-10-22,Mr. Coon,166,0.976,0.233869
2025-10-22#t20w0,2025-10-22,Ms. Sodhi,164,1.0,0.333658
2025-10-22#t21w0,2025-10-22,Mr. Oliver,135,0.97,0.02135
2025-10-22#t22w0,2025-10-22,Mr. Arseneault,146,0.596,0.621746
2025-10-22#t23w0,2025-10-22,Ms. Scott-Wallace,129,1.0,0.007636
2025-10-22#t24w0,2025-10-22,Mr. Doucet,99,0.0,0.02808
2025-10-22#t25w0,2025-10-22,Mr. Cullins,143,1.0,0.009991
2025-10-22#t26w0,2025-10-22,Mr. Mallet,120,0.0,0.118736
2025-10-22#t27w0,2025-10-22,Ms. S. Wilson,140,1.0,0.001194
2025-10-22#t28w0,2025-10-22,Mr. M. LeBlanc,56,1.0,0.0063
2025-10-22#t32w0,2025-10-22,Mr. Savoie,162,1.0,0.027904
2025-10-22#t33w0,2025-10-22,Hon. Ms. Holt,180,0.0,0.976458
2025-10-22#t34w0,2025-10-22,Mr. Savoie,192,1.0,0.994568
2025-10-22#t35w0,2025-10-22,Hon. Ms. Holt,188,0.968,0.016779
2025-10-22#t36w0,2025-10-22,Mr. Savoie,182,1.0,0.002996
2025-10-22#t37w0,2025-10-22,Hon. Ms. Holt,214,1.0,0.02932
2025-10-22#t38w0,2025-10-22,Mr. Savoie,186,1.0,0.014231
2025-10-22#t39w0,2025-10-22,Hon. Ms. Holt,192,0.719,0.282173
2025-10-22#t40w0,2025-10-22,Mr. Savoie,104,1.0,0.00904
2025-10-22#t41w0,2025-10-22,Hon. Ms. Holt,174,0.0,0.984106
2025-10-22#t42w0,2025-10-22,Mr. Savoie,160,1.0,0.996648
2025-10-22#t43w0,2025-10-22,Hon. Ms. Holt,176,1.0,0.997691
2025-10-22#t44w0,2025-10-22,Mr. Savoie,159,1.0,0.254887
2025-10-22#t45w0,2025-10-22,Hon. Ms. Holt,185,1.0,0.125757
2025-10-22#t46w0,2025-10-22,Mr. Savoie,108,1.0,0.20442
2025-10-22#t47w0,2025-10-22,Hon. C. Johnson,102,1.0,0.179734
2025-10-22#t48w0,2025-10-22,Mr. Savoie,169,1.0,0.126351
2025-10-22#t49w0,2025-10-22,Hon. C. Johnson,108,1.0,0.114803
2025-10-22#t50w0,2025-10-22,Mr. Savoie,136,1.0,0.958486
2025-10-22#t51w0,2025-10-22,L’hon. C. Johnson,135,0.0,0.998283
2025-10-22#t52w0,2025-10-22,Mr. Savoie,148,1.0,0.037419
2025-10-22#t53w0,2025-10-22,Hon. C. Johnson,143,1.0,0.004322
2025-10-22#t54w0,2025-10-22,Mr. Savoie,184,1.0,0.09428
2025-10-22#t55w0,2025-10-22,Hon. Ms. Holt,214,1.0,0.018054
2025-10-22#t56w0,2025-10-22,Mr. Savoie,174,1.0,0.165209
2025-10-22#t57w0,2025-10-22,Hon. C. Johnson,137,0.0,0.092101
2025-10-22#t58w0,2025-10-22,Mr. Savoie,102,1.0,0.957893
2025-10-22#t59w0,2025-10-22,Hon. C. Johnson,155,1.0,0.300487
2025-10-22#t60w0,2025-10-22,Mr. Coon,165,1.0,0.001599
2025-10-22#t61w0,2025-10-22,Hon. Mr. Dornan,111,1.0,0.055316
2025-10-22#t62w0,2025-10-22,Mr. Coon,127,0.0,0.27466
2025-10-22#t63w0,2025-10-22,Hon. Mr. Dornan,140,1.0,0.010967
2025-10-22#t64w0,2025-10-22,Ms. Mitton,141,1.0,0.038601
2025-10-22#t65w0,2025-10-22,Hon. Mr. Legacy,150,0.0,0.19717
2025-10-22#t66w0,2025-10-22,Ms. Mitton,163,1.0,0.030062
2025-10-22#t67w0,2025-10-22,Hon. Mr. Legacy,138,0.0,0.016211
2025-10-22#t68w0,2025-10-22,Mr. Savoie,76,1.0,0.010733
2025-10-22#t69w0,2025-10-22,Hon. C. Johnson,151,0.0,0.003832
2025-10-22#t70w0,2025-10-22,Mr. Savoie,117,1.0,0.002926
2025-10-22#t71w0,2025-10-22,Hon. C. Johnson,98,1.0,0.0068
2025-10-22#t72w0,2025-10-22,Mr. Savoie,124,1.0,0.022396
2025-10-22#t73w0,2025-10-22,Hon. C. Johnson,119,1.0,0.978711
2025-10-22#t74w0,2025-10-22,Mr. Savoie,145,1.0,0.889839
2025-10-22#t75w0,2025-10-22,Hon. Ms. Holt,195,0.769,0.682524
2025-10-22#t78w0,2025-10-22,Mr. Johnston,109,0.881,0.010684
2025-10-22#t80w0,2025-10-22,Hon. Mr. Dornan,231,0.701,0.997763
2025-10-22#t81w0,2025-10-22,Mr. Savoie,291,1.0,0.038732
2025-10-22#t81w1,2025-10-22,Mr. Savoie,87,1.0,0.002418
2025-10-22#t82w0,2025-10-22,M. Coon,293,0.986,0.028919
2025-10-22#t83w0,2025-10-22,Hon. C. Johnson,141,0.39,0.132474
2025-10-22#t84w0,2025-10-22,Mr. Lee,163,1.0,0.016397
2025-10-22#t85w0,2025-10-22,Ms. Mitton,188,0.782,0.180869
2025-10-22#t86w0,2025-10-22,Hon. Mr. Randall,252,0.984,0.304893
2025-10-22#t87w0,2025-10-22,Ms. M. Wilson,191,1.0,0.005535
2025-10-22#t88w0,2025-10-22,Ms. Mitton,343,0.825,0.060496
2025-10-22#t89w0,2025-10-22,Ms. Scott-Wallace,207,1.0,0.956149
2025-10-22#t90w0,2025-10-22,Ms. Mitton,187,0.663,0.01965
2025-10-22#t91w0,2025-10-22,Hon. Mr. LePage,237,0.401,0.219543
2025-10-22#t92w0,2025-10-22,Ms. S. Wilson,200,1.0,0.000257
2025-10-22#t93w0,2025-10-22,Ms. Mitton,250,0.984,0.30241
2025-10-22#t94w0,2025-10-22,Hon. Mr. Hickey,281,0.829,0.565376
2025-10-22#t95w0,2025-10-22,Ms. Conroy,253,1.0,0.002216
2025-10-22#t97w0,2025-10-22,Mr. Coon,298,0.987,0.108257
2025-10-22#t98w0,2025-10-22,Ms. Mitton,290,0.931,0.01615
2025-10-22#t100w0,2025-10-22,Madam Speaker,186,0.86,0.012385
2025-10-22#t101w0,2025-10-22,Hon. Mr. Legacy,284,0.782,0.001761
2025-10-22#t101w1,2025-10-22,Hon. Mr. Legacy,345,0.988,0.000755
2025-10-22#t101w2,2025-10-22,Hon. Mr. Legacy,326,1.0,0.000255
2025-10-22#t101w3,2025-10-22,Hon. Mr. Legacy,359,0.708,0.000276
2025-10-22#t101w4,2025-10-22,Hon. Mr. Legacy,315,1.0,0.000376
2025-10-22#t101w5,2025-10-22,Hon. Mr. Legacy,348,1.0,0.00054
2025-10-22#t101w6,2025-10-22,Hon. Mr. Legacy,333,1.0,0.000271
2025-10-22#t101w7,2025-10-22,Hon. Mr. Legacy,346,1.0,0.000274
2025-10-22#t101w8,2025-10-22,Hon. Mr. Legacy,357,1.0,0.000322
2025-10-22#t102w0,2025-10-22,Mr. M. LeBlanc,283,0.636,0.000332
2025-10-22#t102w1,2025-10-22,Mr. M. LeBlanc,343,1.0,0.315134
2025-10-22#t102w2,2025-10-22,Mr. M. LeBlanc,322,0.311,0.085476
2025-10-22#t102w3,2025-10-22,Mr. M. LeBlanc,335,0.531,0.340037
2025-10-22#t102w4,2025-10-22,Mr. M. LeBlanc,264,1.0,0.000658
2025-10-22#t102w5,2025-10-22,Mr. M. LeBlanc,357,0.734,0.000269
2025-10-22#t102w6,2025-10-22,Mr. M. LeBlanc,348,1.0,0.000424
2025-10-22#t102w7,2025-10-22,Mr. M. LeBlanc,348,1.0,0.000634
2025-10-22#t102w8,2025-10-22,Mr. M. LeBlanc,360,0.339,0.001639
2025-10-22#t102w9,2025-10-22,Mr. M. LeBlanc,326,0.54,0.019716
2025-10-22#t102w10,2025-10-22,Mr. M. LeBlanc,348,0.546,0.001574
2025-10-22#t102w11,2025-10-22,Mr. M. LeBlanc,333,0.859,0.001148
2025-10-22#t102w12,2025-10-22,Mr. M. LeBlanc,324,0.0,0.988032
2025-10-22#t102w13,2025-10-22,Mr. M. LeBlanc,259,1.0,0.334266
2025-10-22#t102w14,2025-10-22,Mr. M. LeBlanc,355,0.645,0.124342
2025-10-22#t102w15,2025-10-22,Mr. M. LeBlanc,327,0.63,0.031696
2025-10-22#t102w16,2025-10-22,Mr. M. LeBlanc,311,0.685,0.004294
2025-10-22#t102w17,2025-10-22,Mr. M. LeBlanc,335,0.734,0.000417
2025-10-22#t102w18,2025-10-22,Mr. M. LeBlanc,298,1.0,0.090466
2025-10-23#t104w0,2025-10-23,Madam Speaker,100,0.77,0.868037
2025-10-24#t105w0,2025-10-24,Mr. Monahan,62,1.0,0.000587
2025-10-24#t106w0,2025-10-24,Madam Speaker,177,0.548,0.856336
2025-10-24#t107w0,2025-10-24,Mr. Robichaud,167,0.0,0.93659
2025-10-24#t108w0,2025-10-24,Mr. Ames,239,1.0,0.945204
2025-10-24#t109w0,2025-10-24,Mr. Monahan,172,1.0,0.177251
2025-10-24#t110w0,2025-10-24,Ms. M. Wilson,160,1.0,0.521165
2025-10-24#t111w0,2025-10-24,Hon. Ms. Boudreau,222,0.054,0.71934
2025-10-24#t112w0,2025-10-24,Ms. S. Wilson,156,1.0,0.041222
2025-10-24#t113w0,2025-10-24,Mr. Coon,176,0.869,0.000247
2025-10-24#t114w0,2025-10-24,Hon. Mr. D’Amours,157,0.0,0.021635
2025-10-24#t115w0,2025-10-24,Ms. Mitton,177,1.0,0.15538
2025-10-24#t116w0,2025-10-24,Mr. M. LeBlanc,176,0.0,0.110263
2025-10-24#t117w0,2025-10-24,Ms. M. Wilson,137,1.0,0.047862
2025-10-24#t118w0,2025-10-24,Ms. Mitton,142,1.0,0.026317
2025-10-24#t119w0,2025-10-24,Mr. Johnston,160,1.0,0.997527
2025-10-24#t120w0,2025-10-24,Mr. Monahan,126,1.0,0.34424
2025-10-24#t121w0,2025-10-24,Ms. Vautour,149,0.0,0.331767
2025-10-24#t122w0,2025-10-24,Mr. Ames,141,1.0,0.000904
2025-10-24#t123w0,2025-10-24,Mr. J. LeBlanc,124,0.403,0.981539
2025-10-24#t124w0,2025-10-24,Ms. M. Johnson,126,1.0,0.002386
2025-10-24#t125w0,2025-10-24,Mr. Robichaud,119,0.412,0.986508
2025-10-24#t126w0,2025-10-24,Mr. Lee,123,1.0,0.002175
2025-10-24#t127w0,2025-10-24,Mr. Savoie,79,0.899,0.001524
2025-10-24#t128w0,2025-10-24,Hon. Ms. Holt,166,0.964,0.013457
2025-10-24#t129w0,2025-10-24,Mr. Savoie,180,1.0,0.00228
2025-10-24#t130w0,2025-10-24,Hon. Ms. Holt,145,0.131,0.009623
2025-10-24#t131w0,2025-10-24,Mr. Savoie,77,1.0,0.000568
2025-10-24#t132w0,2025-10-24,Hon. Ms. Holt,133,1.0,0.103059
2025-10-24#t133w0,2025-10-24,Mr. Savoie,112,1.0,0.143219
2025-10-24#t134w0,2025-10-24,Hon. Ms. Holt,194,1.0,0.003781
2025-10-24#t135w0,2025-10-24,Mr. Savoie,77,1.0,0.000425
2025-10-24#t136w0,2025-10-24,Hon. Ms. Holt,158,0.0,0.99134
2025-10-24#t137w0,2025-10-24,Mr. Savoie,73,1.0,0.000418
2025-10-24#t138w0,2025-10-24,Hon. Mr. Dornan,143,1.0,0.029724
2025-10-24#t139w0,2025-10-24,Mr. Austin,132,1.0,0.000588
2025-10-24#t140w0,2025-10-24,Hon. Mr. Legacy,194,1.0,0.009553
2025-10-24#t141w0,2025-10-24,Mr. Austin,161,1.0,0.011024
2025-10-24#t142w0,2025-10-24,Hon. M. Legacy,92,0.0,0.027675
2025-10-24#t143w0,2025-10-24,Mr. Austin,186,1.0,0.115091
2025-10-24#t144w0,2025-10-24,Hon. Mr. Randall,102,1.0,0.734681
2025-10-24#t145w0,2025-10-24,Mr. Lee,163,1.0,0.000391
2025-10-24#t146w0,2025-10-24,Hon. C. Johnson,135,1.0,0.006272
2025-10-24#t147w0,2025-10-24,Mr. Lee,182,1.0,0.036003
2025-10-24#t148w0,2025-10-24,Hon. C. Johnson,84,1.0,0.746444
2025-10-24#t149w0,2025-10-24,Mr. Lee,154,1.0,0.041816
2025-10-24#t150w0,2025-10-24,Hon. C. Johnson,108,1.0,0.001945
2025-10-24#t151w0,2025-10-24,Mr. Monahan,180,1.0,0.002123
2025-10-24#t152w0,2025-10-24,Hon. Mr. Randall,174,1.0,0.053579
2025-10-24#t153w0,2025-10-24,Mr. Monahan,168,0.0,0.886437
2025-10-24#t154w0,2025-10-24,Hon. Mr. Legacy,121,0.0,0.050411
2025-10-24#t155w0,2025-10-24,Mr. Ames,89,1.0,0.931839
2025-10-24#t156w0,2025-10-24,Hon. Mr. Gauvin,198,0.0,0.008797
2025-10-24#t157w0,2025-10-24,Mr. Ames,82,1.0,0.000848
2025-10-24#t158w0,2025-10-24,Hon. Mr. Gauvin,217,0.0,0.029075
2025-10-24#t159w0,2025-10-24,Mr. Ames,55,1.0,0.02288
2025-10-24#t160w0,2025-10-24,Hon. Mr. Gauvin,127,0.0,0.007984
2025-10-24#t161w0,2025-10-24,Madam Speaker,144,0.958,0.024575
2025-10-24#t162w0,2025-10-24,Hon. Mr. Legacy,206,0.073,0.999129
2025-10-24#t163w0,2025-10-24,Mr. Monahan,257,1.0,0.297292
2025-10-24#t164w0,2025-10-24,Mr. Coon,226,1.0,0.025326
2025-10-24#t165w0,2025-10-24,Hon. Ms. Boudreau,184,0.451,0.997509
2025-10-24#t166w0,2025-10-24,Ms. M. Johnson,296,1.0,0.077209
2025-10-24#t167w0,2025-10-24,Ms. Mitton,327,0.327,0.764632
2025-10-24#t168w0,2025-10-24,Ms. M. Wilson,157,1.0,0.996342
2025-10-24#t169w0,2025-10-24,Ms. Mitton,132,0.0,0.228139
2025-10-24#t170w0,2025-10-24,Ms. Conroy,276,1.0,0.017784
2025-10-24#t171w0,2025-10-24,Mr. M. LeBlanc,359,0.618,0.01223
2025-10-24#t171w1,2025-10-24,Mr. M. LeBlanc,274,0.938,0.998321
2025-10-24#t171w2,2025-10-24,Mr. M. LeBlanc,346,0.962,0.912918
2025-10-24#t171w3,2025-10-24,Mr. M. LeBlanc,345,0.82,0.14924
2025-10-24#t171w4,2025-10-24,Mr. M. LeBlanc,348,0.989,0.988856
2025-10-24#t172w0,2025-10-24,Mr. Savoie,323,1.0,0.011354
2025-10-24#t172w1,2025-10-24,Mr. Savoie,289,1.0,0.000473
2025-10-24#t174w0,2025-10-24,Mr. Savoie,251,1.0,0.059361
2025-10-24#t174w1,2025-10-24,Mr. Savoie,322,1.0,0.011491
2025-10-24#t174w2,2025-10-24,Mr. Savoie,317,1.0,0.213561
2025-10-24#t175w0,2025-10-24,Mr. Coon,319,1.0,0.02359
2025-10-24#t175w1,2025-10-24,Mr. Coon,306,1.0,0.007155
2025-10-24#t175w2,2025-10-24,Mr. Coon,335,1.0,0.035084
2025-10-24#t175w3,2025-10-24,Mr. Coon,251,1.0,0.926607
2025-10-24#t175w4,2025-10-24,Mr. Coon,345,1.0,0.009176
2025-10-24#t175w5,2025-10-24,Mr. Coon,341,1.0,0.00217
2025-10-24#t175w6,2025-10-24,Mr. Coon,221,1.0,0.302658
2025-10-24#t176w0,2025-10-24,Ms. Mitton,358,0.989,0.29267
2025-10-24#t176w1,2025-10-24,Ms. Mitton,239,1.0,0.371179
2025-10-24#t176w2,2025-10-24,Ms. Mitton,358,0.732,0.002782
2025-10-24#t176w3,2025-10-24,Ms. Mitton,285,0.582,0.00028
2025-10-24#t177w0,2025-10-24,Ms. Scott-Wallace,325,1.0,0.001384
2025-10-24#t177w1,2025-10-24,Ms. Scott-Wallace,299,1.0,0.001488
2025-10-24#t178w0,2025-10-24,Ms. Mitton,300,0.747,0.004713
2025-10-24#t178w1,2025-10-24,Ms. Mitton,329,0.988,0.995646
2025-10-24#t179w0,2025-10-24,Mr. Russell,268,1.0,0.968356
2025-10-24#t179w1,2025-10-24,Mr. Russell,356,0.764,0.000561
2025-10-24#t179w2,2025-10-24,Mr. Russell,348,1.0,0.114851
2025-10-24#t179w3,2025-10-24,Mr. Russell,184,0.978,0.989254
2025-10-24#t180w0,2025-10-24,Madam Speaker,299,0.91,0.148998
2025-10-24#t180w1,2025-10-24,Madam Speaker,300,1.0,0.002542
2025-10-24#t180w2,2025-10-24,Madam Speaker,290,0.828,0.000408
2025-10-24#t180w3,2025-10-24,Madam Speaker,325,0.8,0.008947
2025-10-24#t180w4,2025-10-24,Madam Speaker,287,1.0,0.02456
2025-10-24#t180w5,2025-10-24,Madam Speaker,251,1.0,0.006009
2025-10-24#t180w6,2025-10-24,Madam Speaker,352,1.0,0.001004
2025-10-24#t180w7,2025-10-24,Madam Speaker,332,0.828,0.000451
2025-10-24#t180w8,2025-10-24,Madam Speaker,346,1.0,0.024088
2025-10-24#t180w9,2025-10-24,Madam Speaker,322,1.0,0.011619
2025-10-24#t180w10,2025-10-24,Madam Speaker,286,1.0,0.018877
2025-10-24#t180w11,2025-10-24,Madam Speaker,336,0.81,0.001033
2025-10-24#t180w12,2025-10-24,Madam Speaker,226,0.783,0.024838
2025-10-24#t180w13,2025-10-24,Madam Speaker,321,1.0,0.299597
2025-10-24#t180w14,2025-10-24,Madam Speaker,330,0.855,0.002123
2025-10-24#t180w15,2025-10-24,Madam Speaker,216,0.81,0.075216
2025-10-24#t180w16,2025-10-24,Madam Speaker,292,0.89,0.042255
2025-10-24#t180w17,2025-10-24,Madam Speaker,168,0.958,0.016218
2025-10-24#t182w0,2025-10-24,Hon. Mr. Dornan,251,0.92,0.988446
2025-10-24#t182w1,2025-10-24,Hon. Mr. Dornan,352,0.881,0.329716
2025-10-24#t182w2,2025-10-24,Hon. Mr. Dornan,350,0.914,0.047519
2025-10-24#t182w3,2025-10-24,Hon. Mr. Dornan,303,0.931,0.014923
2025-10-24#t182w4,2025-10-24,Hon. Mr. Dornan,283,0.958,0.017465
2025-10-24#t182w5,2025-10-24,Hon. Mr. Dornan,230,0.939,0.08802
2025-10-24#t186w0,2025-10-24,Mr. Russell,284,1.0,0.059975
2025-10-24#t186w1,2025-10-24,Mr. Russell,338,1.0,0.018241
2025-10-24#t186w2,2025-10-24,Mr. Russell,305,1.0,0.083603
2025-10-24#t186w3,2025-10-24,Mr. Russell,270,1.0,0.055251
2025-10-24#t188w0,2025-10-24,Hon. Mr. Hickey,347,1.0,0.133841
2025-10-24#t188w1,2025-10-24,Hon. Mr. Hickey,347,1.0,0.022587
2025-10-24#t188w2,2025-10-24,Hon. Mr. Hickey,282,1.0,0.991791
2025-10-24#t188w3,2025-10-24,Hon. Mr. Hickey,334,1.0,0.211348
2025-10-24#t188w4,2025-10-24,Hon. Mr. Hickey,359,0.88,0.026406
2025-10-24#t188w5,2025-10-24,Hon. Mr. Hickey,217,1.0,0.070014
2025-10-24#t188w6,2025-10-24,Hon. Mr. Hickey,326,1.0,0.232796
2025-10-24#t188w7,2025-10-24,Hon. Mr. Hickey,257,0.887,0.942408
2025-10-24#t188w8,2025-10-24,Hon. Mr. Hickey,354,1.0,0.939003
2025-10-24#t188w9,2025-10-24,Hon. Mr. Hickey,343,0.898,0.007578
2025-10-24#t188w10,2025-10-24,Hon. Mr. Hickey,50,1.0,0.000339
2025-10-24#t189w0,2025-10-24,Hon. Mr. Hickey,279,1.0,0.02649
2025-10-24#t189w1,2025-10-24,Hon. Mr. Hickey,157,1.0,0.050578
2025-10-24#t189w2,2025-10-24,Hon. Mr. Hickey,283,1.0,0.139218
2025-10-24#t189w3,2025-10-24,Hon. Mr. Hickey,325,1.0,0.010587
2025-10-24#t189w4,2025-10-24,Hon. Mr. Hickey,236,1.0,0.97114
2025-10-24#t191w0,2025-10-24,Mr. Monahan,349,1.0,0.00322
2025-10-24#t191w1,2025-10-24,Mr. Monahan,327,0.654,0.00461
2025-10-24#t191w2,2025-10-24,Mr. Monahan,322,0.683,0.002007
2025-10-24#t191w3,2025-10-24,Mr. Monahan,326,1.0,0.01219
2025-10-24#t191w4,2025-10-24,Mr. Monahan,338,1.0,0.002978
2025-10-24#t191w5,2025-10-24,Mr. Monahan,291,0.34,0.002794
2025-10-24#t191w6,2025-10-24,Mr. Monahan,120,1.0,0.003266
2025-10-24#t192w0,2025-10-24,Mr. Monahan,288,1.0,0.000337
2025-10-24#t192w1,2025-10-24,Mr. Monahan,340,0.735,0.000855
2025-10-24#t192w2,2025-10-24,Mr. Monahan,171,1.0,0.002575
2025-10-24#t193w0,2025-10-24,Mr. Monahan,337,0.754,0.061174
2025-10-24#t193w1,2025-10-24,Mr. Monahan,339,0.655,0.021015
2025-10-24#t193w2,2025-10-24,Mr. Monahan,212,0.59,0.023244
2025-10-24#t194w0,2025-10-24,,357,1.0,0.003603
2025-10-24#t194w1,2025-10-24,,334,0.88,0.002742
2025-10-24#t195w0,2025-10-24,Mr. Doucet,338,0.033,0.038166
2025-10-24#t195w1,2025-10-24,Mr. Doucet,345,0.0,0.021522
2025-10-24#t195w2,2025-10-24,Mr. Doucet,226,0.668,0.348654
2025-10-24#t195w3,2025-10-24,Mr. Doucet,335,0.137,0.022315
2025-10-24#t195w4,2025-10-24,Mr. Doucet,320,0.0,0.018342
2025-10-24#t195w5,2025-10-24,Mr. Doucet,233,0.0,0.00895
2025-10-24#t195w6,2025-10-24,Mr. Doucet,354,0.0,0.014325
2025-10-24#t195w7,2025-10-24,Mr. Doucet,52,0.0,0.002942
2025-10-28#t197w0,2025-10-28,Hon. Mr. Finnigan,142,0.0,0.265689
2025-10-28#t198w0,2025-10-28,Mr. Cullins,138,1.0,0.724447
2025-10-28#t199w0,2025-10-28,Mr. Weir,177,0.949,0.040549
2025-10-28#t200w0,2025-10-28,Ms. Scott-Wallace,182,1.0,0.048857
2025-10-28#t201w0,2025-10-28,Ms. Wilcott,143,1.0,0.030022
2025-10-28#t202w0,2025-10-28,Ms. M. Wilson,136,1.0,0.280408
2025-10-28#t203w0,2025-10-28,Mr. Coon,149,0.973,0.080055
2025-10-28#t204w0,2025-10-28,Mr. Arseneault,158,0.418,0.989597
2025-10-28#t205w0,2025-10-28,Ms. Mitton,165,1.0,0.058831
2025-10-28#t206w0,2025-10-28,Mr. Johnston,184,0.94,0.000419
2025-10-28#t207w0,2025-10-28,Mr. Weir,146,1.0,0.316549
2025-10-28#t208w0,2025-10-28,Ms. Mitton,164,1.0,0.993429
2025-10-28#t209w0,2025-10-28,Mr. J. LeBlanc,158,0.222,0.939232
2025-10-28#t210w0,2025-10-28,Ms. Conroy,148,1.0,0.071248
2025-10-28#t211w0,2025-10-28,Ms. Vautour,141,0.0,0.836411
2025-10-28#t212w0,2025-10-28,Mr. Lee,173,1.0,0.048388
2025-10-28#t213w0,2025-10-28,Ms. Wilcott,172,1.0,0.2898
2025-10-28#t214w0,2025-10-28,Mr. Monahan,147,1.0,0.001912
2025-10-28#t215w0,2025-10-28,Mr. Bourque,167,0.503,0.989783
2025-10-28#t216w0,2025-10-28,Mr. Austin,144,1.0,0.000761
2025-10-28#t217w0,2025-10-28,Mr. Savoie,148,0.946,0.004996
2025-10-28#t218w0,2025-10-28,Hon. Mr. Kennedy,179,1.0,0.02145
2025-10-28#t219w0,2025-10-28,Mr. Savoie,143,0.958,0.014067
2025-10-28#t220w0,2025-10-28,Hon. Mr. Kennedy,198,1.0,0.030033
2025-10-28#t222w0,2025-10-28,Mr. Savoie,173,1.0,0.000457
2025-10-28#t223w0,2025-10-28,Hon. Mr. Kennedy,162,1.0,0.005561
2025-10-28#t224w0,2025-10-28,Mr. Savoie,101,1.0,0.000542
2025-10-28#t225w0,2025-10-28,Hon. Mr. Kennedy,192,1.0,0.000445
2025-10-28#t226w0,2025-10-28,Mr. Savoie,175,1.0,0.000579
2025-10-28#t227w0,2025-10-28,Hon. Mr. Kennedy,178,1.0,0.028864
2025-10-28#t228w0,2025-10-28,Mr. Savoie,188,1.0,0.028818
2025-10-28#t229w0,2025-10-28,Hon. Mr. Kennedy,186,1.0,0.007169
2025-10-28#t230w0,2025-10-28,Mr. Lee,150,1.0,0.047554
2025-10-28#t231w0,2025-10-28,Hon. C. Johnson,114,1.0,0.982553
2025-10-28#t232w0,2025-10-28,Mr. Lee,143,1.0,0.030271
2025-10-28#t233w0,2025-10-28,Hon. C. Johnson,117,1.0,0.0007
