seg_id,date,speaker,n_words,orig_frac,p_ai
2025-11-07#t839w0,2025-11-07,Hon. C. Chiasson,195,1.0,0.038949
2025-11-07#t840w0,2025-11-07,Ms. M. Wilson,150,1.0,0.000217
2025-11-07#t842w0,2025-11-07,Hon. Mr. Gauvin,90,0.0,0.000273
2025-11-07#t843w0,2025-11-07,Mr. Savoie,66,0.0,0.018196
2025-11-07#t845w0,2025-11-07,Mr. J. LeBlanc,152,0.0,0.000545
2025-11-07#t846w0,2025-11-07,Ms. M. Wilson,129,1.0,0.000173
2025-11-07#t847w0,2025-11-07,Mr. Coon,166,1.0,0.000171
2025-11-07#t848w0,2025-11-07,Ms. Wilcott,132,1.0,0.000171
2025-11-07#t849w0,2025-11-07,Ms. Scott-Wallace,166,1.0,0.000376
2025-11-07#t850w0,2025-11-07,Ms. Mitton,156,0.987,0.000376
2025-11-07#t852w0,2025-11-07,Hon. Ms. Townsend,167,0.988,0.000216
2025-11-07#t853w0,2025-11-07,Mr. Hogan,142,1.0,0.000215
2025-11-07#t854w0,2025-11-07,Mr. Russell,137,1.0,0.000211
2025-11-07#t855w0,2025-11-07,Mr. Coon,160,0.975,0.000171
2025-11-07#t856w0,2025-11-07,Mr. Johnston,169,0.852,0.000171
2025-11-07#t857w0,2025-11-07,Mr. Oliver,134,1.0,0.000221
2025-11-07#t858w0,2025-11-07,Mr. Arseneault,154,0.545,0.991591
2025-11-07#t859w0,2025-11-07,Ms. Scott-Wallace,165,1.0,0.000173
2025-11-07#t860w0,2025-11-07,Mr. Mallet,136,0.0,0.000169
2025-11-07#t861w0,2025-11-07,Mr. Cullins,157,1.0,0.000214
2025-11-07#t862w0,2025-11-07,Ms. Sodhi,156,1.0,0.000184
2025-11-07#t863w0,2025-11-07,Ms. S. Wilson,142,1.0,0.002377
2025-11-07#t864w0,2025-11-07,Hon. Ms. Holt,190,0.568,0.000506
2025-11-07#t865w0,2025-11-07,Hon. Ms. Boudreau,260,0.015,0.617821
2025-11-07#t866w0,2025-11-07,Ms. Scott-Wallace,102,1.0,0.987637
2025-11-07#t867w0,2025-11-07,Ms. Mitton,72,0.458,0.765639
2025-11-07#t868w0,2025-11-07,Mr. Savoie,94,0.915,0.005616
2025-11-07#t869w0,2025-11-07,Hon. Ms. Holt,156,1.0,0.000242
2025-11-07#t870w0,2025-11-07,Mr. Savoie,191,1.0,0.001535
2025-11-07#t871w0,2025-11-07,Hon. Ms. Holt,169,0.728,0.007994
2025-11-07#t872w0,2025-11-07,Mr. Savoie,189,1.0,0.000181
2025-11-07#t873w0,2025-11-07,Hon. Ms. Holt,180,1.0,0.357918
2025-11-07#t874w0,2025-11-07,Mr. Savoie,189,1.0,0.000174
2025-11-07#t875w0,2025-11-07,Hon. Mr. Dornan,140,1.0,0.000569
2025-11-07#t876w0,2025-11-07,Mr. Savoie,191,1.0,0.00383
2025-11-07#t877w0,2025-11-07,Hon. Mr. Dornan,141,1.0,0.1397
2025-11-07#t878w0,2025-11-07,Mr. Hogan,125,0.952,0.015609
2025-11-07#t879w0,2025-11-07,Hon. Mr. Dornan,154,1.0,0.004549
2025-11-07#t880w0,2025-11-07,Mr. Hogan,92,1.0,0.03456
2025-11-07#t881w0,2025-11-07,Hon. Mr. Dornan,155,1.0,0.970837
2025-11-07#t882w0,2025-11-07,Mr. Hogan,167,1.0,0.000238
2025-11-07#t883w0,2025-11-07,Hon. Mr. Dornan,108,1.0,0.000211
2025-11-07#t884w0,2025-11-07,Ms. Scott-Wallace,185,1.0,0.000196
2025-11-07#t885w0,2025-11-07,Hon. Mr. Dornan,155,1.0,0.000238
2025-11-07#t886w0,2025-11-07,Ms. Scott-Wallace,204,1.0,0.00017
2025-11-07#t887w0,2025-11-07,Hon. Mr. Dornan,119,1.0,0.001803
2025-11-07#t888w0,2025-11-07,Ms. Scott-Wallace,194,1.0,0.000187
2025-11-07#t889w0,2025-11-07,Hon. Mr. Dornan,143,1.0,0.226333
2025-11-07#t890w0,2025-11-07,Ms. S. Wilson,130,1.0,0.157841
2025-11-07#t891w0,2025-11-07,Hon. Mr. Gauvin,117,0.0,0.001184
2025-11-07#t892w0,2025-11-07,Ms. S. Wilson,140,1.0,0.003275
2025-11-07#t893w0,2025-11-07,Hon. Ms. Holt,184,1.0,0.129402
2025-11-07#t894w0,2025-11-07,Ms. S. Wilson,127,1.0,0.000175
2025-11-07#t895w0,2025-11-07,Hon. Ms. Holt,149,0.0,0.000223
2025-11-07#t896w0,2025-11-07,Mr. Savoie,206,1.0,0.000207
2025-11-07#t897w0,2025-11-07,Hon. Mr. Dornan,110,1.0,0.007569
2025-11-07#t898w0,2025-11-07,Mr. Savoie,200,1.0,0.0002
2025-11-07#t899w0,2025-11-07,Hon. Ms. Holt,171,1.0,0.000173
2025-11-07#t901w0,2025-11-07,Hon. Ms. Holt,340,0.665,0.000238
2025-11-07#t901w1,2025-11-07,Hon. Ms. Holt,165,0.745,0.000174
2025-11-07#t902w0,2025-11-07,Mr. Savoie,330,0.912,0.000659
2025-11-07#t902w1,2025-11-07,Mr. Savoie,104,1.0,0.938759
2025-11-07#t903w0,2025-11-07,Mr. Coon,347,0.937,0.00019
2025-11-07#t903w1,2025-11-07,Mr. Coon,92,1.0,0.025007
2025-11-07#t904w0,2025-11-07,Hon. Ms. Holt,333,0.435,0.00029
2025-11-07#t905w0,2025-11-07,Mr. Savoie,269,0.639,0.99661
2025-11-07#t906w0,2025-11-07,Mr. Coon,226,0.518,0.000184
2025-11-07#t907w0,2025-11-07,Hon. Mr. D’Amours,250,0.396,0.00028
2025-11-07#t910w0,2025-11-07,Ms. M. Wilson,283,1.0,0.000224
2025-11-07#t911w0,2025-11-07,Mr. Coon,263,0.951,0.000214
2025-11-07#t912w0,2025-11-07,Hon. Mr. Dornan,161,0.714,0.52413
2025-11-07#t913w0,2025-11-07,Mr. Hogan,213,1.0,0.000174
2025-11-07#t914w0,2025-11-07,Mr. Coon,355,0.854,0.000277
2025-11-07#t914w1,2025-11-07,Mr. Coon,337,0.353,0.000214
2025-11-07#t915w0,2025-11-07,Hon. Ms. Holt,290,0.776,0.0529
2025-11-07#t915w1,2025-11-07,Hon. Ms. Holt,300,0.193,0.000211
2025-11-07#t915w2,2025-11-07,Hon. Ms. Holt,80,0.0,0.403577
2025-11-07#t916w0,2025-11-07,Mr. Savoie,299,0.137,0.000262
2025-11-07#t916w1,2025-11-07,Mr. Savoie,300,1.0,0.000169
2025-11-07#t916w2,2025-11-07,Mr. Savoie,224,0.741,0.000198
2025-11-07#t917w0,2025-11-07,Mr. Coon,313,0.61,0.000171
2025-11-07#t919w0,2025-11-07,Hon. Ms. Holt,158,0.253,0.000891
2025-11-18#t922w0,2025-11-18,Hon. Mr. McKee,91,0.615,0.993278
2025-11-18#t925w0,2025-11-18,Ms. M. Wilson,59,1.0,0.449103
2025-11-18#t930w0,2025-11-18,Hon. Mr. Finnigan,95,0.0,0.000229
2025-11-18#t931w0,2025-11-18,Hon. C. Chiasson,341,1.0,0.000231
2025-11-18#t932w0,2025-11-18,Mr. Hogan,137,1.0,0.000231
2025-11-18#t933w0,2025-11-18,Ms. Vautour,141,0.0,0.862457
2025-11-18#t934w0,2025-11-18,Mr. Savoie,152,0.961,0.00025
2025-11-18#t935w0,2025-11-18,Mr. Coon,161,1.0,0.000438
2025-11-18#t936w0,2025-11-18,Hon. Ms. Thériault,124,0.0,0.000183
2025-11-18#t937w0,2025-11-18,Ms. Conroy,179,1.0,0.000263
2025-11-18#t938w0,2025-11-18,Ms. Mitton,162,1.0,0.000284
2025-11-18#t939w0,2025-11-18,Hon. Mr. Finnigan,130,0.0,0.000596
2025-11-18#t940w0,2025-11-18,Mr. Weir,164,1.0,0.000184
2025-11-18#t941w0,2025-11-18,Ms. M. Wilson,146,1.0,0.000694
2025-11-18#t942w0,2025-11-18,Mr. Coon,165,1.0,0.00017
2025-11-18#t943w0,2025-11-18,Mr. M. LeBlanc,143,1.0,0.000173
2025-11-18#t944w0,2025-11-18,Ms. Bockus,142,1.0,0.000224
2025-11-18#t945w0,2025-11-18,Mr. Johnston,177,1.0,0.000249
2025-11-18#t946w0,2025-11-18,Mr. Ames,151,1.0,0.000172
2025-11-18#t947w0,2025-11-18,Mr. Bourque,181,0.0,0.000235
2025-11-18#t948w0,2025-11-18,Ms. M. Johnson,144,1.0,0.000695
2025-11-18#t949w0,2025-11-18,Mr. Doucet,125,0.0,0.000169
2025-11-18#t950w0,2025-11-18,Mr. Monahan,219,1.0,0.000304
2025-11-18#t951w0,2025-11-18,Hon. Ms. Holt,148,1.0,0.999817
2025-11-18#t953w0,2025-11-18,Hon. Ms. Holt,138,1.0,0.040096
2025-11-18#t954w0,2025-11-18,Mr. Savoie,50,1.0,0.115498
2025-11-18#t955w0,2025-11-18,Hon. Ms. Holt,118,1.0,0.105911
2025-11-18#t956w0,2025-11-18,Mr. Savoie,189,1.0,0.000184
2025-11-18#t957w0,2025-11-18,Hon. Ms. Holt,132,0.045,0.138714
2025-11-18#t958w0,2025-11-18,Mr. Savoie,135,1.0,0.002148
2025-11-18#t959w0,2025-11-18,Hon. Ms. Holt,189,1.0,0.000209
2025-11-18#t960w0,2025-11-18,Mr. Savoie,178,1.0,0.000229
2025-11-18#t961w0,2025-11-18,Hon. Ms. Holt,198,1.0,0.000232
2025-11-18#t962w0,2025-11-18,Mr. Savoie,159,1.0,0.000172
2025-11-18#t963w0,2025-11-18,Hon. Ms. Holt,203,1.0,0.00021
2025-11-18#t964w0,2025-11-18,Mr. Savoie,165,1.0,0.000168
2025-11-18#t965w0,2025-11-18,Hon. Ms. Holt,195,1.0,0.000211
2025-11-18#t966w0,2025-11-18,Mr. Savoie,188,1.0,0.000715
2025-11-18#t967w0,2025-11-18,Hon. Ms. Holt,159,0.0,0.422696
2025-11-18#t968w0,2025-11-18,Mr. Savoie,83,1.0,0.000218
2025-11-18#t969w0,2025-11-18,Hon. Ms. Holt,177,1.0,0.927866
2025-11-18#t970w0,2025-11-18,Mr. Savoie,121,1.0,0.007314
2025-11-18#t971w0,2025-11-18,Hon. Mr. Hickey,203,1.0,0.048493
2025-11-18#t972w0,2025-11-18,Mr. Savoie,102,1.0,0.000814
2025-11-18#t973w0,2025-11-18,Hon. Mr. Hickey,180,1.0,0.137282
2025-11-18#t974w0,2025-11-18,Mr. Savoie,153,1.0,0.000201
2025-11-18#t975w0,2025-11-18,Hon. Ms. Holt,193,1.0,0.000211
2025-11-18#t976w0,2025-11-18,Ms. Mitton,135,1.0,0.000187
2025-11-18#t977w0,2025-11-18,Hon. Mr. Dornan,146,1.0,0.998181
2025-11-18#t978w0,2025-11-18,Ms. Mitton,141,0.106,0.000633
2025-11-18#t979w0,2025-11-18,Hon. Ms. Boudreau,178,0.197,0.202258
2025-11-18#t980w0,2025-11-18,Mr. Savoie,194,1.0,0.000355
2025-11-18#t981w0,2025-11-18,Hon. Mr. Dornan,128,1.0,0.000178
2025-11-18#t982w0,2025-11-18,Mr. Savoie,192,1.0,0.002083
2025-11-18#t983w0,2025-11-18,Hon. Ms. Holt,192,1.0,0.000248
2025-11-18#t990w0,2025-11-18,Ms. M. Wilson,324,1.0,0.000227
2025-11-18#t990w1,2025-11-18,Ms. M. Wilson,135,1.0,0.021094
2025-11-18#t992w0,2025-11-18,Hon. Ms. Miles,166,0.729,0.000282
2025-11-18#t993w0,2025-11-18,Ms. M. Johnson,192,1.0,0.00067
2025-11-18#t994w0,2025-11-18,Mr. Coon,174,1.0,0.000214
2025-11-18#t995w0,2025-11-18,Hon. Mr. McKee,244,0.623,0.000514
2025-11-18#t996w0,2025-11-18,Mr. Weir,284,1.0,0.000178
2025-11-18#t997w0,2025-11-18,Mr. Coon,173,1.0,0.000282
2025-11-18#t998w0,2025-11-18,Hon. Mr. Dornan,239,0.849,0.022565
2025-11-18#t999w0,2025-11-18,Mr. Hogan,243,0.72,0.000271
2025-11-18#t1000w0,2025-11-18,Mr. Coon,359,0.858,0.000168
2025-11-18#t1001w0,2025-11-18,Mr. M. LeBlanc,62,1.0,0.006111
2025-11-18#t1002w0,2025-11-18,Mr. Coon,353,1.0,0.000174
2025-11-18#t1003w0,2025-11-18,Mr. Hogan,357,1.0,0.000193
2025-11-18#t1003w1,2025-11-18,Mr. Hogan,149,1.0,0.285308
2025-11-18#t1004w0,2025-11-18,,342,1.0,0.000342
2025-11-18#t1004w1,2025-11-18,,348,1.0,0.000173
2025-11-18#t1004w2,2025-11-18,,168,0.893,0.000168
2025-11-18#t1008w0,2025-11-18,Mr. Cullins,154,1.0,0.00017
2025-11-18#t1010w0,2025-11-18,Mr. M. LeBlanc,54,1.0,0.00019
2025-11-18#t1012w0,2025-11-18,Mr. Cullins,359,0.758,0.000233
2025-11-18#t1012w1,2025-11-18,Mr. Cullins,348,0.408,0.00024
2025-11-18#t1012w2,2025-11-18,Mr. Cullins,136,0.831,0.002497
2025-11-18#t1014w0,2025-11-18,Mr. Austin,326,1.0,0.000168
2025-11-18#t1014w1,2025-11-18,Mr. Austin,322,1.0,0.000197
2025-11-18#t1014w2,2025-11-18,Mr. Austin,198,1.0,0.000208
2025-11-18#t1015w0,2025-11-18,,356,0.593,0.000186
2025-11-18#t1015w1,2025-11-18,,213,0.793,0.000177
2025-11-18#t1016w0,2025-11-18,Madam Speaker,82,1.0,0.000178
2025-11-18#t1017w0,2025-11-18,Mr. Ames,345,1.0,0.000218
2025-11-18#t1017w1,2025-11-18,Mr. Ames,348,0.402,0.000718
2025-11-18#t1017w2,2025-11-18,Mr. Ames,344,0.224,0.000172
2025-11-18#t1017w3,2025-11-18,Mr. Ames,211,0.166,0.99971
2025-11-18#t1018w0,2025-11-18,Mr. Ames,339,1.0,0.002925
2025-11-18#t1018w1,2025-11-18,Mr. Ames,72,1.0,0.132182
2025-11-18#t1019w0,2025-11-18,Mr. Coon,348,1.0,0.000175
2025-11-18#t1019w1,2025-11-18,Mr. Coon,275,1.0,0.000181
2025-11-18#t1019w2,2025-11-18,Mr. Coon,328,1.0,0.080669
2025-11-18#t1019w3,2025-11-18,Mr. Coon,284,1.0,0.000192
2025-11-18#t1019w4,2025-11-18,Mr. Coon,167,1.0,0.000224
2025-11-18#t1020w0,2025-11-18,Mr. Austin,280,1.0,0.000193
2025-11-18#t1020w1,2025-11-18,Mr. Austin,319,1.0,0.000201
2025-11-18#t1020w2,2025-11-18,Mr. Austin,321,1.0,0.000168
2025-11-18#t1020w3,2025-11-18,Mr. Austin,295,1.0,0.000292
2025-11-18#t1020w4,2025-11-18,Mr. Austin,271,1.0,0.000243
2025-11-18#t1020w5,2025-11-18,Mr. Austin,324,0.914,0.000209
2025-11-19#t1023w0,2025-11-19,Hon. Ms. Boudreau,171,0.0,0.000175
2025-11-19#t1024w0,2025-11-19,Mr. Russell,140,1.0,0.000352
2025-11-19#t1025w0,2025-11-19,Mr. Bourque,130,0.0,0.181722
2025-11-19#t1026w0,2025-11-19,Ms. M. Johnson,327,1.0,0.000236
2025-11-19#t1027w0,2025-11-19,Hon. Ms. Holt,198,1.0,0.000234
2025-11-19#t1028w0,2025-11-19,Ms. Bockus,151,1.0,0.000169
2025-11-19#t1029w0,2025-11-19,Mr. Coon,144,1.0,0.000229
2025-11-19#t1030w0,2025-11-19,Mr. Johnston,136,0.971,0.000261
2025-11-19#t1031w0,2025-11-19,Mr. Oliver,146,1.0,0.000875
2025-11-19#t1032w0,2025-11-19,Ms. Mitton,162,1.0,0.000175
2025-11-19#t1033w0,2025-11-19,Mr. Weir,153,1.0,0.000207
2025-11-19#t1034w0,2025-11-19,Ms. Mitton,168,1.0,0.00017
2025-11-19#t1035w0,2025-11-19,Mr. J. LeBlanc,105,1.0,0.000171
2025-11-19#t1036w0,2025-11-19,Ms. Conroy,153,1.0,0.000174
2025-11-19#t1037w0,2025-11-19,Ms. Vautour,147,0.0,0.003968
2025-11-19#t1038w0,2025-11-19,Mr. Hogan,148,1.0,0.00017
2025-11-19#t1039w0,2025-11-19,Mr. Robichaud,168,0.202,0.000253
2025-11-19#t1040w0,2025-11-19,Mr. Lee,157,1.0,0.000198
2025-11-19#t1041w0,2025-11-19,Ms. Wilcott,83,0.602,0.000232
2025-11-19#t1042w0,2025-11-19,Mr. Austin,184,1.0,0.000173
2025-11-19#t1043w0,2025-11-19,Mr. Savoie,110,1.0,0.00036
2025-11-19#t1044w0,2025-11-19,Hon. Ms. Holt,154,0.0,0.00886
2025-11-19#t1046w0,2025-11-19,Hon. Mr. McKee,156,1.0,0.000169
2025-11-19#t1048w0,2025-11-19,Hon. Mr. McKee,67,1.0,0.003277
2025-11-19#t1049w0,2025-11-19,Hon. Mr. McKee,93,1.0,0.064096
2025-11-19#t1050w0,2025-11-19,Mr. Savoie,168,1.0,0.00017
2025-11-19#t1051w0,2025-11-19,Hon. Mr. Dornan,178,1.0,0.00017
2025-11-19#t1052w0,2025-11-19,Mr. Savoie,114,1.0,0.059608
2025-11-19#t1053w0,2025-11-19,Hon. Mr. Dornan,187,1.0,0.00044
2025-11-19#t1054w0,2025-11-19,Mr. Savoie,85,1.0,0.000589
2025-11-19#t1055w0,2025-11-19,Hon. Mr. Dornan,148,1.0,0.002795
2025-11-19#t1056w0,2025-11-19,Mr. Savoie,72,1.0,0.021973
2025-11-19#t1057w0,2025-11-19,Hon. Mr. Dornan,115,1.0,0.006714
2025-11-19#t1058w0,2025-11-19,Mr. Austin,185,1.0,0.000249
2025-11-19#t1059w0,2025-11-19,Hon. Mr. Herron,104,1.0,0.000624
2025-11-19#t1060w0,2025-11-19,Mr. Austin,183,1.0,0.001339
2025-11-19#t1061w0,2025-11-19,Hon. Mr. Herron,111,1.0,0.000758
2025-11-19#t1062w0,2025-11-19,Mr. Austin,183,1.0,0.000192
2025-11-19#t1063w0,2025-11-19,Hon. Mr. Herron,174,1.0,0.000175
2025-11-19#t1064w0,2025-11-19,Mr. Monahan,155,1.0,0.00017
2025-11-19#t1065w0,2025-11-19,Hon. Mr. McKee,151,1.0,0.000218
2025-11-19#t1066w0,2025-11-19,M. Monahan,149,0.0,0.000183
2025-11-19#t1067w0,2025-11-19,Hon. Mr. McKee,138,0.0,0.000169
2025-11-19#t1068w0,2025-11-19,Mr. Monahan,152,1.0,0.000178
2025-11-19#t1069w0,2025-11-19,Hon. Mr. McKee,151,1.0,0.000175
2025-11-19#t1070w0,2025-11-19,Mr. Coon,150,1.0,0.000187
2025-11-19#t1071w0,2025-11-19,Hon. K. Chiasson,107,1.0,0.003626
2025-11-19#t1072w0,2025-11-19,Mr. Coon,127,1.0,0.001152
2025-11-19#t1073w0,2025-11-19,Hon. K. Chiasson,101,1.0,0.00074
2025-11-19#t1074w0,2025-11-19,Mr. Coon,124,0.137,0.000196
2025-11-19#t1075w0,2025-11-19,Hon. K. Chiasson,141,0.972,0.00017
2025-11-19#t1076w0,2025-11-19,Mr. Savoie,153,1.0,0.000174
2025-11-19#t1077w0,2025-11-19,Hon. Ms. Holt,74,0.527,0.102866
2025-11-19#t1079w0,2025-11-19,Hon. Ms. Holt,94,1.0,0.008369
2025-11-19#t1081w0,2025-11-19,Mr. J. LeBlanc,104,0.0,0.002453
2025-11-19#t1082w0,2025-11-19,Hon. Mr. Herron,337,0.772,0.000202
2025-11-19#t1082w1,2025-11-19,Hon. Mr. Herron,139,1.0,0.000941
2025-11-19#t1083w0,2025-11-19,Mr. Austin,309,1.0,0.000356
2025-11-19#t1083w1,2025-11-19,Mr. Austin,280,1.0,0.045846
2025-11-19#t1084w0,2025-11-19,Mr. Coon,353,1.0,0.000174
2025-11-19#t1084w1,2025-11-19,Mr. Coon,192,1.0,0.000282
2025-11-19#t1085w0,2025-11-19,Hon. Mr. Hickey,285,0.775,0.000183
2025-11-19#t1086w0,2025-11-19,Ms. Conroy,259,1.0,0.000245
2025-11-19#t1087w0,2025-11-19,Ms. Mitton,287,0.829,0.000172
2025-11-19#t1088w0,2025-11-19,Hon. Mr. Dornan,163,0.798,0.061688
2025-11-19#t1089w0,2025-11-19,Mr. Hogan,207,1.0,0.000174
2025-11-19#t1090w0,2025-11-19,Mr. Coon,195,0.851,0.278357
2025-11-19#t1091w0,2025-11-19,Ms. Vautour,67,0.0,0.002646
2025-11-19#t1093w0,2025-11-19,Ms. Vautour,67,0.0,0.002646
2025-11-19#t1094w0,2025-11-19,Ms. M. Johnson,94,0.957,0.00024
2025-11-19#t1096w0,2025-11-19,Madam Speaker,286,0.528,0.000202
2025-11-19#t1096w1,2025-11-19,Madam Speaker,298,1.0,0.000192
2025-11-19#t1096w2,2025-11-19,Madam Speaker,93,1.0,0.004276
2025-11-20#t1098w0,2025-11-20,Mr. Doucet,250,1.0,0.030709
2025-11-20#t1099w0,2025-11-20,Ms. Scott-Wallace,303,1.0,0.000317
2025-11-20#t1100w0,2025-11-20,Mr. Monahan,176,1.0,0.016334
2025-11-20#t1101w0,2025-11-20,Mr. J. LeBlanc,148,0.372,0.012663
2025-11-20#t1102w0,2025-11-20,Mr. Hogan,142,1.0,0.00496
2025-11-20#t1103w0,2025-11-20,Mr. Coon,156,1.0,0.000187
2025-11-20#t1104w0,2025-11-20,Ms. Vautour,154,0.0,0.000174
2025-11-20#t1105w0,2025-11-20,Ms. S. Wilson,250,1.0,0.000179
2025-11-20#t1106w0,2025-11-20,Ms. Mitton,161,1.0,0.000187
2025-11-20#t1107w0,2025-11-20,Ms. Wilcott,133,1.0,0.000186
2025-11-20#t1108w0,2025-11-20,Mr. Russell,138,1.0,0.000208
2025-11-20#t1109w0,2025-11-20,Ms. Mitton,161,1.0,0.000188
2025-11-20#t1110w0,2025-11-20,Mr. Johnston,157,0.968,0.11661
2025-11-20#t1111w0,2025-11-20,Mr. Oliver,153,1.0,0.000242
2025-11-20#t1112w0,2025-11-20,Mr. Mallet,124,0.0,0.023442
2025-11-20#t1113w0,2025-11-20,Ms. Scott-Wallace,142,1.0,0.000265
2025-11-20#t1114w0,2025-11-20,Ms. Sodhi,138,1.0,0.000194
2025-11-20#t1115w0,2025-11-20,Mr. Cullins,144,1.0,0.000173
2025-11-20#t1116w0,2025-11-20,Mr. M. LeBlanc,184,1.0,0.000191
2025-11-20#t1117w0,2025-11-20,Ms. S. Wilson,150,1.0,0.000836
2025-11-20#t1118w0,2025-11-20,Mr. Savoie,145,0.89,0.000222
2025-11-20#t1119w0,2025-11-20,Hon. C. Johnson,106,1.0,0.000175
2025-11-20#t1120w0,2025-11-20,Mr. Savoie,158,1.0,0.001321
2025-11-20#t1121w0,2025-11-20,Hon. Ms. Holt,161,0.894,0.000794
2025-11-20#t1122w0,2025-11-20,Mr. Savoie,156,1.0,0.000182
2025-11-20#t1123w0,2025-11-20,Hon. C. Johnson,101,1.0,0.008649
2025-11-20#t1124w0,2025-11-20,Mr. Savoie,178,1.0,0.000195
2025-11-20#t1125w0,2025-11-20,Hon. C. Johnson,110,1.0,0.005365
2025-11-20#t1126w0,2025-11-20,Mr. Savoie,55,1.0,0.446831
2025-11-20#t1127w0,2025-11-20,Hon. C. Johnson,125,0.0,0.841127
2025-11-20#t1128w0,2025-11-20,Mr. Savoie,92,1.0,0.000214
2025-11-20#t1129w0,2025-11-20,Hon. C. Johnson,111,1.0,0.022787
2025-11-20#t1130w0,2025-11-20,Ms. M. Johnson,115,1.0,0.000195
2025-11-20#t1131w0,2025-11-20,Hon. Mr. Hickey,183,1.0,0.000174
2025-11-20#t1132w0,2025-11-20,Ms. M. Johnson,160,1.0,0.000171
2025-11-20#t1133w0,2025-11-20,Hon. Mr. Hickey,179,1.0,0.029119
2025-11-20#t1134w0,2025-11-20,Ms. M. Johnson,186,1.0,0.000169
2025-11-20#t1136w0,2025-11-20,Hon. Mr. Hickey,149,1.0,0.000174
2025-11-20#t1139w0,2025-11-20,Mr. Cullins,72,1.0,0.884556
2025-11-20#t1140w0,2025-11-20,Hon. Mr. Dornan,138,1.0,0.014153
2025-11-20#t1141w0,2025-11-20,Mr. Cullins,74,1.0,0.021135
2025-11-20#t1142w0,2025-11-20,Hon. Mr. Dornan,122,1.0,0.694031
2025-11-20#t1143w0,2025-11-20,Mr. Coon,160,1.0,0.000184
2025-11-20#t1144w0,2025-11-20,Hon. Mr. LePage,97,0.0,0.000853
2025-11-20#t1145w0,2025-11-20,Mr. Coon,161,1.0,0.000286
2025-11-20#t1146w0,2025-11-20,Hon. K. Chiasson,147,1.0,0.000202
2025-11-20#t1147w0,2025-11-20,Mr. Austin,144,1.0,0.512068
2025-11-20#t1148w0,2025-11-20,Hon. Mr. Herron,157,1.0,0.00052
2025-11-20#t1149w0,2025-11-20,Mr. Austin,175,1.0,0.000204
2025-11-20#t1150w0,2025-11-20,Hon. Mr. Herron,165,1.0,0.011043
2025-11-20#t1152w0,2025-11-20,Mr. Lee,134,1.0,0.077081
2025-11-20#t1153w0,2025-11-20,Hon. C. Johnson,120,1.0,0.000909
2025-11-20#t1154w0,2025-11-20,Mr. Lee,111,1.0,0.68708
2025-11-20#t1155w0,2025-11-20,Hon. C. Johnson,72,1.0,0.628444
2025-11-20#t1157w0,2025-11-20,Hon. Ms. Boudreau,167,0.251,0.00025
2025-11-20#t1158w0,2025-11-20,Ms. Scott-Wallace,208,1.0,0.001608
2025-11-20#t1159w0,2025-11-20,Ms. Mitton,164,0.884,0.000452
2025-11-20#t1161w0,2025-11-20,Hon. Mr. Randall,246,0.894,0.000437
2025-11-20#t1162w0,2025-11-20,Mr. Russell,129,1.0,0.000176
2025-11-20#t1163w0,2025-11-20,Mr. Coon,280,1.0,0.0002
2025-11-20#t1164w0,2025-11-20,Hon. Mr. Finnigan,242,0.645,0.000185
2025-11-20#t1165w0,2025-11-20,Ms. Scott-Wallace,242,1.0,0.000404
2025-11-20#t1166w0,2025-11-20,Ms. Mitton,242,0.938,0.038523
2025-11-20#t1168w0,2025-11-20,Hon. Mr. Dornan,294,0.874,0.000217
2025-11-20#t1170w0,2025-11-20,Mr. Hogan,299,1.0,0.000176
2025-11-20#t1170w1,2025-11-20,Mr. Hogan,85,1.0,0.616979
2025-11-20#t1171w0,2025-11-20,Mr. Coon,316,1.0,0.000233
2025-11-20#t1172w0,2025-11-20,Mr. Deputy Speaker,347,0.767,0.000205
2025-11-20#t1173w0,2025-11-20,Ms. M. Johnson,52,1.0,0.002308
2025-11-20#t1174w0,2025-11-20,Mr. Deputy Speaker,327,0.398,0.000258
2025-11-20#t1174w1,2025-11-20,Mr. Deputy Speaker,325,0.745,0.000323
2025-11-20#t1174w2,2025-11-20,Mr. Deputy Speaker,84,1.0,0.000447
2025-11-20#t1177w0,2025-11-20,Mr. M. LeBlanc,60,1.0,0.035332
2025-11-20#t1180w0,2025-11-20,Mr. Deputy Speaker,103,1.0,0.020923
2025-11-20#t1188w0,2025-11-20,Ms. M. Johnson,323,1.0,0.00027
2025-11-20#t1188w1,2025-11-20,Ms. M. Johnson,313,1.0,0.00029
2025-11-20#t1188w2,2025-11-20,Ms. M. Johnson,354,1.0,0.000206
2025-11-20#t1188w3,2025-11-20,Ms. M. Johnson,292,1.0,0.000205
2025-11-20#t1189w0,2025-11-20,Mr. M. LeBlanc,203,1.0,0.000196
2025-11-20#t1191w0,2025-11-20,Mr. Deputy Speaker,344,1.0,0.000171
2025-11-20#t1191w1,2025-11-20,Mr. Deputy Speaker,317,1.0,0.000191
2025-11-20#t1192w0,2025-11-20,Mr. Weir,331,1.0,0.000194
2025-11-20#t1192w1,2025-11-20,Mr. Weir,355,1.0,0.000833
2025-11-20#t1192w2,2025-11-20,Mr. Weir,334,1.0,0.000195
2025-11-20#t1192w3,2025-11-20,Mr. Weir,360,1.0,0.000201
2025-11-20#t1192w4,2025-11-20,Mr. Weir,261,1.0,0.00018
2025-11-20#t1192w5,2025-11-20,Mr. Weir,266,1.0,0.000363
