seg_id,date,speaker,n_words,orig_frac,p_ai
2026-03-18#t2104w0,2026-03-18,Hon. Mr. D’Amours,171,0.0,0.000229
2026-03-18#t2105w0,2026-03-18,Ms. Mitton,143,1.0,0.000169
2026-03-18#t2106w0,2026-03-18,Hon. Mr. Legacy,178,1.0,0.022254
2026-03-18#t2107w0,2026-03-18,Ms. Mitton,156,1.0,0.000239
2026-03-18#t2108w0,2026-03-18,Hon. Mr. Legacy,159,1.0,0.000641
2026-03-18#t2109w0,2026-03-18,Mr. Hogan,152,1.0,0.004578
2026-03-18#t2110w0,2026-03-18,Hon. Mr. Dornan,162,1.0,0.000262
2026-03-18#t2111w0,2026-03-18,Mr. Hogan,150,1.0,0.000185
2026-03-18#t2112w0,2026-03-18,Hon. Ms. Holt,181,0.978,0.000204
2026-03-18#t2114w0,2026-03-18,Hon. C. Johnson,226,0.0,0.000228
2026-03-18#t2115w0,2026-03-18,Mr. Lee,116,1.0,0.882054
2026-03-18#t2116w0,2026-03-18,Ms. Mitton,150,0.0,0.014137
2026-03-18#t2117w0,2026-03-18,Hon. Mr. Herron,356,0.851,0.002327
2026-03-18#t2118w0,2026-03-18,Mr. Austin,222,1.0,0.005733
2026-03-18#t2119w0,2026-03-18,Mr. Coon,287,1.0,0.000174
2026-03-18#t2119w1,2026-03-18,Mr. Coon,134,1.0,0.055935
2026-03-18#t2120w0,2026-03-18,Hon. Mr. Dornan,152,0.855,0.000174
2026-03-18#t2122w0,2026-03-18,Mr. Hogan,254,1.0,0.000175
2026-03-18#t2123w0,2026-03-18,Mr. Coon,271,1.0,0.000181
2026-03-18#t2124w0,2026-03-18,Hon. Mr. Dornan,244,0.734,0.000255
2026-03-18#t2125w0,2026-03-18,Mr. Hogan,298,1.0,0.000371
2026-03-18#t2126w0,2026-03-18,Mr. Coon,328,0.921,0.000173
2026-03-18#t2128w0,2026-03-18,Hon. Ms. Boudreau,192,0.365,0.000548
2026-03-18#t2129w0,2026-03-18,Ms. Mitton,99,0.333,0.99922
2026-03-18#t2130w0,2026-03-18,Hon. Ms. Townsend,94,1.0,0.302267
2026-03-18#t2133w0,2026-03-18,Mr. Monahan,192,1.0,0.68009
2026-03-18#t2134w0,2026-03-18,Mr. J. LeBlanc,354,0.421,0.000395
2026-03-18#t2134w1,2026-03-18,Mr. J. LeBlanc,340,0.668,0.000323
2026-03-18#t2134w2,2026-03-18,Mr. J. LeBlanc,257,0.957,0.000173
2026-03-18#t2135w0,2026-03-18,Mr. M. LeBlanc,334,0.611,0.000212
2026-03-18#t2135w1,2026-03-18,Mr. M. LeBlanc,353,0.836,0.000189
2026-03-18#t2135w2,2026-03-18,Mr. M. LeBlanc,358,0.718,0.000221
2026-03-18#t2135w3,2026-03-18,Mr. M. LeBlanc,321,0.773,0.000175
2026-03-18#t2135w4,2026-03-18,Mr. M. LeBlanc,352,0.594,0.000169
2026-03-18#t2135w5,2026-03-18,Mr. M. LeBlanc,313,1.0,0.000181
2026-03-18#t2135w6,2026-03-18,Mr. M. LeBlanc,310,0.694,0.000195
2026-03-18#t2135w7,2026-03-18,Mr. M. LeBlanc,308,0.643,0.00021
2026-03-18#t2135w8,2026-03-18,Mr. M. LeBlanc,323,0.796,0.000353
2026-03-18#t2135w9,2026-03-18,Mr. M. LeBlanc,328,0.744,0.000272
2026-03-18#t2135w10,2026-03-18,Mr. M. LeBlanc,321,1.0,0.000321
2026-03-18#t2135w11,2026-03-18,Mr. M. LeBlanc,341,0.578,0.000262
2026-03-18#t2135w12,2026-03-18,Mr. M. LeBlanc,344,0.852,0.000352
2026-03-18#t2135w13,2026-03-18,Mr. M. LeBlanc,243,0.564,0.000183
2026-03-18#t2135w14,2026-03-18,Mr. M. LeBlanc,298,0.668,0.000185
2026-03-18#t2135w15,2026-03-18,Mr. M. LeBlanc,271,0.583,0.000339
2026-03-18#t2135w16,2026-03-18,Mr. M. LeBlanc,346,1.0,0.000177
2026-03-18#t2135w17,2026-03-18,Mr. M. LeBlanc,273,1.0,0.000174
2026-03-18#t2135w18,2026-03-18,Mr. M. LeBlanc,300,0.813,0.000328
2026-03-18#t2135w19,2026-03-18,Mr. M. LeBlanc,339,0.708,0.000171
2026-03-18#t2135w20,2026-03-18,Mr. M. LeBlanc,298,0.628,0.000451
2026-03-18#t2135w21,2026-03-18,Mr. M. LeBlanc,277,1.0,0.000386
2026-03-18#t2135w22,2026-03-18,Mr. M. LeBlanc,209,0.526,0.000199
2026-03-18#t2135w23,2026-03-18,Mr. M. LeBlanc,346,1.0,0.000238
2026-03-18#t2135w24,2026-03-18,Mr. M. LeBlanc,336,0.818,0.000224
2026-03-18#t2135w25,2026-03-18,Mr. M. LeBlanc,301,0.405,0.000254
2026-03-18#t2135w26,2026-03-18,Mr. M. LeBlanc,355,0.741,0.000173
2026-03-18#t2135w27,2026-03-18,Mr. M. LeBlanc,326,0.617,0.00036
2026-03-18#t2135w28,2026-03-18,Mr. M. LeBlanc,278,0.673,0.000198
2026-03-18#t2135w29,2026-03-18,Mr. M. LeBlanc,272,0.89,0.000259
2026-03-19#t2136w0,2026-03-19,Mr. M. LeBlanc,54,0.389,0.00295
2026-03-20#t2137w0,2026-03-20,Ms. Vautour,83,0.0,0.712223
2026-03-20#t2140w0,2026-03-20,Ms. Mitton,65,0.0,0.942176
2026-03-20#t2141w0,2026-03-20,Mr. Savoie,85,0.0,0.023595
2026-03-20#t2143w0,2026-03-20,Hon. Ms. Miles,249,1.0,0.000198
2026-03-20#t2144w0,2026-03-20,Mr. Savoie,120,0.95,0.997837
2026-03-20#t2145w0,2026-03-20,Mr. Johnston,113,0.0,0.004868
2026-03-20#t2146w0,2026-03-20,Ms. M. Johnson,251,1.0,0.001227
2026-03-20#t2147w0,2026-03-20,Ms. Vautour,203,0.0,0.000189
2026-03-20#t2148w0,2026-03-20,Mr. Monahan,148,1.0,0.00017
2026-03-20#t2149w0,2026-03-20,Hon. Mr. Gauvin,124,0.0,0.000171
2026-03-20#t2150w0,2026-03-20,Ms. Bockus,156,1.0,0.964653
2026-03-20#t2151w0,2026-03-20,Mr. Coon,156,0.974,0.000191
2026-03-20#t2152w0,2026-03-20,Ms. Mitton,208,1.0,0.000203
2026-03-20#t2153w0,2026-03-20,Ms. Scott-Wallace,128,1.0,0.000171
2026-03-20#t2154w0,2026-03-20,Ms. Mitton,162,1.0,0.000174
2026-03-20#t2155w0,2026-03-20,Mr. J. LeBlanc,154,0.0,0.996618
2026-03-20#t2156w0,2026-03-20,Mr. Weir,143,1.0,0.206525
2026-03-20#t2157w0,2026-03-20,Ms. Vautour,164,0.0,0.000172
2026-03-20#t2158w0,2026-03-20,Ms. Conroy,153,1.0,0.0003
2026-03-20#t2159w0,2026-03-20,Mr. Robichaud,127,0.425,0.004054
2026-03-20#t2160w0,2026-03-20,Mr. Austin,138,1.0,0.009194
2026-03-20#t2161w0,2026-03-20,Mr. Johnston,147,1.0,0.000169
2026-03-20#t2162w0,2026-03-20,Mr. Hogan,142,1.0,0.004313
2026-03-20#t2163w0,2026-03-20,Mr. Savoie,145,0.945,0.59439
2026-03-20#t2164w0,2026-03-20,Hon. Ms. Holt,166,1.0,0.000171
2026-03-20#t2165w0,2026-03-20,Mr. Savoie,136,1.0,0.003352
2026-03-20#t2166w0,2026-03-20,Hon. Ms. Holt,179,0.0,0.301707
2026-03-20#t2167w0,2026-03-20,Mr. Savoie,153,0.771,0.008352
2026-03-20#t2168w0,2026-03-20,Hon. Ms. Holt,190,1.0,0.000172
2026-03-20#t2169w0,2026-03-20,Mr. Savoie,126,1.0,0.000853
2026-03-20#t2170w0,2026-03-20,Hon. Mr. Finnigan,134,0.0,0.000321
2026-03-20#t2171w0,2026-03-20,Mr. Savoie,149,1.0,0.000541
2026-03-20#t2172w0,2026-03-20,Hon. Mr. Finnigan,163,0.975,0.999098
2026-03-20#t2173w0,2026-03-20,Mr. Savoie,155,1.0,0.000173
2026-03-20#t2174w0,2026-03-20,Hon. Mr. Finnigan,166,1.0,0.000207
2026-03-20#t2175w0,2026-03-20,Ms. Scott-Wallace,174,1.0,0.00845
2026-03-20#t2176w0,2026-03-20,Hon. Mr. Finnigan,137,0.985,0.000877
2026-03-20#t2177w0,2026-03-20,Ms. Scott-Wallace,207,1.0,0.000176
2026-03-20#t2178w0,2026-03-20,Hon. Mr. McKee,142,1.0,0.066217
2026-03-20#t2181w0,2026-03-20,Ms. Scott-Wallace,173,1.0,0.000172
2026-03-20#t2182w0,2026-03-20,Hon. Mr. Gauvin,186,0.0,0.00028
2026-03-20#t2183w0,2026-03-20,Mr. Hogan,137,1.0,0.000189
2026-03-20#t2184w0,2026-03-20,Hon. Mr. Dornan,115,1.0,0.487298
2026-03-20#t2185w0,2026-03-20,Mr. Hogan,160,1.0,0.138672
2026-03-20#t2186w0,2026-03-20,Hon. Mr. Dornan,73,1.0,0.025479
2026-03-20#t2187w0,2026-03-20,Mr. Hogan,94,1.0,0.061933
2026-03-20#t2188w0,2026-03-20,Hon. Mr. Dornan,64,1.0,0.370421
2026-03-20#t2189w0,2026-03-20,Mr. Lee,165,1.0,0.000173
2026-03-20#t2190w0,2026-03-20,Hon. C. Johnson,83,1.0,0.012429
2026-03-20#t2191w0,2026-03-20,Mr. Lee,143,1.0,0.018231
2026-03-20#t2192w0,2026-03-20,Hon. C. Johnson,132,0.0,0.001158
2026-03-20#t2193w0,2026-03-20,Mr. Lee,166,1.0,0.584041
2026-03-20#t2195w0,2026-03-20,Mr. Monahan,156,1.0,0.006551
2026-03-20#t2196w0,2026-03-20,Hon. Ms. Holt,214,1.0,0.000566
2026-03-20#t2198w0,2026-03-20,Hon. Ms. Thériault,153,0.373,0.000266
2026-03-20#t2199w0,2026-03-20,Ms. M. Wilson,172,1.0,0.966842
2026-03-20#t2200w0,2026-03-20,Ms. Mitton,155,1.0,0.997585
2026-03-20#t2201w0,2026-03-20,Hon. Ms. Miles,170,0.829,0.000344
2026-03-20#t2202w0,2026-03-20,Ms. M. Johnson,198,0.97,0.000173
2026-03-20#t2203w0,2026-03-20,Mr. Coon,187,0.979,0.000173
2026-03-20#t2204w0,2026-03-20,Hon. Mr. Gauvin,159,0.0,0.000177
2026-03-20#t2205w0,2026-03-20,Mr. Hogan,107,0.0,0.000179
2026-03-20#t2206w0,2026-03-20,Ms. Mitton,165,0.448,0.00017
2026-03-20#t2207w0,2026-03-20,Mr. M. LeBlanc,282,0.135,0.000289
2026-03-20#t2207w1,2026-03-20,Mr. M. LeBlanc,339,0.0,0.000251
2026-03-20#t2208w0,2026-03-20,Ms. Scott-Wallace,333,1.0,0.000181
2026-03-20#t2208w1,2026-03-20,Ms. Scott-Wallace,245,1.0,0.000178
2026-03-20#t2208w2,2026-03-20,Ms. Scott-Wallace,255,1.0,0.00167
2026-03-20#t2208w3,2026-03-20,Ms. Scott-Wallace,357,1.0,0.00023
2026-03-20#t2208w4,2026-03-20,Ms. Scott-Wallace,163,1.0,0.981896
2026-03-20#t2209w0,2026-03-20,Mr. Coon,272,1.0,0.000331
2026-03-20#t2209w1,2026-03-20,Mr. Coon,341,1.0,0.000171
2026-03-20#t2209w2,2026-03-20,Mr. Coon,350,0.806,0.000292
2026-03-20#t2209w3,2026-03-20,Mr. Coon,317,0.896,0.000202
2026-03-20#t2209w4,2026-03-20,Mr. Coon,331,0.849,0.000181
2026-03-20#t2209w5,2026-03-20,Mr. Coon,301,0.917,0.000227
2026-03-20#t2210w0,2026-03-20,Mr. Hogan,339,1.0,0.000224
2026-03-20#t2210w1,2026-03-20,Mr. Hogan,97,1.0,0.826946
2026-03-20#t2211w0,2026-03-20,Mr. Coon,310,0.987,0.000196
2026-03-20#t2211w1,2026-03-20,Mr. Coon,332,1.0,0.000321
2026-03-20#t2211w2,2026-03-20,Mr. Coon,217,1.0,0.80828
2026-03-20#t2212w0,2026-03-20,Mr. Coon,122,1.0,0.001872
2026-03-20#t2214w0,2026-03-20,Madam Speaker,313,0.859,0.000193
2026-03-20#t2214w1,2026-03-20,Madam Speaker,316,0.873,0.000169
2026-03-20#t2214w2,2026-03-20,Madam Speaker,260,0.927,0.002525
2026-03-20#t2214w3,2026-03-20,Madam Speaker,338,0.861,0.000203
2026-03-20#t2214w4,2026-03-20,Madam Speaker,310,1.0,0.000191
2026-03-20#t2214w5,2026-03-20,Madam Speaker,348,1.0,0.000202
2026-03-20#t2214w6,2026-03-20,Madam Speaker,336,1.0,0.000521
2026-03-20#t2214w7,2026-03-20,Madam Speaker,316,0.684,0.00017
2026-03-20#t2214w8,2026-03-20,Madam Speaker,322,1.0,0.000228
2026-03-20#t2214w9,2026-03-20,Madam Speaker,331,0.867,0.000224
2026-03-20#t2214w10,2026-03-20,Madam Speaker,301,0.817,0.000178
2026-03-20#t2214w11,2026-03-20,Madam Speaker,342,1.0,0.000241
2026-03-20#t2214w12,2026-03-20,Madam Speaker,304,1.0,0.000395
2026-03-20#t2214w13,2026-03-20,Madam Speaker,312,1.0,0.000173
2026-03-20#t2214w14,2026-03-20,Madam Speaker,270,0.985,0.00048
2026-03-20#t2216w0,2026-03-20,Hon. Mr. Dornan,348,0.945,0.000208
2026-03-20#t2216w1,2026-03-20,Hon. Mr. Dornan,349,0.903,0.000189
2026-03-20#t2216w2,2026-03-20,Hon. Mr. Dornan,289,0.955,0.205897
2026-03-20#t2216w3,2026-03-20,Hon. Mr. Dornan,235,1.0,0.000222
2026-03-20#t2216w4,2026-03-20,Hon. Mr. Dornan,325,0.954,0.00017
2026-03-20#t2216w5,2026-03-20,Hon. Mr. Dornan,354,0.963,0.000189
2026-03-20#t2216w6,2026-03-20,Hon. Mr. Dornan,302,0.914,0.0006
2026-03-20#t2216w7,2026-03-20,Hon. Mr. Dornan,291,0.883,0.000198
2026-03-20#t2216w8,2026-03-20,Hon. Mr. Dornan,241,1.0,0.000194
2026-03-20#t2216w9,2026-03-20,Hon. Mr. Dornan,333,1.0,0.000198
2026-03-20#t2216w10,2026-03-20,Hon. Mr. Dornan,345,0.881,0.000191
2026-03-20#t2217w0,2026-03-20,Mr. Savoie,319,0.746,0.011548
2026-03-20#t2217w1,2026-03-20,Mr. Savoie,226,1.0,0.000456
2026-03-20#t2217w2,2026-03-20,Mr. Savoie,232,1.0,0.011679
2026-03-20#t2217w3,2026-03-20,Mr. Savoie,328,1.0,0.000175
2026-03-20#t2217w4,2026-03-20,Mr. Savoie,273,1.0,0.000245
2026-03-20#t2218w0,2026-03-20,Mr. Doucet,59,0.0,0.000234
2026-03-20#t2221w0,2026-03-20,Mr. Deputy Speaker,56,0.0,0.022035
2026-03-20#t2222w0,2026-03-20,Mr. Savoie,87,1.0,0.013476
2026-03-20#t2223w0,2026-03-20,M. Savoie,260,0.988,0.000676
2026-03-20#t2223w1,2026-03-20,M. Savoie,333,1.0,0.000205
2026-03-20#t2223w2,2026-03-20,M. Savoie,230,1.0,0.000182
2026-03-20#t2223w3,2026-03-20,M. Savoie,328,1.0,0.000176
2026-03-20#t2223w4,2026-03-20,M. Savoie,284,1.0,0.000238
2026-03-20#t2223w5,2026-03-20,M. Savoie,337,1.0,0.000251
2026-03-20#t2223w6,2026-03-20,M. Savoie,336,1.0,0.000173
2026-03-20#t2223w7,2026-03-20,M. Savoie,297,1.0,0.326966
2026-03-20#t2223w8,2026-03-20,M. Savoie,302,1.0,0.00019
2026-03-20#t2223w9,2026-03-20,M. Savoie,209,1.0,0.000172
2026-03-20#t2224w0,2026-03-20,Mr. Savoie,348,1.0,0.003999
2026-03-20#t2224w1,2026-03-20,Mr. Savoie,306,1.0,0.003493
2026-03-20#t2224w2,2026-03-20,Mr. Savoie,304,1.0,0.00392
2026-03-20#t2224w3,2026-03-20,Mr. Savoie,348,1.0,0.000285
2026-03-20#t2224w4,2026-03-20,Mr. Savoie,187,1.0,0.050761
2026-03-20#t2226w0,2026-03-20,Mr. Savoie,116,1.0,0.035776
2026-03-20#t2228w0,2026-03-20,Hon. Ms. Miles,327,1.0,0.000185
2026-03-20#t2228w1,2026-03-20,Hon. Ms. Miles,339,0.829,0.072865
2026-03-20#t2228w2,2026-03-20,Hon. Ms. Miles,353,1.0,0.00024
2026-03-20#t2228w3,2026-03-20,Hon. Ms. Miles,249,0.799,0.000319
2026-03-20#t2228w4,2026-03-20,Hon. Ms. Miles,352,1.0,0.000179
2026-03-20#t2228w5,2026-03-20,Hon. Ms. Miles,272,0.838,0.000302
2026-03-20#t2229w0,2026-03-20,Hon. Ms. Miles,286,0.731,0.000177
2026-03-20#t2229w1,2026-03-20,Hon. Ms. Miles,154,1.0,0.000191
2026-03-20#t2230w0,2026-03-20,Hon. Ms. Miles,240,1.0,0.000171
2026-03-20#t2232w0,2026-03-20,Ms. M. Johnson,78,1.0,0.000457
2026-03-20#t2233w0,2026-03-20,Ms. M. Johnson,185,1.0,0.000221
2026-03-20#t2234w0,2026-03-20,Ms. M. Johnson,281,1.0,0.000193
2026-03-20#t2234w1,2026-03-20,Ms. M. Johnson,350,0.843,0.000265
2026-03-20#t2234w2,2026-03-20,Ms. M. Johnson,328,1.0,0.000211
2026-03-20#t2234w3,2026-03-20,Ms. M. Johnson,338,1.0,0.000333
2026-03-20#t2234w4,2026-03-20,Ms. M. Johnson,332,0.714,0.000177
2026-03-20#t2234w5,2026-03-20,Ms. M. Johnson,337,1.0,0.000175
2026-03-20#t2234w6,2026-03-20,Ms. M. Johnson,284,1.0,0.002646
2026-03-20#t2234w7,2026-03-20,Ms. M. Johnson,292,0.729,0.000373
2026-03-20#t2234w8,2026-03-20,Ms. M. Johnson,320,1.0,0.0002
2026-03-20#t2234w9,2026-03-20,Ms. M. Johnson,311,1.0,0.000312
2026-03-20#t2235w0,2026-03-20,Ms. M. Johnson,319,1.0,0.000204
2026-03-20#t2235w1,2026-03-20,Ms. M. Johnson,327,1.0,0.000226
2026-03-20#t2235w2,2026-03-20,Ms. M. Johnson,352,0.611,0.000191
2026-03-20#t2235w3,2026-03-20,Ms. M. Johnson,327,1.0,0.000179
2026-03-20#t2235w4,2026-03-20,Ms. M. Johnson,315,1.0,0.0005
2026-03-20#t2235w5,2026-03-20,Ms. M. Johnson,154,1.0,0.000581
2026-03-20#t2236w0,2026-03-20,Ms. Vautour,358,0.061,0.783764
2026-03-20#t2236w1,2026-03-20,Ms. Vautour,314,0.42,0.582218
2026-03-20#t2236w2,2026-03-20,Ms. Vautour,295,0.098,0.011707
2026-03-20#t2236w3,2026-03-20,Ms. Vautour,281,0.0,0.000408
2026-03-20#t2236w4,2026-03-20,Ms. Vautour,321,0.495,0.99975
2026-03-20#t2236w5,2026-03-20,Ms. Vautour,352,0.0,0.292581
2026-03-20#t2236w6,2026-03-20,Ms. Vautour,310,0.0,0.006312
2026-03-20#t2236w7,2026-03-20,Ms. Vautour,339,0.0,0.000206
2026-03-20#t2236w8,2026-03-20,Ms. Vautour,145,0.0,0.006571
2026-03-24#t2238w0,2026-03-24,Hon. Mr. Gauvin,153,1.0,0.151711
2026-03-24#t2239w0,2026-03-24,Mr. Austin,151,1.0,0.006273
2026-03-24#t2240w0,2026-03-24,Hon. Mr. McKee,164,1.0,0.017212
2026-03-24#t2241w0,2026-03-24,Ms. Wilcott,143,1.0,0.000241
2026-03-24#t2242w0,2026-03-24,Mr. Bourque,56,1.0,0.828791
2026-03-24#t2243w0,2026-03-24,Hon. Mr. Gauvin,271,1.0,0.000173
2026-03-24#t2244w0,2026-03-24,Ms. M. Johnson,274,0.993,0.000176
2026-03-24#t2245w0,2026-03-24,Mr. Coon,173,0.977,0.001347
2026-03-24#t2246w0,2026-03-24,Hon. Ms. Miles,241,1.0,0.000293
2026-03-24#t2247w0,2026-03-24,Ms. Conroy,271,1.0,0.000274
2026-03-24#t2248w0,2026-03-24,Mr. Johnston,212,0.981,0.000496
2026-03-24#t2249w0,2026-03-24,Mr. Monahan,171,1.0,0.000262
2026-03-24#t2250w0,2026-03-24,Hon. C. Johnson,126,0.0,0.57443
2026-03-24#t2251w0,2026-03-24,Mr. Russell,132,1.0,0.001452
2026-03-24#t2252w0,2026-03-24,Ms. Mitton,163,1.0,0.000263
2026-03-24#t2253w0,2026-03-24,Mr. Russell,146,1.0,0.000213
2026-03-24#t2254w0,2026-03-24,Ms. Mitton,165,1.0,0.000209
2026-03-24#t2255w0,2026-03-24,Ms. Sodhi,131,1.0,0.000175
2026-03-24#t2256w0,2026-03-24,Ms. M. Johnson,205,1.0,0.000263
2026-03-24#t2257w0,2026-03-24,Ms. Wilcott,157,1.0,0.045112
2026-03-24#t2258w0,2026-03-24,Mr. Austin,161,1.0,0.000776
2026-03-24#t2259w0,2026-03-24,Mr. Bourque,148,0.0,0.000175
2026-03-24#t2260w0,2026-03-24,Mr. Cullins,159,0.975,0.001755
2026-03-24#t2261w0,2026-03-24,Mr. Mallet,138,0.0,0.000221
2026-03-24#t2262w0,2026-03-24,Ms. S. Wilson,149,0.973,0.001821
2026-03-24#t2263w0,2026-03-24,Mr. Savoie,181,0.956,0.000171
2026-03-24#t2264w0,2026-03-24,Hon. Ms. Holt,199,1.0,0.000174
2026-03-24#t2265w0,2026-03-24,Mr. Savoie,132,1.0,0.019276
2026-03-24#t2266w0,2026-03-24,Hon. Ms. Holt,157,0.0,0.000177
2026-03-24#t2267w0,2026-03-24,Mr. Savoie,169,1.0,0.013262
2026-03-24#t2268w0,2026-03-24,Hon. Mr. Finnigan,138,0.971,0.000169
2026-03-24#t2269w0,2026-03-24,Mr. Savoie,112,0.893,0.000172
2026-03-24#t2270w0,2026-03-24,Hon. Mr. Finnigan,135,0.941,0.979243
2026-03-24#t2271w0,2026-03-24,Mr. Savoie,165,1.0,0.000389
2026-03-24#t2272w0,2026-03-24,Hon. Mr. Finnigan,117,0.051,0.992422
2026-03-24#t2273w0,2026-03-24,Mr. Savoie,168,1.0,0.001986
2026-03-24#t2274w0,2026-03-24,Hon. Mr. Finnigan,112,0.0,0.04775
2026-03-24#t2275w0,2026-03-24,Mr. Austin,167,1.0,0.146553
2026-03-24#t2276w0,2026-03-24,Hon. C. Chiasson,166,1.0,0.000267
2026-03-24#t2277w0,2026-03-24,Mr. Austin,150,1.0,0.001142
2026-03-24#t2278w0,2026-03-24,Hon. C. Chiasson,159,1.0,0.000303
2026-03-24#t2279w0,2026-03-24,Mr. Austin,232,1.0,0.000178
2026-03-24#t2280w0,2026-03-24,Hon. C. Chiasson,143,1.0,0.000576
2026-03-24#t2281w0,2026-03-24,Ms. Scott-Wallace,161,1.0,0.000407
2026-03-24#t2282w0,2026-03-24,Hon. Mr. Finnigan,143,0.559,0.000172
2026-03-24#t2283w0,2026-03-24,Ms. Scott-Wallace,185,1.0,0.000193
2026-03-24#t2284w0,2026-03-24,Hon. K. Chiasson,138,1.0,0.000183
2026-03-24#t2285w0,2026-03-24,Ms. Scott-Wallace,189,1.0,0.00025
2026-03-24#t2286w0,2026-03-24,Hon. Mr. Hickey,145,1.0,0.95661
2026-03-24#t2288w0,2026-03-24,Mr. Coon,145,1.0,0.00017
2026-03-24#t2289w0,2026-03-24,Hon. Mr. LePage,144,0.0,0.691742
2026-03-24#t2290w0,2026-03-24,Mr. Coon,156,1.0,0.410104
2026-03-24#t2291w0,2026-03-24,Hon. Mr. LePage,142,0.0,0.009623
2026-03-24#t2292w0,2026-03-24,Mr. Monahan,134,1.0,0.000182
2026-03-24#t2293w0,2026-03-24,Hon. Mr. Kennedy,186,1.0,0.000178
2026-03-24#t2295w0,2026-03-24,Madam Speaker,258,0.69,0.000271
2026-03-24#t2295w1,2026-03-24,Madam Speaker,224,0.888,0.286494
2026-03-24#t2296w0,2026-03-24,Ms. Conroy,246,1.0,0.000256
2026-03-24#t2297w0,2026-03-24,Ms. Mitton,332,1.0,0.003466
2026-03-24#t2298w0,2026-03-24,Hon. Mr. Herron,265,0.811,0.000412
2026-03-24#t2298w1,2026-03-24,Hon. Mr. Herron,138,0.971,0.000291
2026-03-24#t2299w0,2026-03-24,Mr. Austin,265,1.0,0.00017
2026-03-24#t2299w1,2026-03-24,Mr. Austin,248,1.0,0.000245
2026-03-24#t2300w0,2026-03-24,Mr. Coon,334,1.0,0.000173
2026-03-24#t2300w1,2026-03-24,Mr. Coon,54,1.0,0.33713
2026-03-24#t2301w0,2026-03-24,Hon. Mr. Dornan,292,0.877,0.000174
2026-03-24#t2302w0,2026-03-24,Mr. Hogan,335,1.0,0.013458
2026-03-24#t2303w0,2026-03-24,Mr. Coon,360,0.989,0.001592
2026-03-24#t2304w0,2026-03-24,Mr. Coon,327,1.0,0.0002
2026-03-24#t2304w1,2026-03-24,Mr. Coon,252,0.857,0.000175
2026-03-24#t2305w0,2026-03-24,Mr. M. LeBlanc,329,0.796,0.00024
2026-03-24#t2305w1,2026-03-24,Mr. M. LeBlanc,345,1.0,0.002932
2026-03-24#t2305w2,2026-03-24,Mr. M. LeBlanc,324,1.0,0.001347
2026-03-24#t2305w3,2026-03-24,Mr. M. LeBlanc,208,0.981,0.136505
2026-03-24#t2306w0,2026-03-24,Mr. Cullins,356,1.0,0.000249
2026-03-24#t2306w1,2026-03-24,Mr. Cullins,154,1.0,0.000173
2026-03-24#t2307w0,2026-03-24,Ms. Mitton,282,0.986,0.000178
2026-03-24#t2307w1,2026-03-24,Ms. Mitton,328,0.637,0.000177
2026-03-24#t2307w2,2026-03-24,Ms. Mitton,246,0.626,0.000216
2026-03-24#t2308w0,2026-03-24,Mr. Weir,352,1.0,0.000254
2026-03-24#t2308w1,2026-03-24,Mr. Weir,266,1.0,0.00025
2026-03-24#t2309w0,2026-03-24,Ms. Mitton,339,0.838,0.0002
2026-03-24#t2309w1,2026-03-24,Ms. Mitton,320,0.728,0.002083
2026-03-24#t2309w2,2026-03-24,Ms. Mitton,321,0.234,0.00017
2026-03-24#t2310w0,2026-03-24,Mr. Weir,303,1.0,0.000295
2026-03-24#t2310w1,2026-03-24,Mr. Weir,328,1.0,0.000224
2026-03-24#t2310w2,2026-03-24,Mr. Weir,314,0.911,0.000192
2026-03-24#t2310w3,2026-03-24,Mr. Weir,294,0.69,0.000194
2026-03-24#t2310w4,2026-03-24,Mr. Weir,350,0.511,0.000323
2026-03-24#t2311w0,2026-03-24,Mr. Weir,321,1.0,0.001002
2026-03-24#t2311w1,2026-03-24,Mr. Weir,324,1.0,0.000174
2026-03-24#t2314w0,2026-03-24,Madam Speaker,323,0.0,0.000316
2026-03-24#t2314w1,2026-03-24,Madam Speaker,292,0.0,0.000219
2026-03-24#t2314w2,2026-03-24,Madam Speaker,292,0.0,0.995066
2026-03-24#t2314w3,2026-03-24,Madam Speaker,350,0.026,0.000176
2026-03-24#t2314w4,2026-03-24,Madam Speaker,332,0.0,0.000314
2026-03-24#t2314w5,2026-03-24,Madam Speaker,359,0.164,0.000171
2026-03-24#t2314w6,2026-03-24,Madam Speaker,278,0.0,0.853248
2026-03-24#t2314w7,2026-03-24,Madam Speaker,327,0.0,0.001047
2026-03-24#t2314w8,2026-03-24,Madam Speaker,91,0.0,0.999751
2026-03-24#t2317w0,2026-03-24,Mr. Austin,283,1.0,0.000176
2026-03-24#t2317w1,2026-03-24,Mr. Austin,100,1.0,0.001377
2026-03-24#t2318w0,2026-03-24,Mr. Austin,272,1.0,0.000213
2026-03-24#t2318w1,2026-03-24,Mr. Austin,356,1.0,0.000172
2026-03-24#t2318w2,2026-03-24,Mr. Austin,292,1.0,0.00018
2026-03-24#t2318w3,2026-03-24,Mr. Austin,291,1.0,0.000178
2026-03-24#t2318w4,2026-03-24,Mr. Austin,281,1.0,0.00022
2026-03-24#t2318w5,2026-03-24,Mr. Austin,274,1.0,0.000211
2026-03-24#t2318w6,2026-03-24,Mr. Austin,273,1.0,0.018457
2026-03-24#t2318w7,2026-03-24,Mr. Austin,307,1.0,0.000287
