seg_id,date,speaker,section,n_words,orig_frac,n_tok,logppl,xppl,score
2025-11-18#t1020w5,2025-11-18,Mr. Austin,Affordability and housing,324,0.914,398,2.5636,2.54301,1.0081
2025-11-19#t1023w0,2025-11-19,Hon. Ms. Boudreau,Affordability and housing,171,0.0,218,2.73488,2.64349,1.03457
2025-11-19#t1024w0,2025-11-19,Mr. Russell,Affordability and housing,140,1.0,178,2.32016,2.49142,0.93126
2025-11-19#t1025w0,2025-11-19,Mr. Bourque,Affordability and housing,130,0.0,168,2.61937,2.62294,0.99864
2025-11-19#t1026w0,2025-11-19,Ms. M. Johnson,Affordability and housing,327,1.0,409,2.41696,2.41462,1.00097
2025-11-19#t1027w0,2025-11-19,Hon. Ms. Holt,Affordability and housing,198,1.0,253,2.25789,2.15704,1.04676
2025-11-19#t1028w0,2025-11-19,Ms. Bockus,Affordability and housing,151,1.0,183,2.66885,2.70911,0.98514
2025-11-19#t1029w0,2025-11-19,Mr. Coon,Affordability and housing,144,1.0,197,1.99293,2.19625,0.90742
2025-11-19#t1030w0,2025-11-19,Mr. Johnston,Affordability and housing,136,0.971,192,2.76641,2.66995,1.03613
2025-11-19#t1031w0,2025-11-19,Mr. Oliver,Affordability and housing,146,1.0,190,2.41523,2.31257,1.04439
2025-11-19#t1032w0,2025-11-19,Ms. Mitton,Affordability and housing,162,1.0,210,1.85043,1.98414,0.93261
2025-11-19#t1033w0,2025-11-19,Mr. Weir,Affordability and housing,153,1.0,194,2.4624,2.53491,0.9714
2025-11-19#t1034w0,2025-11-19,Ms. Mitton,Affordability and housing,168,1.0,209,2.44225,2.40947,1.0136
2025-11-19#t1035w0,2025-11-19,Mr. J. LeBlanc,Affordability and housing,105,1.0,130,2.64648,2.58906,1.02218
2025-11-19#t1036w0,2025-11-19,Ms. Conroy,Affordability and housing,153,1.0,202,2.3105,2.18188,1.05895
2025-11-19#t1037w0,2025-11-19,Ms. Vautour,Affordability and housing,147,0.0,177,2.48637,2.74007,0.90741
2025-11-19#t1038w0,2025-11-19,Mr. Hogan,Affordability and housing,148,1.0,190,2.80732,2.63729,1.06447
2025-11-19#t1039w0,2025-11-19,Mr. Robichaud,Affordability and housing,168,0.202,216,2.52947,2.38006,1.06277
2025-11-19#t1040w0,2025-11-19,Mr. Lee,Affordability and housing,157,1.0,196,2.55184,2.72585,0.93616
2025-11-19#t1041w0,2025-11-19,Ms. Wilcott,Affordability and housing,83,0.602,104,2.37489,2.29449,1.03504
2025-11-19#t1042w0,2025-11-19,Mr. Austin,Affordability and housing,184,1.0,230,2.89656,2.69081,1.07646
2025-11-19#t1043w0,2025-11-19,Mr. Savoie,Affordability and housing,110,1.0,130,2.34813,2.29497,1.02317
2025-11-19#t1044w0,2025-11-19,Hon. Ms. Holt,Affordability and housing,154,0.0,192,2.45593,2.43109,1.01021
2025-11-19#t1046w0,2025-11-19,Hon. Mr. McKee,Affordability and housing,156,1.0,204,2.56256,2.32819,1.10067
2025-11-19#t1048w0,2025-11-19,Hon. Mr. McKee,Affordability and housing,67,1.0,89,2.37918,2.47554,0.96108
2025-11-19#t1049w0,2025-11-19,Hon. Mr. McKee,Affordability and housing,93,1.0,119,2.80057,2.57984,1.08556
2025-11-19#t1050w0,2025-11-19,Mr. Savoie,Affordability and housing,168,1.0,212,2.07386,2.1096,0.98306
2025-11-19#t1051w0,2025-11-19,Hon. Mr. Dornan,Affordability and housing,178,1.0,225,2.65335,2.6389,1.00547
2025-11-19#t1052w0,2025-11-19,Mr. Savoie,Affordability and housing,114,1.0,134,2.65296,2.59759,1.02131
2025-11-19#t1053w0,2025-11-19,Hon. Mr. Dornan,Affordability and housing,187,1.0,218,2.47805,2.60111,0.95269
2025-11-19#t1054w0,2025-11-19,Mr. Savoie,Affordability and housing,85,1.0,99,2.48304,2.29784,1.0806
2025-11-19#t1055w0,2025-11-19,Hon. Mr. Dornan,Affordability and housing,148,1.0,180,2.73126,2.70059,1.01135
2025-11-19#t1056w0,2025-11-19,Mr. Savoie,Affordability and housing,72,1.0,92,2.6632,2.65763,1.0021
2025-11-19#t1057w0,2025-11-19,Hon. Mr. Dornan,Affordability and housing,115,1.0,137,2.77546,2.72435,1.01876
2025-11-19#t1058w0,2025-11-19,Mr. Austin,Affordability and housing,185,1.0,226,2.65695,2.53204,1.04933
2025-11-19#t1059w0,2025-11-19,Hon. Mr. Herron,Affordability and housing,104,1.0,123,2.81556,2.53784,1.10943
2025-11-19#t1060w0,2025-11-19,Mr. Austin,Affordability and housing,183,1.0,243,2.22287,2.26324,0.98216
2025-11-19#t1061w0,2025-11-19,Hon. Mr. Herron,Affordability and housing,111,1.0,152,2.20595,2.24086,0.98442
2025-11-19#t1062w0,2025-11-19,Mr. Austin,Affordability and housing,183,1.0,230,2.7015,2.51386,1.07464
2025-11-19#t1063w0,2025-11-19,Hon. Mr. Herron,Affordability and housing,174,1.0,211,2.932,2.76192,1.06158
2025-11-19#t1064w0,2025-11-19,Mr. Monahan,Affordability and housing,155,1.0,197,2.62626,2.44197,1.07547
2025-11-19#t1065w0,2025-11-19,Hon. Mr. McKee,Affordability and housing,151,1.0,199,2.27081,2.2684,1.00106
2025-11-19#t1066w0,2025-11-19,M. Monahan,Affordability and housing,149,0.0,185,2.60332,2.4966,1.04275
2025-11-19#t1067w0,2025-11-19,Hon. Mr. McKee,Affordability and housing,138,0.0,169,2.74669,2.65102,1.03609
2025-11-19#t1068w0,2025-11-19,Mr. Monahan,Affordability and housing,152,1.0,192,3.01993,2.75136,1.09761
2025-11-19#t1069w0,2025-11-19,Hon. Mr. McKee,Affordability and housing,151,1.0,186,2.87517,2.81556,1.02117
2025-11-19#t1070w0,2025-11-19,Mr. Coon,Affordability and housing,150,1.0,181,2.97472,2.89978,1.02584
2025-11-19#t1071w0,2025-11-19,Hon. K. Chiasson,Affordability and housing,107,1.0,132,2.93325,2.88332,1.01732
2025-11-19#t1072w0,2025-11-19,Mr. Coon,Affordability and housing,127,1.0,160,2.78802,2.46758,1.12986
2025-11-19#t1073w0,2025-11-19,Hon. K. Chiasson,Affordability and housing,101,1.0,126,2.65541,2.35861,1.12584
2025-11-19#t1074w0,2025-11-19,Mr. Coon,Affordability and housing,124,0.137,147,2.77199,2.55401,1.08535
2025-11-19#t1075w0,2025-11-19,Hon. K. Chiasson,Affordability and housing,141,0.972,176,2.47015,2.37559,1.0398
2025-11-19#t1076w0,2025-11-19,Mr. Savoie,Affordability and housing,153,1.0,202,2.74261,2.63684,1.04011
2025-11-19#t1077w0,2025-11-19,Hon. Ms. Holt,Affordability and housing,74,0.527,98,2.54888,2.48236,1.0268
2025-11-19#t1079w0,2025-11-19,Hon. Ms. Holt,Affordability and housing,94,1.0,113,2.90127,2.83858,1.02209
2025-11-19#t1081w0,2025-11-19,Mr. J. LeBlanc,Affordability and housing,104,0.0,138,2.75081,2.48499,1.10697
2025-11-19#t1082w0,2025-11-19,Hon. Mr. Herron,Affordability and housing,337,0.772,402,2.20326,2.25212,0.97831
2025-11-19#t1082w1,2025-11-19,Hon. Mr. Herron,Affordability and housing,139,1.0,171,2.78023,2.76016,1.00727
2025-11-19#t1083w0,2025-11-19,Mr. Austin,Affordability and housing,309,1.0,396,2.61906,2.59242,1.01028
2025-11-19#t1083w1,2025-11-19,Mr. Austin,Affordability and housing,280,1.0,351,2.80626,2.7956,1.00382
2025-11-19#t1084w0,2025-11-19,Mr. Coon,Affordability and housing,353,1.0,444,2.47549,2.57384,0.96179
2025-11-19#t1084w1,2025-11-19,Mr. Coon,Affordability and housing,192,1.0,230,3.08961,2.88038,1.07264
2025-11-19#t1085w0,2025-11-19,Hon. Mr. Hickey,Affordability and housing,285,0.775,328,2.33362,2.43342,0.95899
2025-11-19#t1086w0,2025-11-19,Ms. Conroy,Affordability and housing,259,1.0,317,2.37084,2.43087,0.97531
2025-11-19#t1087w0,2025-11-19,Ms. Mitton,Affordability and housing,287,0.829,339,2.53278,2.53329,0.9998
2025-11-19#t1088w0,2025-11-19,Hon. Mr. Dornan,Affordability and housing,163,0.798,190,2.12912,2.15124,0.98972
2025-11-19#t1089w0,2025-11-19,Mr. Hogan,Affordability and housing,207,1.0,242,2.51161,2.41154,1.0415
2025-11-19#t1090w0,2025-11-19,Mr. Coon,Affordability and housing,195,0.851,237,2.47487,2.54765,0.97143
2025-11-19#t1091w0,2025-11-19,Ms. Vautour,Affordability and housing,67,0.0,86,3.21578,3.05529,1.05253
2025-11-19#t1093w0,2025-11-19,Ms. Vautour,Affordability and housing,67,0.0,86,3.21578,3.05529,1.05253
2025-11-19#t1094w0,2025-11-19,Ms. M. Johnson,Affordability and housing,94,0.957,130,2.59643,2.26923,1.14419
2025-11-19#t1096w0,2025-11-19,Madam Speaker,Affordability and housing,286,0.528,370,1.97117,2.04272,0.96497
2025-11-19#t1096w1,2025-11-19,Madam Speaker,Affordability and housing,298,1.0,349,2.55685,2.64005,0.96849
2025-11-19#t1096w2,2025-11-19,Madam Speaker,Affordability and housing,93,1.0,117,2.9187,2.92101,0.99921
2025-11-20#t1098w0,2025-11-20,Mr. Doucet,Affordability and housing,250,1.0,305,2.04806,2.3155,0.8845
2025-11-20#t1099w0,2025-11-20,Ms. Scott-Wallace,Affordability and housing,303,1.0,363,2.27903,2.34202,0.9731
2025-11-20#t1100w0,2025-11-20,Mr. Monahan,Affordability and housing,176,1.0,213,2.34624,2.42813,0.96627
2025-11-20#t1101w0,2025-11-20,Mr. J. LeBlanc,Affordability and housing,148,0.372,184,1.94172,2.15275,0.90197
2025-11-20#t1102w0,2025-11-20,Mr. Hogan,Affordability and housing,142,1.0,193,2.31155,2.28931,1.00971
2025-11-20#t1103w0,2025-11-20,Mr. Coon,Affordability and housing,156,1.0,203,2.31609,2.23169,1.03782
2025-11-20#t1104w0,2025-11-20,Ms. Vautour,Affordability and housing,154,0.0,216,2.35122,2.2215,1.05839
2025-11-20#t1105w0,2025-11-20,Ms. S. Wilson,Affordability and housing,250,1.0,310,2.01463,2.22721,0.90455
2025-11-20#t1106w0,2025-11-20,Ms. Mitton,Affordability and housing,161,1.0,210,1.92358,1.97141,0.97574
2025-11-20#t1107w0,2025-11-20,Ms. Wilcott,Affordability and housing,133,1.0,163,2.69065,2.48378,1.08329
2025-11-20#t1108w0,2025-11-20,Mr. Russell,Affordability and housing,138,1.0,161,2.30195,2.26912,1.01447
2025-11-20#t1109w0,2025-11-20,Ms. Mitton,Affordability and housing,161,1.0,195,2.51128,2.34489,1.07096
2025-11-20#t1110w0,2025-11-20,Mr. Johnston,Affordability and housing,157,0.968,182,2.6844,2.68939,0.99814
2025-11-20#t1111w0,2025-11-20,Mr. Oliver,Affordability and housing,153,1.0,183,2.53059,2.58072,0.98057
2025-11-20#t1112w0,2025-11-20,Mr. Mallet,Affordability and housing,124,0.0,155,2.8116,2.62135,1.07258
2025-11-20#t1113w0,2025-11-20,Ms. Scott-Wallace,Affordability and housing,142,1.0,173,2.80533,2.76797,1.0135
2025-11-20#t1114w0,2025-11-20,Ms. Sodhi,Affordability and housing,138,1.0,171,2.38747,2.26383,1.05462
2025-11-20#t1115w0,2025-11-20,Mr. Cullins,Affordability and housing,144,1.0,176,2.99888,2.9519,1.01592
2025-11-20#t1116w0,2025-11-20,Mr. M. LeBlanc,Affordability and housing,184,1.0,221,2.53114,2.49964,1.0126
2025-11-20#t1117w0,2025-11-20,Ms. S. Wilson,Affordability and housing,150,1.0,183,2.67025,2.88719,0.92486
2025-11-20#t1118w0,2025-11-20,Mr. Savoie,Affordability and housing,145,0.89,195,2.34132,2.37868,0.98429
2025-11-20#t1119w0,2025-11-20,Hon. C. Johnson,Affordability and housing,106,1.0,122,2.75286,2.42652,1.13449
2025-11-20#t1120w0,2025-11-20,Mr. Savoie,Affordability and housing,158,1.0,199,2.72834,2.71509,1.00488
2025-11-20#t1121w0,2025-11-20,Hon. Ms. Holt,Affordability and housing,161,0.894,200,2.74249,2.86092,0.9586
2025-11-20#t1122w0,2025-11-20,Mr. Savoie,Affordability and housing,156,1.0,193,2.72174,2.77789,0.97979
2025-11-20#t1123w0,2025-11-20,Hon. C. Johnson,Affordability and housing,101,1.0,116,2.8242,2.67691,1.05502
2025-11-20#t1124w0,2025-11-20,Mr. Savoie,Affordability and housing,178,1.0,221,2.65872,2.56356,1.03712
2025-11-20#t1125w0,2025-11-20,Hon. C. Johnson,Affordability and housing,110,1.0,136,2.94198,2.74084,1.07339
2025-11-20#t1126w0,2025-11-20,Mr. Savoie,Affordability and housing,55,1.0,71,2.3149,2.44283,0.94763
2025-11-20#t1127w0,2025-11-20,Hon. C. Johnson,Affordability and housing,125,0.0,155,2.59991,2.55712,1.01673
2025-11-20#t1128w0,2025-11-20,Mr. Savoie,Affordability and housing,92,1.0,111,2.64139,2.44223,1.08155
2025-11-20#t1129w0,2025-11-20,Hon. C. Johnson,Affordability and housing,111,1.0,130,2.93069,2.74384,1.0681
2025-11-20#t1130w0,2025-11-20,Ms. M. Johnson,Affordability and housing,115,1.0,163,2.4528,2.27807,1.0767
2025-11-20#t1131w0,2025-11-20,Hon. Mr. Hickey,Affordability and housing,183,1.0,224,2.37388,2.31632,1.02485
2025-11-20#t1132w0,2025-11-20,Ms. M. Johnson,Affordability and housing,160,1.0,216,2.64898,2.5194,1.05143
2025-11-20#t1133w0,2025-11-20,Hon. Mr. Hickey,Affordability and housing,179,1.0,216,2.64309,2.54496,1.03856
2025-11-20#t1134w0,2025-11-20,Ms. M. Johnson,Affordability and housing,186,1.0,226,2.89095,2.82029,1.02506
2025-11-20#t1136w0,2025-11-20,Hon. Mr. Hickey,Affordability and housing,149,1.0,175,3.30745,2.94198,1.12422
2025-11-20#t1139w0,2025-11-20,Mr. Cullins,Affordability and housing,72,1.0,84,3.11913,3.39999,0.91739
2025-11-20#t1140w0,2025-11-20,Hon. Mr. Dornan,Affordability and housing,138,1.0,174,3.05683,2.91204,1.04972
2025-11-20#t1141w0,2025-11-20,Mr. Cullins,Affordability and housing,74,1.0,95,2.68916,2.73919,0.98174
2025-11-20#t1142w0,2025-11-20,Hon. Mr. Dornan,Affordability and housing,122,1.0,160,2.69595,2.64197,1.02043
2025-11-20#t1143w0,2025-11-20,Mr. Coon,Affordability and housing,160,1.0,216,2.48735,2.39104,1.04028
2025-11-20#t1144w0,2025-11-20,Hon. Mr. LePage,Affordability and housing,97,0.0,116,3.00788,2.93036,1.02645
2025-11-20#t1145w0,2025-11-20,Mr. Coon,Affordability and housing,161,1.0,203,2.84747,2.69284,1.05742
2025-11-20#t1146w0,2025-11-20,Hon. K. Chiasson,Affordability and housing,147,1.0,181,2.5689,2.53773,1.01228
2025-11-20#t1147w0,2025-11-20,Mr. Austin,Affordability and housing,144,1.0,162,2.54971,2.42752,1.05034
2025-11-20#t1148w0,2025-11-20,Hon. Mr. Herron,Affordability and housing,157,1.0,184,2.99592,3.00976,0.9954
2025-11-20#t1149w0,2025-11-20,Mr. Austin,Affordability and housing,175,1.0,206,2.85825,2.61366,1.09358
2025-11-20#t1150w0,2025-11-20,Hon. Mr. Herron,Affordability and housing,165,1.0,197,2.55337,2.44675,1.04358
2025-11-20#t1152w0,2025-11-20,Mr. Lee,Affordability and housing,134,1.0,158,2.84835,2.66666,1.06813
2025-11-20#t1153w0,2025-11-20,Hon. C. Johnson,Affordability and housing,120,1.0,152,2.68529,2.4174,1.11082
2025-11-20#t1154w0,2025-11-20,Mr. Lee,Affordability and housing,111,1.0,145,2.73867,2.70243,1.01341
2025-11-20#t1155w0,2025-11-20,Hon. C. Johnson,Affordability and housing,72,1.0,85,2.84248,2.9219,0.97282
2025-11-20#t1157w0,2025-11-20,Hon. Ms. Boudreau,Affordability and housing,167,0.251,227,2.24053,2.17876,1.02835
2025-11-20#t1158w0,2025-11-20,Ms. Scott-Wallace,Affordability and housing,208,1.0,254,2.43356,2.55193,0.95361
2025-11-20#t1159w0,2025-11-20,Ms. Mitton,Affordability and housing,164,0.884,212,2.24338,2.18035,1.02891
2025-11-20#t1161w0,2025-11-20,Hon. Mr. Randall,Affordability and housing,246,0.894,304,2.32525,2.40137,0.9683
2025-11-20#t1162w0,2025-11-20,Mr. Russell,Affordability and housing,129,1.0,156,2.40856,2.45512,0.98104
2025-11-20#t1163w0,2025-11-20,Mr. Coon,Affordability and housing,280,1.0,348,2.67746,2.75277,0.97264
2025-11-20#t1164w0,2025-11-20,Hon. Mr. Finnigan,Affordability and housing,242,0.645,300,2.10096,2.16956,0.96838
2025-11-20#t1165w0,2025-11-20,Ms. Scott-Wallace,Affordability and housing,242,1.0,296,2.53786,2.44724,1.03703
2025-11-20#t1166w0,2025-11-20,Ms. Mitton,Affordability and housing,242,0.938,282,2.63196,2.70433,0.97324
2025-11-20#t1168w0,2025-11-20,Hon. Mr. Dornan,Affordability and housing,294,0.874,352,2.46475,2.40657,1.02418
2025-11-20#t1170w0,2025-11-20,Mr. Hogan,Affordability and housing,299,1.0,357,2.46275,2.44367,1.00781
2025-11-20#t1170w1,2025-11-20,Mr. Hogan,Affordability and housing,85,1.0,120,2.54683,2.56292,0.99372
2025-11-20#t1171w0,2025-11-20,Mr. Coon,Affordability and housing,316,1.0,386,2.639,2.54667,1.03625
2025-11-20#t1172w0,2025-11-20,Mr. Deputy Speaker,Affordability and housing,347,0.767,440,2.20497,2.29652,0.96014
2025-11-20#t1173w0,2025-11-20,Ms. M. Johnson,Affordability and housing,52,1.0,76,3.05067,2.60177,1.17254
2025-11-20#t1174w0,2025-11-20,Mr. Deputy Speaker,Affordability and housing,327,0.398,420,2.44021,2.54146,0.96016
2025-11-20#t1174w1,2025-11-20,Mr. Deputy Speaker,Affordability and housing,325,0.745,395,2.31908,2.42109,0.95787
2025-11-20#t1174w2,2025-11-20,Mr. Deputy Speaker,Affordability and housing,84,1.0,108,2.94245,2.88749,1.01903
2025-11-20#t1177w0,2025-11-20,Mr. M. LeBlanc,Affordability and housing,60,1.0,76,2.96825,2.9264,1.0143
2025-11-20#t1180w0,2025-11-20,Mr. Deputy Speaker,Affordability and housing,103,1.0,130,2.97622,2.84775,1.04511
2025-11-20#t1188w0,2025-11-20,Ms. M. Johnson,Affordability and housing,323,1.0,407,2.27206,2.49227,0.91164
2025-11-20#t1188w1,2025-11-20,Ms. M. Johnson,Affordability and housing,313,1.0,380,2.82494,2.79719,1.00992
2025-11-20#t1188w2,2025-11-20,Ms. M. Johnson,Affordability and housing,354,1.0,433,2.4193,2.44562,0.98924
2025-11-20#t1188w3,2025-11-20,Ms. M. Johnson,Affordability and housing,292,1.0,346,2.47454,2.41635,1.02408
2025-11-20#t1189w0,2025-11-20,Mr. M. LeBlanc,Affordability and housing,203,1.0,256,2.69679,2.5772,1.0464
2025-11-20#t1191w0,2025-11-20,Mr. Deputy Speaker,Affordability and housing,344,1.0,453,2.31695,2.32272,0.99752
2025-11-20#t1191w1,2025-11-20,Mr. Deputy Speaker,Affordability and housing,317,1.0,421,2.39428,2.42271,0.98827
2025-11-20#t1192w0,2025-11-20,Mr. Weir,Affordability and housing,331,1.0,405,2.52729,2.63633,0.95864
2025-11-20#t1192w1,2025-11-20,Mr. Weir,Affordability and housing,355,1.0,421,2.39545,2.65187,0.90331
2025-11-20#t1192w2,2025-11-20,Mr. Weir,Affordability and housing,334,1.0,421,2.71563,2.60163,1.04382
2025-11-20#t1192w3,2025-11-20,Mr. Weir,Affordability and housing,360,1.0,428,2.67194,2.66038,1.00434
2025-11-20#t1192w4,2025-11-20,Mr. Weir,Affordability and housing,261,1.0,315,2.56139,2.66627,0.96066
2025-11-20#t1192w5,2025-11-20,Mr. Weir,Affordability and housing,266,1.0,335,2.68314,2.6811,1.00076
2025-11-20#t1192w6,2025-11-20,Mr. Weir,Affordability and housing,253,1.0,321,2.64341,2.5747,1.02669
2025-11-20#t1192w7,2025-11-20,Mr. Weir,Affordability and housing,352,1.0,445,2.44401,2.58357,0.94598
2025-11-20#t1192w8,2025-11-20,Mr. Weir,Affordability and housing,355,1.0,452,2.48694,2.51275,0.98973
2025-11-20#t1194w0,2025-11-20,Hon. Mr. McKee,Affordability and housing,327,0.896,391,2.15526,2.29531,0.93899
2025-11-20#t1194w1,2025-11-20,Hon. Mr. McKee,Affordability and housing,318,1.0,415,3.0927,2.9208,1.05885
2025-11-20#t1194w2,2025-11-20,Hon. Mr. McKee,Affordability and housing,347,1.0,427,2.58388,2.60885,0.99043
2025-11-20#t1194w3,2025-11-20,Hon. Mr. McKee,Affordability and housing,319,0.834,395,2.6563,2.71004,0.98017
2025-11-20#t1194w4,2025-11-20,Hon. Mr. McKee,Affordability and housing,318,0.283,386,2.74278,2.75001,0.99737
2025-11-20#t1194w5,2025-11-20,Hon. Mr. McKee,Affordability and housing,298,1.0,372,2.27778,2.46878,0.92263
2025-11-20#t1198w0,2025-11-20,Mr. Hogan,Affordability and housing,346,1.0,416,2.44713,2.47541,0.98857
2025-11-20#t1198w1,2025-11-20,Mr. Hogan,Affordability and housing,287,1.0,363,2.49924,2.62711,0.95133
2025-11-20#t1199w0,2025-11-20,Mr. Hogan,Affordability and housing,336,1.0,423,2.32826,2.51987,0.92396
2025-11-20#t1199w1,2025-11-20,Mr. Hogan,Affordability and housing,337,1.0,435,2.34974,2.50378,0.93848
2025-11-20#t1199w2,2025-11-20,Mr. Hogan,Affordability and housing,231,1.0,297,2.44947,2.25931,1.08417
2025-11-20#t1202w0,2025-11-20,Mr. M. LeBlanc,Affordability and housing,73,1.0,100,2.76548,2.60512,1.06156
2025-11-20#t1203w0,2025-11-20,Mr. Deputy Speaker,Affordability and housing,77,1.0,97,3.26817,3.52946,0.92597
2025-11-20#t1204w0,2025-11-20,Ms. Sodhi,Affordability and housing,316,1.0,394,2.4166,2.37677,1.01676
2025-11-20#t1204w1,2025-11-20,Ms. Sodhi,Affordability and housing,252,1.0,331,2.86907,2.76683,1.03695
2025-11-20#t1204w2,2025-11-20,Ms. Sodhi,Affordability and housing,313,1.0,395,2.53507,2.5794,0.98281
2025-11-20#t1205w0,2025-11-20,Ms. M. Wilson,Affordability and housing,336,1.0,425,2.4461,2.55776,0.95635
2025-11-20#t1205w1,2025-11-20,Ms. M. Wilson,Affordability and housing,346,1.0,418,2.73507,2.67771,1.02142
2025-11-20#t1205w2,2025-11-20,Ms. M. Wilson,Affordability and housing,340,1.0,407,2.63476,2.5288,1.0419
2025-11-20#t1205w3,2025-11-20,Ms. M. Wilson,Affordability and housing,291,1.0,379,2.7508,2.6627,1.03309
2025-11-20#t1205w4,2025-11-20,Ms. M. Wilson,Affordability and housing,265,1.0,344,2.24915,2.26626,0.99245
2025-11-20#t1205w5,2025-11-20,Ms. M. Wilson,Affordability and housing,262,1.0,312,2.47636,2.57471,0.9618
2025-11-20#t1205w6,2025-11-20,Ms. M. Wilson,Affordability and housing,341,1.0,425,2.59711,2.59456,1.00098
2025-11-20#t1205w7,2025-11-20,Ms. M. Wilson,Affordability and housing,202,1.0,242,2.61482,2.47943,1.0546
2025-11-20#t1206w0,2025-11-20,Ms. Mitton,Affordability and housing,321,1.0,398,2.28041,2.32847,0.97936
2025-11-20#t1206w1,2025-11-20,Ms. Mitton,Affordability and housing,359,1.0,446,2.3218,2.35599,0.98549
2025-11-20#t1206w2,2025-11-20,Ms. Mitton,Affordability and housing,231,1.0,280,2.72113,2.77456,0.98074
2025-11-20#t1206w3,2025-11-20,Ms. Mitton,Affordability and housing,335,1.0,403,2.46246,2.49335,0.98761
2025-11-20#t1206w4,2025-11-20,Ms. Mitton,Affordability and housing,307,1.0,372,2.35069,2.41035,0.97525
2025-11-20#t1208w0,2025-11-20,Mr. Robichaud,Affordability and housing,339,0.0,406,2.41359,2.36947,1.01862
2025-11-20#t1208w1,2025-11-20,Mr. Robichaud,Affordability and housing,332,0.0,418,2.50529,2.5127,0.99705
2025-11-20#t1208w2,2025-11-20,Mr. Robichaud,Affordability and housing,331,0.0,390,2.54699,2.60831,0.97649
2025-11-20#t1208w3,2025-11-20,Mr. Robichaud,Affordability and housing,249,0.0,300,2.77584,2.77914,0.99881
2025-11-20#t1208w4,2025-11-20,Mr. Robichaud,Affordability and housing,329,0.0,406,3.07591,2.88323,1.06683
2025-11-20#t1208w5,2025-11-20,Mr. Robichaud,Affordability and housing,303,0.0,380,2.97236,2.89486,1.02677
2025-11-20#t1208w6,2025-11-20,Mr. Robichaud,Affordability and housing,147,0.0,182,2.89587,2.89654,0.99977
2025-11-20#t1209w0,2025-11-20,Mr. Oliver,Affordability and housing,214,1.0,276,2.62119,2.53326,1.03471
2025-11-20#t1210w0,2025-11-20,Mr. Weir,Affordability and housing,50,1.0,65,3.06262,3.0216,1.01357
2025-11-20#t1212w0,2025-11-20,Mr. M. LeBlanc,Affordability and housing,69,1.0,81,2.59615,3.04364,0.85297
2025-11-20#t1213w0,2025-11-20,Mr. Weir,Affordability and housing,359,1.0,453,2.58363,2.73835,0.9435
2025-11-20#t1213w1,2025-11-20,Mr. Weir,Affordability and housing,131,1.0,159,3.06846,2.92023,1.05076
2025-11-20#t1214w0,2025-11-20,Mr. Weir,Affordability and housing,333,1.0,431,2.55201,2.56675,0.99426
2025-11-20#t1214w1,2025-11-20,Mr. Weir,Affordability and housing,120,1.0,156,2.64417,2.75498,0.95978
2025-11-20#t1215w0,2025-11-20,Mr. Weir,Affordability and housing,272,1.0,364,2.54759,2.66901,0.95451
2025-11-20#t1215w1,2025-11-20,Mr. Weir,Affordability and housing,130,1.0,166,2.76957,2.6565,1.04256
2025-11-20#t1216w0,2025-11-20,Mr. Deputy Speaker,Affordability and housing,351,0.889,471,2.30354,2.31325,0.9958
2025-11-20#t1216w1,2025-11-20,Mr. Deputy Speaker,Affordability and housing,147,1.0,182,2.65525,2.50245,1.06106
2025-11-21#t1218w0,2025-11-21,Mr. Russell,Affordability and housing,152,1.0,213,2.6051,2.56081,1.01729
2025-11-21#t1219w0,2025-11-21,Hon. Mr. McKee,Affordability and housing,123,0.967,144,2.27379,2.38559,0.95314
2025-11-21#t1220w0,2025-11-21,Hon. Ms. Holt,Affordability and housing,239,1.0,309,2.07404,2.26264,0.91665
2025-11-21#t1221w0,2025-11-21,Mr. Russell,Affordability and housing,133,1.0,179,2.3463,2.41653,0.97094
2025-11-21#t1222w0,2025-11-21,Hon. C. Chiasson,Affordability and housing,174,0.0,213,2.31799,2.48045,0.9345
2025-11-21#t1223w0,2025-11-21,Mr. Oliver,Affordability and housing,183,1.0,231,2.82497,2.84167,0.99412
2025-11-21#t1225w0,2025-11-21,Hon. Mr. Finnigan,Affordability and housing,292,0.986,364,2.4061,2.50315,0.96123
2025-11-21#t1226w0,2025-11-21,Ms. Wilcott,Affordability and housing,132,1.0,166,2.96865,3.09847,0.9581
2025-11-21#t1227w0,2025-11-21,Ms. Bockus,Affordability and housing,170,1.0,203,2.32826,2.55461,0.9114
2025-11-21#t1228w0,2025-11-21,Ms. Mitton,Affordability and housing,151,1.0,191,2.12665,2.30044,0.92445
2025-11-21#t1229w0,2025-11-21,Mr. Lee,Affordability and housing,123,1.0,188,2.92052,2.7575,1.05912
2025-11-21#t1230w0,2025-11-21,Mr. Coon,Affordability and housing,172,1.0,237,2.35023,2.39193,0.98257
2025-11-21#t1231w0,2025-11-21,Ms. Bockus,Affordability and housing,157,1.0,176,2.65604,2.60978,1.01772
2025-11-21#t1232w0,2025-11-21,Mr. Coon,Affordability and housing,156,1.0,193,2.74051,2.52486,1.08541
2025-11-21#t1233w0,2025-11-21,Mr. Bourque,Affordability and housing,129,0.0,156,2.81654,2.55195,1.10368
2025-11-21#t1234w0,2025-11-21,Mr. Monahan,Affordability and housing,141,1.0,183,2.60614,2.70039,0.9651
2025-11-21#t1235w0,2025-11-21,Ms. Wilcott,Affordability and housing,102,0.725,118,2.49,2.77805,0.89631
