seg_id,date,speaker,n_words,orig_frac,n_tok,logppl,fastdetect_d,lrr,binoc
ctl|NSWLC2015-06-24#t129w0,,control|NSW,122,,140,2.57855,0.74388,2.063,0.95364
ctl|NSWLA2015-06-25#t271w1,,control|NSW,327,,384,2.70062,1.3936,2.04184,0.94503
ctl|NSWLA2015-08-05#t239w0,,control|NSW,273,,326,2.71344,0.45841,1.97691,0.98006
ctl|NSWLA2015-08-12#t230w1,,control|NSW,167,,184,2.44866,1.00943,2.05151,0.9425
ctl|NSWLC2015-08-26#t64w0,,control|NSW,162,,195,2.48929,-0.32767,2.0766,1.01881
ctl|NSWLA2015-09-09#t211w1,,control|NSW,348,,428,2.77295,-1.83061,1.95914,1.0675
ctl|NSWLA2015-09-17#t12w2,,control|NSW,312,,364,2.73495,-0.07654,1.96393,1.00134
ctl|NSWLC2015-10-15#t28w0,,control|NSW,225,,257,3.17464,-0.12468,1.95221,1.00347
ctl|NSWLA2015-10-22#t188w0,,control|NSW,276,,333,2.29029,1.27771,2.17941,0.9421
ctl|NSWLA2016-05-05#t27w0,,control|NSW,310,,360,2.61459,-0.7948,1.95614,1.03145
ctl|NSWLC2017-03-29#t157w2,,control|NSW,232,,263,3.08407,-0.59674,1.86141,1.0271
ctl|NSWLA2017-03-30#t167w2,,control|NSW,167,,194,2.58623,-0.0261,2.06527,0.99994
ctl|NSWLC2017-05-25#t53w2,,control|NSW,152,,166,2.90056,0.14116,1.98799,0.99362
ctl|NSWLA2017-06-21#t170w1,,control|NSW,298,,390,2.58545,-1.4052,2.01455,1.05618
ctl|NSWLA2017-08-08#t155w3,,control|NSW,285,,316,2.83864,0.99662,1.99754,0.95657
ctl|NSWLA2017-11-16#t0w9,,control|NSW,325,,354,2.32972,0.39925,2.15081,0.98006
ctl|NSWLA2018-04-10#t10w2,,control|NSW,264,,344,2.52606,0.06919,1.94237,0.99726
ctl|NSWLA2018-08-08#t151w0,,control|NSW,333,,409,2.80687,-1.25314,1.96594,1.04679
ctl|NSWLC2018-10-18#t34w0,,control|NSW,301,,360,2.81181,-0.12173,2.00941,1.00415
ctl|NSWLA2019-06-06#t42w0,,control|NSW,360,,451,2.62762,-0.19487,1.94898,1.0064
ctl|NSWLA2019-08-21#t258w0,,control|NSW,142,,175,2.71768,-0.22657,1.95308,1.01034
ctl|NSWLA2019-10-16#t282w0,,control|NSW,193,,229,2.68378,-0.1331,1.97686,1.00536
ctl|NSWLA2019-10-23#t230w0,,control|NSW,220,,291,2.81914,0.6564,1.9725,0.97004
ctl|NSWLA2019-11-13#t22w1,,control|NSW,295,,352,2.22109,2.47619,2.11922,0.89055
ctl|NSWLA2019-11-14#t178w0,,control|NSW,260,,315,2.49509,1.06221,2.08411,0.94958
ctl|AB2006-03-01#t114w0,,control|AB,353,,451,2.80276,-0.82414,1.96388,1.02999
ctl|AB2006-03-02#t120w0,,control|AB,333,,414,2.75101,0.09293,2.0133,0.99505
ctl|AB2006-04-04#t7w8,,control|AB,195,,231,2.82562,-0.43328,1.95451,1.02382
ctl|AB2006-04-24#t72w0,,control|AB,166,,199,2.97838,-1.25166,1.88245,1.06863
ctl|AB2006-04-24#t113w2,,control|AB,353,,395,2.47419,0.71429,2.07305,0.9694
ctl|AB2006-04-26#t5w2,,control|AB,358,,444,2.6964,-0.59132,2.01059,1.02101
ctl|AB2006-05-03#t147w0,,control|AB,335,,403,2.91741,-0.13152,1.95765,1.00477
ctl|AB2007-03-12#t11w0,,control|AB,38,,45,2.76311,0.89178,2.22212,0.91282
ctl|AB2007-04-10#t153w1,,control|AB,303,,370,2.54579,0.49659,2.07667,0.98011
ctl|AB2007-04-12#t115w0,,control|AB,178,,213,2.80973,0.36988,1.95268,0.98255
ctl|AB2007-05-02#t20w0,,control|AB,358,,442,2.10194,0.58705,2.1311,0.97433
ctl|AB2007-05-09#t47w4,,control|AB,365,,450,2.60188,1.06238,2.0427,0.96065
ctl|AB2007-05-30#t129w0,,control|AB,364,,417,2.61574,-0.39516,2.05025,1.014
ctl|AB2007-06-05#t34w0,,control|AB,128,,150,2.70913,-1.24356,1.94457,1.08127
ctl|AB2007-11-13#t144w0,,control|AB,200,,232,2.67496,-0.12194,2.01223,1.00748
ctl|AB2007-11-26#t132w2,,control|AB,350,,405,2.77352,1.42718,2.03678,0.9457
ctl|AB2007-12-04#t236w0,,control|AB,361,,440,2.63457,0.05395,2.04246,0.99753
ctl|AB2008-04-28#t0w0,,control|AB,80,,125,2.8979,-0.57212,1.84586,1.03912
ctl|AB2008-04-29#t161w3,,control|AB,178,,213,2.87193,0.35503,2.01485,0.98361
ctl|AB2008-04-29#t61w4,,control|AB,363,,407,2.44794,1.33001,2.10686,0.94816
ctl|AB2008-05-12#t165w0,,control|AB,353,,431,2.31567,1.07109,2.12175,0.95483
ctl|AB2008-05-27#t32w2,,control|AB,345,,420,2.84597,0.52681,1.96327,0.97983
ctl|AB2008-10-20#t143w0,,control|AB,143,,167,2.70708,-0.18373,2.02324,1.0108
ctl|AB2008-10-28#t120w0,,control|AB,145,,173,2.5498,0.7142,1.99414,0.95754
ctl|AB2008-11-03#t159w0,,control|AB,352,,415,2.22999,1.18047,2.16418,0.95119
ctl|AB2008-11-06#t73w0,,control|AB,125,,148,2.83667,-1.44403,1.98489,1.09011
ctl|AB2009-04-23#t169w0,,control|AB,355,,450,2.86551,0.20434,2.03253,0.9921
ctl|AB2009-05-14#t9w0,,control|AB,180,,229,2.76536,-2.08259,1.96498,1.10748
ctl|AB2009-05-27#t17w0,,control|AB,60,,79,3.17178,0.26739,1.92083,0.97984
ctl|AB2009-06-01#t163w3,,control|AB,244,,313,2.42945,-0.21854,2.041,1.00872
ctl|AB2009-06-02#t162w0,,control|AB,362,,427,2.59059,0.12562,2.06645,0.99416
ctl|AB2010-03-08#t142w0,,control|AB,351,,420,2.42526,-0.10428,2.12395,1.0022
ctl|AB2010-11-22#t5w1,,control|AB,184,,214,2.78745,-0.07596,1.97423,1.00526
ctl|AB2010-11-23#t28w1,,control|AB,335,,370,2.6707,0.47903,2.11383,0.98247
ctl|AB2015-06-17#t36w1,,control|AB,306,,353,2.53118,-0.53891,2.06149,1.02237
ctl|AB2015-06-18#t121w0,,control|AB,336,,381,2.4149,1.84646,2.14054,0.92681
ctl|AB2015-11-02#t138w0,,control|AB,354,,412,2.70354,-1.2067,2.06599,1.04329
ctl|AB2015-12-10#t12w1,,control|AB,346,,407,2.52161,0.62954,2.08661,0.97485
ctl|AB2016-03-09#t128w2,,control|AB,347,,420,2.87605,-0.64231,1.94138,1.02244
ctl|AB2016-04-05#t162w0,,control|AB,140,,164,2.5155,1.35672,2.07097,0.91566
ctl|AB2016-04-13#t3w0,,control|AB,144,,193,3.3282,-1.91395,1.80713,1.0922
ctl|AB2016-05-18#t41w0,,control|AB,361,,445,2.65269,0.00556,1.98081,0.99823
ctl|AB2016-06-02#t107w0,,control|AB,278,,347,2.37867,-1.3516,2.06974,1.06215
ctl|AB2016-12-06#t17w0,,control|AB,343,,407,2.73417,-0.66731,2.01869,1.02532
ctl|AB2017-03-06#t9w0,,control|AB,339,,421,2.31086,-1.09016,2.09723,1.04206
ctl|AB2017-03-08#t300w0,,control|AB,242,,289,3.20237,-2.38764,1.9581,1.1022
ctl|AB2017-04-03#t97w0,,control|AB,286,,335,2.60566,-1.18936,2.09379,1.05313
ctl|AB2017-05-23#t91w0,,control|AB,124,,142,2.71814,-0.23803,2.08291,1.01598
ctl|AB2017-05-25#t56w0,,control|AB,333,,392,2.52024,-0.41614,2.06009,1.0168
ctl|AB2017-12-06#t147w1,,control|AB,365,,436,2.78871,-0.89188,2.04356,1.03191
ctl|AB2017-12-11#t38w1,,control|AB,136,,160,3.004,-0.02911,1.96604,1.0059
ctl|AB2018-05-01#t139w4,,control|AB,178,,208,2.91707,0.66703,1.91504,0.96681
ctl|AB2018-05-01#t17w1,,control|AB,307,,352,2.74405,0.56841,2.00724,0.97748
ctl|AB2018-05-30#t45w0,,control|AB,126,,147,2.94399,-0.63432,2.08593,1.03393
ctl|AB2018-11-01#t114w1,,control|AB,188,,220,2.7387,-0.40163,1.984,1.02083
ctl|AB2019-06-05#t78w0,,control|AB,91,,105,2.9681,-0.89782,2.08502,1.07541
ctl|AB2019-07-03#t459w5,,control|AB,149,,186,2.7716,-0.84087,1.97855,1.05208
ctl|AB2019-10-30#t6w2,,control|AB,358,,440,2.65514,-0.29113,2.03949,1.01012
ctl|AB2019-11-18#t125w1,,control|AB,367,,432,2.85835,-1.40073,1.95297,1.05038
ctl|AB2019-11-20#t129w2,,control|AB,339,,425,2.93007,-1.38404,1.94766,1.04901
ctl|VICLA:Second-Reading_b1:2006-06-15#t28w0,,control|VIC,121,,139,2.93651,-0.95257,2.03161,1.06522
ctl|VICLA:Adjournment:2006-08-08#t0w0,,control|VIC,326,,410,2.68855,-0.25964,2.02327,1.00943
ctl|VICLA:Second-Reading_b0:2007-03-14#t30w1,,control|VIC,335,,403,2.60072,0.78448,2.07808,0.96817
ctl|VICLA:Adjournment:2007-06-06#t23w0,,control|VIC,346,,381,2.62453,-0.11656,2.07371,1.00379
ctl|VICLA:Questions-without-Notice_b0:2007-08-09#t9w0,,control|VIC,157,,175,2.90715,-0.07739,1.99126,1.0048
ctl|VICLA:Members-Statements:2007-10-11#t20w0,,control|VIC,232,,272,2.78591,-1.819,1.98906,1.08607
ctl|VICLA:Members-Statements:2008-05-06#t15w0,,control|VIC,223,,274,2.98324,-0.66161,1.972,1.03063
ctl|VICLA:Second-Reading_b0:2008-05-07#t36w0,,control|VIC,258,,325,2.52823,0.73022,2.09503,0.96862
ctl|VICLA:Grievances:2009-04-01#t17w0,,control|VIC,213,,235,2.56978,0.52984,2.06541,0.96985
ctl|VICLA:Questions-without-Notice_b1:2009-04-01#t17w0,,control|VIC,325,,400,2.45036,0.33944,2.0688,0.98502
ctl|VICLA:Adjournment:2009-06-09#t3w1,,control|VIC,176,,202,2.80291,0.70146,1.97088,0.96189
ctl|VICLA:Second-Reading:2009-08-12#t18w1,,control|VIC,357,,392,3.08587,-0.99578,1.93729,1.03585
ctl|VICLA:Questions-without-Notice:2009-10-14#t30w0,,control|VIC,346,,398,2.84375,-0.68161,2.02522,1.02472
ctl|VICLA:Second-Reading_b0:2009-11-12#t4w1,,control|VIC,348,,410,2.66375,-0.72016,2.04643,1.02614
ctl|VICLA:Adjournment:2010-02-24#t9w0,,control|VIC,338,,399,2.57527,0.61749,2.01967,0.97447
ctl|VICLA:Matters-of-Public-Importance:2010-02-24#t59w0,,control|VIC,351,,408,2.86406,-0.90626,2.01209,1.03133
ctl|VICLA:Members-Statements:2010-04-15#t10w0,,control|VIC,276,,346,2.78162,-0.4124,1.99813,1.01384
ctl|VICLA:Matters-of-Public-Importance:2010-10-06#t16w2,,control|VIC,179,,214,2.47835,1.64524,2.1231,0.91316
ctl|VICLA:Governor-s-speech:2015-03-19#t15w2,,control|VIC,232,,289,2.63981,1.10895,1.99874,0.95253
ctl|VICLA:Members-statements:2015-06-25#t15w0,,control|VIC,290,,335,2.59595,-0.29589,2.03635,1.01149
ctl|VICLA:Members-statements:2015-09-16#t24w0,,control|VIC,251,,298,2.29955,1.06471,2.15826,0.9475
ctl|VICLA:Members-statements:2016-12-08#t21w0,,control|VIC,240,,270,2.79708,0.30992,1.96673,0.98373
ctl|VICLA:Second-reading:2017-05-02#t2w9,,control|VIC,283,,352,2.47822,-0.05955,2.0378,1.00206
ctl|VICLA:Matters-of-public-importance:2017-05-10#t0w3,,control|VIC,340,,401,2.93101,-1.03804,1.96338,1.03827
ctl|VICLA:Second-reading:2017-06-08#t32w0,,control|VIC,351,,427,2.72061,-0.77311,1.99647,1.0271
ctl|VICLA:Second-reading:2017-06-08#t65w1,,control|VIC,345,,404,2.81727,0.22187,2.01406,0.99073
ctl|VICLA:Second-reading:2017-08-23#t0w1,,control|VIC,187,,218,2.51695,-0.81369,2.07747,1.04842
ctl|VICLA:Questions-without-notice-and-ministers-statements:2017-11-29#t32w0,,control|VIC,186,,232,2.79815,0.29019,1.99488,0.98427
ctl|VICLA:Second-reading:2018-02-20#t17w2,,control|VIC,352,,429,2.6705,-0.46611,2.03213,1.01687
ctl|VICLA:Second-reading:2018-03-07#t51w0,,control|VIC,358,,414,2.35919,-0.33862,2.15305,1.01239
ctl|VICLA:Second-reading:2018-06-05#t13w2,,control|VIC,351,,409,2.6491,-0.45544,2.08637,1.01669
ctl|VICLA:Questions-without-notice-and-ministers-statements:2018-09-06#t43w0,,control|VIC,265,,316,2.83293,-1.43111,1.97255,1.06191
ctl|VICLA:Condolences:2019-04-30#t11w1,,control|VIC,343,,387,2.60035,0.61275,2.04739,0.97444
ctl|VICLA:Second-reading:2019-08-13#t5w3,,control|VIC,360,,420,2.68191,0.67129,2.06454,0.97432
ctl|VICLA:Constituency-questions:2019-10-16#t4w0,,control|VIC,196,,239,2.91661,0.63995,1.97054,0.96981
ctl|VICLC:Second-Reading:2006-04-04#t11w0,,control|VIC,323,,359,2.80162,0.45986,2.03341,0.98126
ctl|VICLC:Second-Reading_b0:2007-06-19#t40w0,,control|VIC,339,,383,2.37602,1.03326,2.11092,0.95643
ctl|VICLC:Second-Reading:2008-02-07#t0w0,,control|VIC,332,,390,2.1594,0.45327,2.20992,0.97771
ctl|VICLC:Members-Statements:2009-04-02#t4w0,,control|VIC,157,,187,2.35696,0.03929,2.03117,0.99567
ctl|VICLC:Second-Reading_b3:2009-12-10#t28w1,,control|VIC,344,,409,2.68398,0.23898,2.00656,0.99012
ctl|VICLC:Second-reading:2015-05-28#t11w1,,control|VIC,346,,379,2.30867,2.50379,2.11068,0.89389
ctl|VICLC:Committee:2015-06-11#t0w1,,control|VIC,138,,152,2.68076,1.73297,2.02192,0.89832
ctl|VICLC:Second-reading:2016-02-11#t27w4,,control|VIC,357,,390,2.69909,0.12718,2.04442,0.99519
ctl|VICLC:Adjournment:2016-05-05#t3w0,,control|VIC,266,,320,2.44459,-0.77787,2.09475,1.03632
ctl|VICLC:Committee:2016-06-09#t21w1,,control|VIC,360,,399,2.60744,0.10845,2.11223,0.99467
ctl|VICLC:Constituency-questions:2017-02-09#t0w0,,control|VIC,355,,430,2.52065,1.01436,2.11707,0.96118
ctl|VICLC:Questions-without-notice:2017-05-09#t37w0,,control|VIC,154,,183,3.66547,-2.04148,1.8199,1.09673
ctl|VICLC:Adjournment:2017-05-24#t11w0,,control|VIC,315,,365,2.39223,0.8902,2.03589,0.96163
ctl|VICLC:Members-statements:2017-06-08#t0w0,,control|VIC,270,,324,2.67993,-0.67285,1.97982,1.02786
ctl|VICLC:Constituency-questions:2017-06-23#t8w0,,control|VIC,262,,343,2.63963,-0.15448,1.96626,1.00451
ctl|VICLC:Adjournment:2017-08-10#t4w0,,control|VIC,330,,379,2.51083,0.45522,2.05267,0.98047
ctl|VICLC:Committee_b4:2017-11-16#t4w2,,control|VIC,339,,406,3.11991,-0.62435,1.92366,1.02202
ctl|VICLC:Committee_b6:2017-11-16#t40w0,,control|VIC,157,,171,2.76969,1.04278,2.02433,0.94261
ctl|VICLC:Questions-without-notice:2017-11-29#t4w0,,control|VIC,171,,213,2.90051,-0.66916,1.91619,1.03052
ctl|VICLC:Second-reading:2018-03-27#t29w0,,control|VIC,231,,281,2.74085,-0.77022,1.99131,1.03693
ctl|VICLC:Members-statements:2018-05-10#t7w0,,control|VIC,288,,384,2.47685,1.53712,2.04202,0.93792
ctl|VICLC:Committee_b0:2018-07-24#t41w0,,control|VIC,149,,195,2.82431,0.08791,1.97207,0.99413
ctl|VICLC:Constituency-questions:2018-08-09#t2w0,,control|VIC,152,,187,2.70643,0.75201,2.04511,0.95808
ctl|VICLC:Second-reading:2018-08-22#t0w3,,control|VIC,255,,319,2.84981,-0.79367,1.95646,1.03287
ctl|VICLC:Second-reading:2019-03-05#t3w4,,control|VIC,342,,375,3.35022,-1.73573,1.91365,1.06065
ctl|BC2006-02-15#t34w0,,control|BC,189,,250,2.16326,0.95542,2.08427,0.94674
ctl|BC2006-02-20#t33w0,,control|BC,281,,332,2.55822,0.91694,2.03147,0.95974
ctl|BC2006-02-23#t139w12,,control|BC,337,,381,2.51357,1.33613,2.07678,0.94593
ctl|BC2006-02-23#t139w13,,control|BC,312,,364,2.70667,-0.4438,2.0206,1.01673
ctl|BC2006-04-27#t147w0,,control|BC,159,,184,2.28304,3.28786,2.13627,0.80873
ctl|BC2006-05-18#t26w0,,control|BC,129,,172,2.74161,0.97432,1.99001,0.94361
ctl|BC2006-11-27#t110w0,,control|BC,333,,398,2.57519,-0.83628,2.09017,1.03366
ctl|BC2006-11-27#t195w0,,control|BC,282,,341,2.51549,0.20217,2.0457,0.99016
ctl|BC2007-02-27#t36w1,,control|BC,269,,346,2.63825,-1.24636,2.04759,1.05506
ctl|BC2007-03-06#t86w1,,control|BC,200,,226,2.53117,-0.00408,2.0963,0.9956
ctl|BC2007-03-07#t455w2,,control|BC,320,,407,2.39098,1.77397,2.1231,0.93043
ctl|BC2007-03-13#t14w0,,control|BC,8,,12,5.47951,-1.27775,1.63215,1.26645
ctl|BC2007-03-28#t395w0,,control|BC,240,,313,2.71111,0.14853,2.03848,0.99276
ctl|BC2007-04-23#t233w2,,control|BC,352,,412,2.3717,1.07592,2.08552,0.95695
ctl|BC2007-05-17#t57w0,,control|BC,166,,213,2.2385,3.00364,2.2324,0.83063
ctl|BC2007-05-28#t202w0,,control|BC,317,,425,2.3739,1.70294,2.07575,0.93244
ctl|BC2007-11-01#t160w0,,control|BC,282,,360,2.22585,1.60547,2.13135,0.92741
ctl|BC2007-11-22#t106w4,,control|BC,307,,410,2.6105,-0.20513,2.04854,1.00646
ctl|BC2008-02-27#t59w1,,control|BC,345,,449,2.84238,0.20638,1.96713,0.99131
ctl|BC2008-03-04#t16w0,,control|BC,323,,370,2.56171,1.5143,2.10158,0.94046
ctl|BC2008-03-05#t122w0,,control|BC,125,,167,2.66422,-0.34669,1.96291,1.02068
ctl|BC2008-04-08#t85w0,,control|BC,294,,350,2.84182,-1.79816,2.00609,1.07413
ctl|BC2008-04-15#t131w0,,control|BC,336,,389,2.88041,-0.27678,1.95185,1.01
ctl|BC2008-04-29#t234w0,,control|BC,192,,241,2.58092,1.32249,2.04818,0.93947
ctl|BC2008-05-20#t247w0,,control|BC,337,,390,2.72407,-0.23953,2.05754,1.00849
ctl|BC2009-10-21#t37w0,,control|BC,277,,347,2.767,-2.06676,1.98285,1.08633
ctl|BC2009-10-21#t506w0,,control|BC,114,,152,2.70614,0.00309,1.99673,0.99891
ctl|BC2009-11-03#t9w10,,control|BC,357,,430,2.7024,-0.29732,2.03359,1.01006
ctl|BC2009-11-05#t58w0,,control|BC,328,,406,2.96461,-1.48937,1.95472,1.05408
ctl|BC2009-11-05#t89w1,,control|BC,213,,271,2.45613,2.30278,2.11054,0.89238
ctl|BC2009-11-05#t160w1,,control|BC,193,,240,2.47247,2.09898,2.09472,0.90101
ctl|BC2010-03-23#t17w0,,control|BC,32,,43,4.38629,-0.13682,1.7859,1.02983
ctl|BC2010-03-25#t111w0,,control|BC,317,,399,2.5677,-0.16971,2.02348,1.00555
ctl|BC2010-04-15#t75w0,,control|BC,225,,264,2.87125,-0.7128,1.98692,1.03304
ctl|BC2010-05-25#t251w0,,control|BC,327,,371,2.85076,-0.27446,1.95533,1.00987
ctl|BC2015-04-20#t69w0,,control|BC,158,,183,2.96925,-0.40729,2.01725,1.02089
ctl|BC2015-05-11#t245w0,,control|BC,312,,370,2.31732,0.67031,2.05528,0.97112
ctl|BC2015-05-27#t206w2,,control|BC,340,,408,2.63795,-1.12145,2.0452,1.04451
ctl|BC2015-07-13#t24w0,,control|BC,363,,427,2.22856,0.35802,2.12217,0.98425
ctl|BC2015-07-14#t9w1,,control|BC,98,,124,3.1852,-0.86167,1.81456,1.05623
ctl|BC2015-10-28#t7w0,,control|BC,257,,321,2.9499,-0.80978,1.9178,1.03324
ctl|BC2016-02-18#t3w10,,control|BC,314,,357,2.70664,0.30698,2.03727,0.98743
ctl|BC2016-03-02#t382w0,,control|BC,334,,410,2.6175,0.59163,2.0453,0.97644
ctl|BC2017-02-22#t68w9,,control|BC,321,,388,2.56632,-0.35092,2.0158,1.0126
ctl|BC2017-03-13#t70w0,,control|BC,293,,367,2.94042,-2.03892,1.97954,1.07993
ctl|BC2017-03-14#t100w0,,control|BC,127,,151,3.2487,-0.44296,1.93889,1.02647
ctl|BC2017-09-20#t66w0,,control|BC,157,,182,2.43339,0.44215,2.19774,0.9743
ctl|BC2017-10-05#t81w0,,control|BC,319,,367,2.69078,-0.53217,2.03149,1.02029
ctl|BC2017-10-18#t190w0,,control|BC,357,,418,2.70457,0.19883,2.01238,0.99227
ctl|BC2018-03-06#t35w0,,control|BC,211,,252,2.57772,-0.17402,1.99801,1.00928
ctl|BC2018-03-08#t369w0,,control|BC,364,,406,2.64224,0.49614,2.08156,0.98084
ctl|BC2018-03-13#t130w0,,control|BC,149,,205,2.87304,-0.01846,1.91096,1.00405
ctl|BC2018-10-04#t17w4,,control|BC,155,,181,2.52057,0.3358,1.96728,0.983
ctl|BC2018-11-26#t238w0,,control|BC,241,,284,2.6984,1.29509,2.05826,0.94166
ctl|BC2019-03-04#t2w1,,control|BC,128,,152,2.39189,1.54022,2.09948,0.90157
ctl|BC2019-03-07#t28w0,,control|BC,7,,8,5.52884,0.18233,1.69164,0.9761
ctl|BC2019-05-02#t18w1,,control|BC,313,,395,2.59852,1.04284,2.00817,0.95914
ctl|BC2019-05-06#t109w0,,control|BC,314,,394,2.81445,-2.08253,1.9742,1.08177
ctl|BC2019-05-28#t105w0,,control|BC,152,,184,3.25313,-1.56253,1.93012,1.08197
ctl|BC2019-11-25#t139w1,,control|BC,333,,385,2.77792,-0.28681,2.02553,1.01143
ctl|NL2016-03-10#t50w0,,control|NL,154,,186,2.65429,-0.73462,2.03252,1.04243
ctl|NL2016-03-16#t80w6,,control|NL,290,,341,2.80749,0.71425,1.97818,0.97134
ctl|NL2016-03-21#t83w3,,control|NL,335,,415,2.80851,-0.09886,2.00415,1.00304
ctl|NL2016-04-12#t116w0,,control|NL,306,,421,2.44736,0.08747,1.99903,0.99557
ctl|NL2016-04-12#t116w3,,control|NL,149,,175,2.6925,-1.36526,2.02059,1.08837
ctl|NL2016-04-26#t96w1,,control|NL,256,,308,2.5077,0.65515,2.10593,0.96878
ctl|NL2016-05-05#t41w0,,control|NL,136,,157,2.86757,-1.8451,1.9867,1.12188
ctl|NL2016-05-09#t171w3,,control|NL,166,,219,2.88362,-0.49265,1.99802,1.02484
ctl|NL2016-05-11#t71w0,,control|NL,310,,365,2.92511,-0.81739,1.98225,1.03026
ctl|NL2016-05-16#t276w0,,control|NL,314,,382,2.51332,-0.33157,2.09235,1.01295
ctl|NL2016-05-17#t80w9,,control|NL,310,,369,2.48897,0.12624,2.03952,0.99333
ctl|NL2016-05-17#t84w1,,control|NL,291,,337,2.68732,-0.69733,2.0218,1.0307
ctl|NL2016-05-30#t22w0,,control|NL,145,,162,2.55195,2.08427,2.13648,0.87073
ctl|NL2016-06-07#t403w1,,control|NL,355,,465,2.68764,0.54617,2.04905,0.97939
ctl|NL2016-06-07#t485w1,,control|NL,302,,367,2.84893,-0.27086,1.94768,1.0094
ctl|NL2016-06-07#t994w0,,control|NL,277,,336,2.42238,0.72426,2.12334,0.96676
ctl|NL2016-06-07#t1158w1,,control|NL,351,,435,2.3812,1.57058,2.11573,0.93918
ctl|NL2016-11-23#t102w0,,control|NL,292,,350,2.81227,-0.86014,1.99515,1.03552
ctl|NL2016-11-30#t74w5,,control|NL,315,,398,2.68938,-0.35467,1.99129,1.01235
ctl|NL2016-12-07#t82w1,,control|NL,320,,384,2.55857,-0.22073,1.99959,1.00782
ctl|NL2017-03-02#t81w0,,control|NL,146,,176,2.7348,-0.23113,2.04051,1.01211
ctl|NL2017-03-15#t127w0,,control|NL,330,,400,2.23828,1.06595,2.13601,0.95296
ctl|NL2017-03-30#t10w0,,control|NL,238,,294,2.36018,-1.40432,2.04282,1.06658
ctl|NL2017-04-04#t110w0,,control|NL,298,,379,2.63173,-0.65631,2.03536,1.02539
ctl|NL2017-04-05#t20w0,,control|NL,280,,327,2.65805,-0.41685,2.09208,1.01704
ctl|NL2017-05-04#t1w0,,control|NL,173,,203,2.1856,1.44531,2.20533,0.91647
ctl|NL2017-05-10#t125w1,,control|NL,348,,392,2.69709,0.81039,2.06096,0.96845
ctl|NL2017-05-11#t9w0,,control|NL,222,,288,2.4618,-1.53913,2.02625,1.07562
ctl|NL2017-05-17#t6w2,,control|NL,182,,220,2.75346,-0.6956,1.96968,1.03612
ctl|NL2017-05-29#t115w3,,control|NL,351,,432,2.12772,0.99423,2.15894,0.95883
ctl|NL2017-05-30#t122w3,,control|NL,316,,351,2.55087,-0.87548,2.1279,1.03496
ctl|NL2017-11-14#t74w0,,control|NL,357,,409,2.35769,-0.64525,2.1011,1.02414
ctl|NL2017-11-21#t83w2,,control|NL,321,,415,2.28935,-0.48271,2.13652,1.01941
ctl|NL2017-12-04#t127w2,,control|NL,349,,421,2.85855,-0.50165,2.00507,1.018
ctl|NL2017-12-05#t155w0,,control|NL,198,,235,2.75785,0.16331,2.04814,0.99195
ctl|NL2018-02-27#t99w1,,control|NL,309,,382,2.98421,-2.24773,1.96759,1.08454
ctl|NL2018-03-07#t32w1,,control|NL,273,,353,2.49366,0.15204,2.10457,0.99249
ctl|NL2018-04-16#t97w5,,control|NL,357,,479,2.45849,0.23373,2.05542,0.9907
ctl|NL2018-04-16#t99w5,,control|NL,317,,393,2.3808,-0.71059,2.08219,1.02723
ctl|NL2018-04-18#t20w0,,control|NL,269,,362,2.70695,1.08491,2.051,0.95559
ctl|NL2018-05-03#t78w0,,control|NL,306,,380,2.53508,0.56878,2.08064,0.97613
ctl|NL2018-05-24#t166w3,,control|NL,347,,447,2.64538,0.0087,2.04902,0.99854
ctl|NL2018-05-29#t96w0,,control|NL,238,,302,2.73572,-0.20964,2.0734,1.01029
ctl|NL2018-10-31#t40w0,,control|NL,213,,265,2.83616,-0.94889,1.98171,1.04731
ctl|NL2018-11-06#t123w1,,control|NL,302,,408,2.70786,0.86324,2.04506,0.96641
ctl|NL2018-11-06#t157w15,,control|NL,301,,355,2.50716,-0.03706,2.13262,1.00028
ctl|NL2018-11-07#t15w0,,control|NL,306,,377,2.58822,0.74426,2.05486,0.96897
ctl|NL2018-11-13#t107w4,,control|NL,159,,177,2.64412,0.12355,2.14868,0.99489
ctl|NL2019-03-07#t116w0,,control|NL,258,,336,2.79008,0.44796,1.99439,0.98117
ctl|NL2019-04-15#t103w1,,control|NL,359,,413,2.50885,1.31398,2.12802,0.94921
ctl|NL2019-04-15#t180w0,,control|NL,261,,306,2.80841,-0.5736,1.99481,1.02388
ctl|NL2019-06-10#t11w5,,control|NL,345,,410,2.40488,0.14228,2.08313,0.99351
ctl|NL2019-06-11#t93w3,,control|NL,336,,399,2.90605,0.17893,1.93755,0.99241
ctl|NL2019-06-12#t49w0,,control|NL,132,,167,3.0036,-0.98576,1.94949,1.05669
ctl|NL2019-06-13#t113w0,,control|NL,324,,425,2.27535,-0.63905,2.1703,1.02442
ctl|NL2019-06-18#t96w0,,control|NL,272,,350,2.63471,0.09992,2.09444,0.99504
ctl|NL2019-11-14#t199w2,,control|NL,152,,176,2.66262,1.10727,2.15054,0.93722
ctl|NL2019-11-19#t122w6,,control|NL,319,,356,2.42504,1.28329,2.08696,0.94599
ctl|NL2019-11-20#t91w0,,control|NL,122,,144,2.85776,-0.53661,1.92858,1.03441
ctl|NL2019-11-20#t132w1,,control|NL,272,,328,2.57683,0.88798,2.04351,0.96184
