seg_id,date,speaker,n_words,orig_frac,n_tok,logppl,fastdetect_d,lrr,binoc
CA2026-05-01#t172w2|r3v2,,variant|go_all,340,,381,2.71704,-1.02998,1.9771,1.03997
CA2025-06-17#t277w3|r3v1,,variant|go_all,336,,397,2.61772,0.28672,2.06757,0.98773
CA2025-06-17#t277w3|r3v3,,variant|go_all,333,,392,2.52595,0.69936,2.07555,0.97083
CA2026-05-25#t230w3|r3v2,,variant|go_all,295,,349,2.48916,0.37808,2.0581,0.9825
CA2025-06-17#t71w2|r3v1,,variant|go_all,321,,380,2.66551,-0.69612,2.02777,1.02674
CA2025-06-17#t71w2|r3v3,,variant|go_all,320,,386,2.58487,-0.40569,2.03907,1.0144
CA2025-10-21#t298w3|r3v1,,variant|go_all,309,,368,2.60176,-1.56635,2.02938,1.06339
CA2026-06-05#t174w0|r3v2,,variant|go_all,354,,412,2.56152,0.17476,2.04979,0.99214
CA2026-06-05#t174w0|r3v3,,variant|go_all,365,,426,2.74587,-0.1834,1.98873,1.006
CA2025-11-21#t7w2|r3v1,,variant|go_all,329,,395,2.73222,-0.0302,2.00195,0.99944
CA2025-11-21#t7w2|r3v2,,variant|go_all,357,,425,2.74724,-0.44228,2.00479,1.01482
CA2025-11-21#t7w2|r3v3,,variant|go_all,335,,408,2.73441,-0.12173,1.98685,1.00292
CA2026-02-10#t121w2|r3v2,,variant|go_all,357,,458,2.50568,0.55606,1.98412,0.97819
CA2025-10-23#t68w3|r3v1,,variant|go_all,246,,278,2.5448,1.28642,2.07208,0.93702
CA2026-01-26#t189w1|r3v2,,variant|go_all,336,,398,2.26555,0.07279,2.08848,0.99473
CA2026-04-14#t271w0|r3v3,,variant|go_all,244,,285,2.47132,-0.76101,2.12892,1.03632
CA2025-10-07#t228w3|r3v1,,variant|go_all,301,,357,3.10092,-0.54194,1.89902,1.01845
CA2025-10-07#t228w3|r3v2,,variant|go_all,347,,403,3.15986,-0.25276,1.88881,1.00721
CA2025-10-07#t228w3|r3v3,,variant|go_all,269,,316,3.24194,-0.67742,1.86683,1.02431
CA2025-11-27#t17w4|r4v2,,variant|go_all,301,,360,2.75118,-0.81754,1.97307,1.03361
CA2025-06-16#t91w0|r4v1,,variant|go_all,317,,384,2.42008,-0.83158,2.03671,1.03268
CA2025-12-03#t305w1|r4v1,,variant|go_all,307,,371,2.79629,-0.74311,1.9501,1.02742
CA2025-12-03#t305w1|r4v2,,variant|go_all,303,,371,2.68241,0.85575,2.00758,0.96575
CA2025-12-01#t187w2|r4v1,,variant|go_all,311,,358,2.64604,-1.20774,2.00422,1.05099
CA2026-02-02#t270w1|r4v1,,variant|go_all,347,,396,2.61846,0.11398,2.09108,0.99717
CA2025-06-17#t277w3|r4v2,,variant|go_all,312,,372,2.49528,1.70465,2.09857,0.92603
CA2026-05-25#t230w3|r4v2,,variant|go_all,347,,414,2.38364,0.52359,2.10326,0.97739
CA2025-12-03#t144w1|r4v2,,variant|go_all,389,,505,2.61391,-0.63508,2.05568,1.02242
CA2025-10-21#t298w3|r4v1,,variant|go_all,316,,393,2.45893,-0.75682,2.03392,1.03009
CA2025-11-21#t7w2|r4v1,,variant|go_all,361,,429,2.83657,-1.44981,2.00506,1.05236
CA2026-02-10#t121w2|r4v1,,variant|go_all,356,,460,2.57495,0.91058,1.96962,0.96599
CA2025-10-23#t68w3|r4v2,,variant|go_all,252,,286,2.66208,0.96667,2.05218,0.95498
CA2025-10-23#t68w3|r4v3,,variant|go_all,294,,341,2.41015,0.74262,2.11058,0.96682
CA2026-01-26#t189w1|r4v1,,variant|go_all,292,,348,2.55161,-0.53565,2.03317,1.0207
CA2026-01-26#t189w1|r4v3,,variant|go_all,326,,379,2.52824,-0.71131,2.00116,1.02717
CA2026-04-14#t271w0|r4v2,,variant|go_all,316,,374,2.46508,-0.32731,2.14786,1.01185
CA2026-04-14#t271w0|r4v3,,variant|go_all,309,,357,2.49564,-1.0579,2.12322,1.04441
CA2025-10-07#t228w3|r4v1,,variant|go_all,306,,364,3.07224,-0.74331,1.86509,1.02611
CA2026-02-03#t65w0|r4v2,,variant|go_all,176,,208,2.99207,-2.67759,1.94383,1.1423
CA2025-11-17#t59w1|r4v3,,variant|go_all,336,,409,2.87855,-1.38934,2.00374,1.04806
CA2026-02-03#t17w0|r4v2,,variant|go_all,319,,377,2.64999,-1.67372,2.07332,1.06712
CA2026-03-09#t261w1|r4v2,,variant|go_all,313,,358,2.66824,0.37969,2.07047,0.98307
CA2026-03-09#t261w1|r4v3,,variant|go_all,348,,401,2.70919,0.40726,2.05266,0.98346
CA2026-04-21#t213w1|r4v2,,variant|go_all,347,,426,2.46188,0.61683,2.05651,0.97567
CA2026-02-12#t218w3|r4v2,,variant|go_all,335,,388,2.82971,-0.1188,1.95631,1.0027
CA2025-11-27#t17w4|r5v1,,variant|go_all,338,,407,2.8175,-1.42995,1.97842,1.05475
CA2025-12-03#t305w1|r5v1,,variant|go_all,351,,420,2.7516,-0.46276,1.97413,1.01597
CA2025-12-01#t187w2|r5v1,,variant|go_all,317,,364,2.63186,-1.08855,2.0012,1.04553
CA2026-05-01#t172w2|r5v1,,variant|go_all,335,,368,2.66198,-0.16767,1.98842,1.00516
CA2026-05-25#t230w3|r5v1,,variant|go_all,297,,353,2.33908,0.14945,2.1112,0.99198
CA2026-05-25#t230w3|r5v3,,variant|go_all,315,,371,2.48299,0.01886,2.04331,0.99819
CA2026-04-14#t124w1|r5v1,,variant|go_all,337,,417,2.75509,-1.54433,1.97499,1.05671
CA2026-04-14#t124w1|r5v2,,variant|go_all,364,,450,2.55173,-1.55605,2.03678,1.05749
CA2025-06-17#t71w2|r5v1,,variant|go_all,348,,414,2.63118,-0.79792,2.0236,1.02937
CA2025-10-21#t298w3|r5v1,,variant|go_all,325,,391,2.49655,-0.89592,2.05259,1.03493
CA2026-02-10#t121w2|r5v1,,variant|go_all,351,,452,2.46541,0.88129,1.98999,0.96593
CA2025-10-23#t68w3|r5v1,,variant|go_all,279,,316,2.59877,1.05872,2.04767,0.95227
CA2025-10-23#t68w3|r5v3,,variant|go_all,303,,345,2.37216,0.73432,2.12238,0.96666
CA2026-01-26#t189w1|r5v3,,variant|go_all,337,,408,2.59223,-0.16508,1.99334,1.00435
CA2026-04-14#t271w0|r5v1,,variant|go_all,279,,326,2.56701,-1.46461,2.09715,1.06601
CA2025-10-07#t228w3|r5v3,,variant|go_all,301,,350,3.08979,-0.62094,1.91825,1.02185
CA2025-10-21#t298w3|r6v1,,variant|go_all,269,,320,2.45446,-0.2652,2.00354,1.01007
CA2025-11-21#t7w2|r6v1,,variant|go_all,328,,394,2.73843,-0.01257,2.00097,0.99884
CA2026-02-10#t121w2|r6v1,,variant|go_all,336,,435,2.64036,0.58446,1.96015,0.97757
CA2025-10-23#t68w3|r6v1,,variant|go_all,237,,267,2.5935,1.02231,2.02962,0.9495
CA2026-01-26#t189w1|r6v1,,variant|go_all,299,,355,2.47342,-0.22662,2.02821,1.00752
CA2026-01-26#t189w1|r6v2,,variant|go_all,285,,338,2.39689,0.24693,2.02985,0.98675
CA2026-04-14#t271w0|r6v1,,variant|go_all,241,,285,2.49852,-0.98242,2.07799,1.04671
CA2026-04-14#t271w0|r6v3,,variant|go_all,258,,300,2.47978,-0.94594,2.13944,1.04539
CA2025-11-17#t59w1|r6v1,,variant|go_all,303,,371,2.877,-1.1471,1.95164,1.04107
CA2025-11-17#t59w1|r6v3,,variant|go_all,356,,434,2.87628,-0.52414,1.96402,1.01649
CA2026-02-03#t17w0|r6v2,,variant|go_all,319,,390,2.67142,-2.4098,2.03314,1.09984
CA2026-02-03#t17w0|r6v3,,variant|go_all,321,,372,2.85435,-2.13883,2.05006,1.08574
2026-05-06#t2699w0,,original|nb_v3,130,,163,1.73525,1.16508,2.24327,0.90989
2025-12-02#t1365w0,,original|nb_v3,148,,183,2.06523,2.10675,2.21804,0.87122
2026-05-06#t2648w0,,original|nb_v3,147,,173,2.52435,0.48372,2.08597,0.96957
2025-10-24#t178w1,,original|nb_v3,333,,388,2.16143,2.8404,2.12929,0.8807
2025-12-09#t1625w0,,original|nb_v3,163,,204,1.94228,2.05704,2.2728,0.87148
2026-03-18#t2135w12,,original|nb_v3,349,,401,2.36417,1.2192,2.07799,0.94737
2025-12-10#t1743w0,,original|nb_v3,169,,212,2.26932,2.61689,2.05445,0.84822
2025-11-05#t632w0,,original|nb_v3,136,,165,1.88986,1.57485,2.25602,0.88751
2026-05-14#t3166w1,,original|nb_v3,360,,414,2.72588,0.23434,2.02663,0.98967
2024-05-16#t16835w1,,original|nb_v3,355,,415,2.43247,1.99289,2.00954,0.9203
2026-03-20#t2144w0,,original|nb_v3,123,,150,1.69495,2.29073,2.15831,0.82369
2026-03-25#t2350w0,,original|nb_v3,147,,196,1.8321,1.86572,2.26532,0.88052
2025-12-04#t1466w0,,original|nb_v3,160,,202,2.38827,0.99597,2.12979,0.94409
2026-05-05#t2576w0,,original|nb_v3,154,,191,2.22563,0.46503,2.08744,0.97278
2025-12-04#t1477w0,,original|nb_v3,133,,174,2.0943,1.78932,2.29462,0.88598
2023-12-05#t14931w2,,original|nb_v3,326,,373,2.69709,3.61969,1.97086,0.86306
2025-12-11#t1877w2,,original|nb_v3,118,,142,2.2003,1.96954,2.18532,0.86763
2025-12-05#t1574w0,,original|nb_v3,167,,201,2.17725,1.80789,2.15392,0.89357
2024-05-07#t16123w0,,original|nb_v3,135,,174,3.09748,-0.46784,1.83439,1.02762
2025-11-18#t1017w3,,original|nb_v3,214,,256,2.17709,2.90597,2.04695,0.84619
2026-05-14#t3111w0,,original|nb_v3,156,,186,2.45406,0.71593,2.07573,0.95678
2026-03-24#t2305w3,,original|nb_v3,207,,233,2.07085,3.54906,2.24232,0.81235
2025-12-10#t1783w0,,original|nb_v3,263,,308,2.0359,4.18858,2.2014,0.81181
2025-11-05#t690w1,,original|nb_v3,304,,385,2.69583,-2.07723,2.02066,1.08335
2026-05-05#t2582w0,,original|nb_v3,117,,145,2.26561,1.12555,2.09974,0.92371
2024-05-16#t16835w0,,original|nb_v3,305,,352,2.03618,3.42227,2.20861,0.84246
2025-11-18#t922w0,,original|nb_v3,93,,112,1.96552,1.62133,2.14805,0.86726
2026-03-20#t2201w0,,original|nb_v3,170,,206,2.16747,0.46666,2.09482,0.97337
2025-12-03#t1396w0,,original|nb_v3,131,,160,2.08931,0.89991,2.14503,0.93862
2025-12-11#t1859w0,,original|nb_v3,341,,396,2.20857,1.01189,2.09788,0.95363
2025-12-04#t1550w1,,original|nb_v3,310,,357,2.26757,0.96052,2.13078,0.95482
2026-05-14#t3199w2,,original|nb_v3,335,,378,2.76262,-0.49274,1.96629,1.01765
2023-05-11#t11774w0,,original|nb_v3,362,,412,1.51858,6.63299,2.38829,0.6995
2023-12-05#t14931w4,,original|nb_v3,338,,386,2.2259,4.5932,2.1577,0.8121
2025-12-09#t1639w0,,original|nb_v3,140,,168,2.94321,-1.47527,1.96121,1.08719
2026-05-13#t3072w1,,original|nb_v3,350,,410,2.69536,-1.01939,2.06079,1.03773
2026-05-08#t2948w0,,original|nb_v3,251,,294,2.23314,0.70467,2.12183,0.96786
2026-05-13#t3076w2,,original|nb_v3,357,,429,2.99578,-1.8178,1.92654,1.06223
CA2025-06-19#t283w10,,original|go_all,255,,294,2.66176,0.94446,2.10679,0.95754
CA2025-06-16#t91w0,,original|go_all,319,,386,2.43714,-0.97753,2.02846,1.03894
CA2025-12-03#t305w1,,original|go_all,336,,398,2.84267,0.27161,1.97556,0.98923
CA2025-12-01#t187w2,,original|go_all,315,,360,2.69122,-0.84778,2.00055,1.03376
CA2026-02-02#t270w1,,original|go_all,291,,326,2.68859,0.2687,2.05535,0.98715
CA2026-05-01#t172w2,,original|go_all,331,,365,2.62833,0.03684,1.99257,0.9965
CA2025-06-17#t277w3,,original|go_all,307,,361,2.59582,0.77213,2.07968,0.96707
CA2026-05-25#t230w3,,original|go_all,277,,329,2.46364,0.65332,2.07417,0.96953
CA2025-12-03#t144w1,,original|go_all,302,,401,2.55097,-0.4026,2.03788,1.01503
CA2026-04-14#t124w1,,original|go_all,325,,405,2.64648,-1.13091,1.98285,1.04233
CA2025-06-17#t71w2,,original|go_all,321,,388,2.5675,0.03094,2.04168,0.99713
CA2025-10-21#t298w3,,original|go_all,257,,308,2.55103,-0.0955,2.01237,1.00247
CA2026-06-05#t174w0,,original|go_all,307,,360,2.65721,0.06779,2.00526,0.99606
CA2025-11-17#t59w1,,original|go_all,281,,350,2.80186,-0.48576,1.99272,1.01668
CA2025-11-27#t17w4,,original|go_all,312,,370,2.80027,-0.39683,1.92681,1.01426
CA2025-11-24#t219w2,,original|go_all,342,,414,2.72319,-1.24653,1.98454,1.04578
CA2025-11-21#t7w2,,original|go_all,326,,391,2.77479,-0.23816,1.99866,1.00743
CA2025-10-23#t68w3,,original|go_all,224,,256,2.56975,1.19601,2.04897,0.93932
CA2026-01-26#t189w1,,original|go_all,285,,336,2.42777,0.17774,2.01154,0.9899
CA2026-04-14#t271w0,,original|go_all,215,,254,2.41103,-0.6068,2.14842,1.0302
CA2025-10-07#t228w3,,original|go_all,253,,299,3.11198,0.03668,1.8803,0.99653
CA2026-02-10#t121w2,,original|go_all,316,,413,2.62796,0.49776,1.94456,0.98003
CA2026-02-03#t65w0,,original|go_all,146,,172,2.91636,-1.68717,1.94888,1.09507
CA2026-02-03#t17w0,,original|go_all,232,,272,2.77505,-2.19028,2.0349,1.10367
CA2026-03-09#t261w1,,original|go_all,276,,317,2.55725,1.20512,2.07991,0.94596
CA2026-04-21#t213w1,,original|go_all,304,,369,2.45419,0.84064,2.07699,0.96604
CA2026-02-12#t218w3,,original|go_all,323,,377,3.0479,0.01681,1.93835,0.99796
