seg_id,date,speaker,n_words,orig_frac,n_tok,logppl,fastdetect_d,lrr
2025-10-24#t180w16,2025-10-24,Madam Speaker,292,0.89,355,2.53295,-0.0615,2.11206
2025-10-24#t180w17,2025-10-24,Madam Speaker,168,0.958,197,2.7824,0.09243,2.05142
2025-10-24#t182w0,2025-10-24,Hon. Mr. Dornan,251,0.92,328,2.37886,0.13446,2.09035
2025-10-24#t182w1,2025-10-24,Hon. Mr. Dornan,352,0.881,438,2.51931,-0.76479,2.0468
2025-10-24#t182w2,2025-10-24,Hon. Mr. Dornan,350,0.914,429,2.73183,-0.63784,1.98325
2025-10-24#t182w3,2025-10-24,Hon. Mr. Dornan,303,0.931,371,2.77923,-0.94402,1.99939
2025-10-24#t182w4,2025-10-24,Hon. Mr. Dornan,283,0.958,328,2.69965,-0.18149,1.99794
2025-10-24#t182w5,2025-10-24,Hon. Mr. Dornan,230,0.939,284,2.89523,-1.82656,1.91102
2025-10-24#t186w0,2025-10-24,Mr. Russell,284,1.0,341,2.39134,0.29619,2.12083
2025-10-24#t186w1,2025-10-24,Mr. Russell,338,1.0,404,2.69689,-1.21819,1.97012
2025-10-24#t186w2,2025-10-24,Mr. Russell,305,1.0,376,2.79061,0.07635,1.94868
2025-10-24#t186w3,2025-10-24,Mr. Russell,270,1.0,329,2.44788,-0.84435,2.02232
2025-10-24#t188w0,2025-10-24,Hon. Mr. Hickey,347,1.0,427,2.34345,-0.02224,2.03812
2025-10-24#t188w1,2025-10-24,Hon. Mr. Hickey,347,1.0,403,2.48927,0.35522,2.13309
2025-10-24#t188w2,2025-10-24,Hon. Mr. Hickey,282,1.0,337,2.75736,0.82588,1.99393
2025-10-24#t188w3,2025-10-24,Hon. Mr. Hickey,334,1.0,413,2.42124,0.06246,2.07006
2025-10-24#t188w4,2025-10-24,Hon. Mr. Hickey,359,0.88,486,2.55156,0.70811,2.04247
2025-10-24#t188w5,2025-10-24,Hon. Mr. Hickey,217,1.0,259,2.75321,-1.23521,2.0227
2025-10-24#t188w6,2025-10-24,Hon. Mr. Hickey,326,1.0,403,2.547,0.04772,2.09346
2025-10-24#t188w7,2025-10-24,Hon. Mr. Hickey,257,0.887,316,2.35858,0.53668,2.11858
2025-10-24#t188w8,2025-10-24,Hon. Mr. Hickey,354,1.0,419,2.70924,-0.09437,2.08643
2025-10-24#t188w9,2025-10-24,Hon. Mr. Hickey,343,0.898,415,2.52701,0.04973,2.06731
2025-10-24#t188w10,2025-10-24,Hon. Mr. Hickey,50,1.0,61,3.12033,0.40051,1.80267
2025-10-24#t189w0,2025-10-24,Hon. Mr. Hickey,279,1.0,336,2.59349,0.4662,2.06594
2025-10-24#t189w1,2025-10-24,Hon. Mr. Hickey,157,1.0,180,2.98183,-2.02056,1.92862
2025-10-24#t189w2,2025-10-24,Hon. Mr. Hickey,283,1.0,325,2.71264,-0.02703,1.97772
2025-10-24#t189w3,2025-10-24,Hon. Mr. Hickey,325,1.0,404,2.53854,1.16157,2.07003
2025-10-24#t189w4,2025-10-24,Hon. Mr. Hickey,236,1.0,275,2.65512,0.63237,2.04706
2025-10-24#t191w0,2025-10-24,Mr. Monahan,349,1.0,429,2.10629,0.55699,2.07688
2025-10-24#t191w1,2025-10-24,Mr. Monahan,327,0.654,409,2.11193,2.37905,2.18194
2025-10-24#t191w2,2025-10-24,Mr. Monahan,322,0.683,406,2.823,-0.06068,1.96488
2025-10-24#t191w3,2025-10-24,Mr. Monahan,326,1.0,402,2.57438,0.42728,2.05991
2025-10-24#t191w4,2025-10-24,Mr. Monahan,338,1.0,439,2.83445,0.35909,1.95788
2025-10-24#t191w5,2025-10-24,Mr. Monahan,291,0.34,362,2.42637,1.01176,2.08691
2025-10-24#t191w6,2025-10-24,Mr. Monahan,120,1.0,168,2.83381,0.47786,1.93412
2025-10-24#t192w0,2025-10-24,Mr. Monahan,288,1.0,397,2.68929,-0.8646,1.96666
2025-10-24#t192w1,2025-10-24,Mr. Monahan,340,0.735,460,2.49134,-0.2221,2.05135
2025-10-24#t192w2,2025-10-24,Mr. Monahan,171,1.0,221,2.72618,-0.89655,1.98034
2025-10-24#t193w0,2025-10-24,Mr. Monahan,337,0.754,412,2.72046,0.05935,2.03718
2025-10-24#t193w1,2025-10-24,Mr. Monahan,339,0.655,452,2.56583,0.36227,2.00463
2025-10-24#t193w2,2025-10-24,Mr. Monahan,212,0.59,280,2.51733,0.03162,2.02176
2025-10-24#t194w0,2025-10-24,,357,1.0,448,2.61768,-0.14784,2.01759
2025-10-24#t194w1,2025-10-24,,334,0.88,407,2.49864,0.23803,2.05425
2025-10-24#t195w0,2025-10-24,Mr. Doucet,338,0.033,412,2.34584,0.58832,2.10379
2025-10-24#t195w1,2025-10-24,Mr. Doucet,345,0.0,408,2.68328,-1.92584,2.06929
2025-10-24#t195w2,2025-10-24,Mr. Doucet,226,0.668,257,2.58999,0.15939,2.06644
2025-10-24#t195w3,2025-10-24,Mr. Doucet,335,0.137,388,2.75801,0.03505,2.02886
2025-10-24#t195w4,2025-10-24,Mr. Doucet,320,0.0,402,2.32614,1.33852,2.08576
2025-10-24#t195w5,2025-10-24,Mr. Doucet,233,0.0,290,2.57795,-0.61181,2.01893
2025-10-24#t195w6,2025-10-24,Mr. Doucet,354,0.0,426,2.5338,0.49649,2.06901
2025-10-24#t195w7,2025-10-24,Mr. Doucet,52,0.0,69,3.04963,-0.44062,1.87936
2025-10-28#t197w0,2025-10-28,Hon. Mr. Finnigan,142,0.0,195,1.93256,1.43681,2.08475
2025-10-28#t198w0,2025-10-28,Mr. Cullins,138,1.0,168,1.98691,1.21497,2.04172
2025-10-28#t199w0,2025-10-28,Mr. Weir,177,0.949,238,1.97174,0.39051,2.15192
2025-10-28#t200w0,2025-10-28,Ms. Scott-Wallace,182,1.0,219,2.4862,1.00359,1.98534
2025-10-28#t201w0,2025-10-28,Ms. Wilcott,143,1.0,195,2.85897,-0.46947,1.97054
2025-10-28#t202w0,2025-10-28,Ms. M. Wilson,136,1.0,173,2.38284,0.04318,2.00593
2025-10-28#t203w0,2025-10-28,Mr. Coon,149,0.973,190,2.3275,0.47172,2.03572
2025-10-28#t204w0,2025-10-28,Mr. Arseneault,158,0.418,191,2.17647,1.24029,2.06224
2025-10-28#t205w0,2025-10-28,Ms. Mitton,165,1.0,211,2.39716,0.2989,2.08291
2025-10-28#t206w0,2025-10-28,Mr. Johnston,184,0.94,254,2.90474,-2.3757,1.9788
2025-10-28#t207w0,2025-10-28,Mr. Weir,146,1.0,193,2.52498,-1.07006,1.99196
2025-10-28#t208w0,2025-10-28,Ms. Mitton,164,1.0,211,2.51723,0.75217,2.07444
2025-10-28#t209w0,2025-10-28,Mr. J. LeBlanc,158,0.222,185,2.33985,-0.50667,2.03011
2025-10-28#t210w0,2025-10-28,Ms. Conroy,148,1.0,174,2.7899,-0.84353,2.01598
2025-10-28#t211w0,2025-10-28,Ms. Vautour,141,0.0,168,3.2692,-2.53326,1.91178
2025-10-28#t212w0,2025-10-28,Mr. Lee,173,1.0,222,3.03103,-1.1487,1.87629
2025-10-28#t213w0,2025-10-28,Ms. Wilcott,172,1.0,201,2.12346,0.53627,2.27217
2025-10-28#t214w0,2025-10-28,Mr. Monahan,147,1.0,185,2.71997,-1.46794,1.999
2025-10-28#t215w0,2025-10-28,Mr. Bourque,167,0.503,205,2.04769,-0.04383,2.23185
2025-10-28#t216w0,2025-10-28,Mr. Austin,144,1.0,189,2.54944,0.24486,1.98063
2025-10-28#t217w0,2025-10-28,Mr. Savoie,148,0.946,194,2.53962,-0.06973,2.01203
2025-10-28#t218w0,2025-10-28,Hon. Mr. Kennedy,179,1.0,222,2.39964,0.03723,2.13974
2025-10-28#t219w0,2025-10-28,Mr. Savoie,143,0.958,183,2.32127,0.69079,2.07564
2025-10-28#t220w0,2025-10-28,Hon. Mr. Kennedy,198,1.0,248,2.32806,0.72536,2.11951
2025-10-28#t222w0,2025-10-28,Mr. Savoie,173,1.0,216,2.8931,-0.7084,1.96345
2025-10-28#t223w0,2025-10-28,Hon. Mr. Kennedy,162,1.0,201,2.54872,0.50927,2.05025
2025-10-28#t224w0,2025-10-28,Mr. Savoie,101,1.0,135,2.76825,-1.3541,2.012
2025-10-28#t225w0,2025-10-28,Hon. Mr. Kennedy,192,1.0,231,2.57159,-0.93227,2.09901
2025-10-28#t226w0,2025-10-28,Mr. Savoie,175,1.0,225,2.50855,0.01478,2.12678
2025-10-28#t227w0,2025-10-28,Hon. Mr. Kennedy,178,1.0,238,2.37152,-0.74765,2.07551
2025-10-28#t228w0,2025-10-28,Mr. Savoie,188,1.0,228,2.69896,-0.54209,2.05642
2025-10-28#t229w0,2025-10-28,Hon. Mr. Kennedy,186,1.0,236,2.88325,-1.87574,1.9649
2025-10-28#t230w0,2025-10-28,Mr. Lee,150,1.0,171,2.85482,-0.16202,2.01665
2025-10-28#t231w0,2025-10-28,Hon. C. Johnson,114,1.0,138,2.31309,1.31797,2.11024
2025-10-28#t232w0,2025-10-28,Mr. Lee,143,1.0,171,2.84476,-0.26498,1.94488
2025-10-28#t233w0,2025-10-28,Hon. C. Johnson,117,1.0,143,2.98543,-0.07037,1.91184
2025-10-28#t234w0,2025-10-28,Mr. Lee,161,1.0,200,2.85193,0.19974,1.93591
2025-10-28#t235w0,2025-10-28,Hon. C. Johnson,65,0.0,79,2.55954,1.43563,2.04474
2025-10-28#t236w0,2025-10-28,Mr. Austin,125,1.0,156,2.63172,-1.3117,1.96394
2025-10-28#t237w0,2025-10-28,Hon. Mr. Herron,143,1.0,180,2.37293,0.99836,2.12508
2025-10-28#t238w0,2025-10-28,Mr. Austin,152,1.0,195,3.0211,-0.3726,1.92249
2025-10-28#t239w0,2025-10-28,Hon. Mr. Randall,139,1.0,185,2.37047,-0.49103,2.15219
2025-10-28#t240w0,2025-10-28,Mr. Austin,172,1.0,201,2.98883,-0.64484,1.93466
2025-10-28#t241w0,2025-10-28,Hon. Mr. Herron,159,1.0,195,2.71107,-1.25056,2.02563
2025-10-28#t242w0,2025-10-28,Mr. Coon,173,1.0,201,2.46262,-0.07981,2.11185
2025-10-28#t243w0,2025-10-28,Hon. C. Johnson,129,1.0,154,2.66713,-0.17367,2.0776
2025-10-28#t244w0,2025-10-28,Mr. Coon,160,1.0,197,2.47828,-0.91514,2.03255
2025-10-28#t245w0,2025-10-28,Hon. C. Johnson,120,0.0,142,2.56552,0.47777,2.02204
2025-10-28#t246w0,2025-10-28,Ms. Scott-Wallace,162,1.0,191,2.52721,0.01095,1.96179
2025-10-28#t247w0,2025-10-28,Hon. Mr. Finnigan,135,0.0,170,2.61182,-0.01639,2.01385
2025-10-28#t248w0,2025-10-28,Ms. Scott-Wallace,166,1.0,204,2.79772,-1.04991,2.01283
2025-10-28#t249w0,2025-10-28,Hon. Mr. Finnigan,141,0.0,177,2.61427,0.72326,2.05908
2025-10-28#t250w0,2025-10-28,Mr. M. LeBlanc,93,1.0,120,2.56083,0.17271,2.03887
2025-10-28#t252w0,2025-10-28,Madam Speaker,119,1.0,152,2.83581,-0.1553,2.01555
2025-10-28#t254w0,2025-10-28,Mr. Savoie,56,1.0,74,2.37166,2.40163,2.1916
2025-10-28#t256w0,2025-10-28,Madam Speaker,52,1.0,65,2.88823,1.50161,2.09044
2025-10-28#t262w0,2025-10-28,Hon. Mr. McKee,185,0.632,220,2.05819,0.52558,2.27092
2025-10-28#t263w0,2025-10-28,Mr. Weir,177,1.0,229,2.25917,-0.59255,2.15918
2025-10-28#t264w0,2025-10-28,Mr. Coon,160,1.0,202,2.22613,0.85602,2.11952
2025-10-28#t265w0,2025-10-28,Hon. Mr. D’Amours,236,0.716,295,2.24715,-0.96056,2.10591
2025-10-28#t266w0,2025-10-28,Mr. Cullins,307,1.0,386,2.31826,-0.17219,2.05033
2025-10-28#t267w0,2025-10-28,Mr. Coon,276,0.848,346,2.36757,0.60178,2.0858
2025-10-28#t268w0,2025-10-28,Hon. C. Johnson,141,0.504,182,2.1228,0.91702,2.17035
2025-10-28#t269w0,2025-10-28,Mr. Lee,110,1.0,141,2.76497,-0.94899,2.05242
2025-10-28#t270w0,2025-10-28,Ms. Mitton,148,0.311,204,2.44982,0.28401,2.01558
2025-10-28#t271w0,2025-10-28,Hon. C. Johnson,76,0.211,94,2.60071,0.4486,2.02607
2025-10-28#t272w0,2025-10-28,Hon. Mr. D’Amours,328,0.503,419,2.06164,-0.95182,2.04234
2025-10-28#t272w1,2025-10-28,Hon. Mr. D’Amours,151,0.391,183,2.42524,0.07398,1.99882
2025-10-28#t273w0,2025-10-28,Hon. Mr. McKee,116,0.655,144,2.38518,-0.74159,2.17195
2025-10-28#t274w0,2025-10-28,Mr. M. LeBlanc,250,1.0,307,2.57492,-1.33473,2.00518
2025-10-28#t274w1,2025-10-28,Mr. M. LeBlanc,320,1.0,379,2.56232,0.10349,1.99719
2025-10-28#t275w0,2025-10-28,Mr. Coon,325,1.0,393,2.08104,0.64501,2.15392
2025-10-28#t275w1,2025-10-28,Mr. Coon,322,1.0,374,2.5732,0.31256,2.01822
2025-10-28#t275w2,2025-10-28,Mr. Coon,103,1.0,125,3.22974,-2.45516,1.94767
2025-10-28#t278w0,2025-10-28,Mr. Monahan,359,0.657,445,2.26922,0.91639,2.1059
2025-10-28#t278w1,2025-10-28,Mr. Monahan,314,0.478,386,2.58651,-0.28707,2.00954
2025-10-28#t278w2,2025-10-28,Mr. Monahan,345,0.507,414,3.03025,0.0683,1.94651
2025-10-28#t278w3,2025-10-28,Mr. Monahan,302,0.609,356,2.91594,0.69438,2.03097
2025-10-28#t278w4,2025-10-28,Mr. Monahan,348,0.802,424,2.53615,-0.64447,2.04882
2025-10-28#t278w5,2025-10-28,Mr. Monahan,331,0.456,395,2.859,0.43805,1.93454
2025-10-28#t278w6,2025-10-28,Mr. Monahan,360,0.269,441,2.59469,1.02821,2.03195
2025-10-28#t278w7,2025-10-28,Mr. Monahan,357,0.65,432,2.62329,1.73063,2.03976
2025-10-28#t278w8,2025-10-28,Mr. Monahan,357,0.815,451,2.43294,1.03645,2.03415
2025-10-28#t279w0,2025-10-28,Ms. Mitton,330,0.897,408,2.46925,-0.3398,2.09674
2025-10-28#t279w1,2025-10-28,Ms. Mitton,342,1.0,434,2.36,0.75944,2.07235
2025-10-28#t279w2,2025-10-28,Ms. Mitton,67,1.0,78,3.17123,1.27173,1.90891
2025-10-28#t280w0,2025-10-28,Mr. Lee,352,1.0,433,2.90298,0.37574,2.00627
2025-10-28#t280w1,2025-10-28,Mr. Lee,160,1.0,202,3.13317,0.1419,1.89416
2025-10-28#t280w2,2025-10-28,Mr. Lee,281,1.0,352,3.0472,-0.57086,1.9394
2025-10-28#t280w3,2025-10-28,Mr. Lee,338,1.0,409,2.38565,2.35079,2.07165
2025-10-28#t280w4,2025-10-28,Mr. Lee,342,1.0,427,2.54407,0.83961,1.95943
2025-10-28#t280w5,2025-10-28,Mr. Lee,233,1.0,309,2.67572,0.44585,1.98738
2025-10-28#t280w6,2025-10-28,Mr. Lee,285,1.0,367,2.40357,0.8084,2.0876
2025-10-28#t280w7,2025-10-28,Mr. Lee,320,1.0,399,2.81559,0.53024,1.92765
2025-10-28#t280w8,2025-10-28,Mr. Lee,318,1.0,392,2.78403,0.62592,1.99739
2025-10-28#t280w9,2025-10-28,Mr. Lee,317,1.0,402,3.04217,0.05829,1.91954
2025-10-28#t280w10,2025-10-28,Mr. Lee,320,1.0,401,2.58332,0.45548,1.99463
2025-10-28#t280w11,2025-10-28,Mr. Lee,319,1.0,388,2.82766,1.02553,1.96398
2025-10-28#t280w12,2025-10-28,Mr. Lee,303,1.0,363,2.56981,1.29387,2.03239
2025-10-28#t280w13,2025-10-28,Mr. Lee,360,1.0,470,2.67218,0.23824,1.98426
2025-10-28#t280w14,2025-10-28,Mr. Lee,102,0.471,133,2.62821,-0.73901,2.02374
2025-10-28#t282w0,2025-10-28,Ms. Mitton,260,0.981,324,2.26567,0.31413,2.03331
2025-10-28#t282w1,2025-10-28,Ms. Mitton,315,0.8,381,2.41092,-0.48543,2.14622
2025-10-28#t282w2,2025-10-28,Ms. Mitton,345,1.0,416,2.27041,1.45931,2.06397
2025-10-28#t282w3,2025-10-28,Ms. Mitton,283,1.0,337,2.51395,0.75585,2.10622
2025-10-28#t282w4,2025-10-28,Ms. Mitton,348,0.727,414,2.4763,0.99358,2.10598
2025-10-28#t282w5,2025-10-28,Ms. Mitton,320,0.412,403,2.51045,0.05365,2.04651
2025-10-28#t282w6,2025-10-28,Ms. Mitton,324,1.0,400,2.55761,0.54049,2.08099
2025-10-28#t282w7,2025-10-28,Ms. Mitton,346,1.0,428,2.50763,0.84127,2.0673
2025-10-28#t282w8,2025-10-28,Ms. Mitton,342,1.0,424,2.77234,-0.13214,1.98081
2025-10-28#t282w9,2025-10-28,Ms. Mitton,282,1.0,345,2.65624,0.63182,1.98262
2025-10-28#t282w10,2025-10-28,Ms. Mitton,320,1.0,393,2.62938,-1.50223,2.051
2025-10-28#t282w11,2025-10-28,Ms. Mitton,255,1.0,316,2.34604,0.68229,2.10239
2025-10-28#t282w12,2025-10-28,Ms. Mitton,359,0.63,425,2.55036,1.45674,2.10468
2025-10-28#t282w13,2025-10-28,Ms. Mitton,271,1.0,309,2.63572,0.54273,2.05584
2025-10-28#t282w14,2025-10-28,Ms. Mitton,173,0.936,215,2.82244,-1.00459,1.96171
2025-10-28#t284w0,2025-10-28,Hon. Mr. Gauvin,109,0.0,148,2.59734,-0.59376,1.96756
2025-10-28#t286w0,2025-10-28,Mr. Bourque,328,0.0,415,2.38054,1.91517,2.06476
2025-10-28#t286w1,2025-10-28,Mr. Bourque,276,0.312,350,2.49103,-0.17798,2.02777
2025-10-28#t286w2,2025-10-28,Mr. Bourque,346,0.0,428,2.38795,0.69288,2.08768
2025-10-28#t286w3,2025-10-28,Mr. Bourque,270,0.0,320,2.46032,1.83966,2.13023
2025-10-28#t286w4,2025-10-28,Mr. Bourque,359,0.0,418,2.67121,0.85497,2.00312
2025-10-28#t286w5,2025-10-28,Mr. Bourque,290,0.069,356,2.68803,-0.14134,2.02615
2025-10-28#t286w6,2025-10-28,Mr. Bourque,282,0.0,348,2.60314,-0.47905,2.09624
2025-10-28#t286w7,2025-10-28,Mr. Bourque,290,0.0,357,2.72635,0.14065,2.02835
2025-10-28#t286w8,2025-10-28,Mr. Bourque,284,0.0,353,2.57897,-0.62742,2.02484
2025-10-28#t286w9,2025-10-28,Mr. Bourque,360,0.0,438,2.79966,-1.48386,1.99614
2025-10-28#t286w10,2025-10-28,Mr. Bourque,333,0.0,434,2.33111,2.15569,2.12409
2025-10-28#t286w11,2025-10-28,Mr. Bourque,333,0.0,400,2.51347,0.62769,2.08609
2025-10-28#t286w12,2025-10-28,Mr. Bourque,321,0.0,389,2.65422,1.70639,2.0549
2025-10-28#t286w13,2025-10-28,Mr. Bourque,307,0.0,371,2.58016,1.79689,2.04135
2025-10-28#t286w14,2025-10-28,Mr. Bourque,124,0.0,149,2.50725,1.00291,2.13346
2025-10-28#t288w0,2025-10-28,Ms. Conroy,280,1.0,340,2.14684,0.31074,2.15487
2025-10-28#t288w1,2025-10-28,Ms. Conroy,273,1.0,354,2.14797,0.92804,2.13448
2025-10-28#t288w2,2025-10-28,Ms. Conroy,326,1.0,413,2.53751,0.78584,2.00505
2025-10-28#t288w3,2025-10-28,Ms. Conroy,252,1.0,308,2.37142,1.28654,2.09104
2025-10-28#t288w4,2025-10-28,Ms. Conroy,359,1.0,437,2.3529,0.32153,2.08069
2025-10-28#t288w5,2025-10-28,Ms. Conroy,124,1.0,151,2.62445,1.25167,2.01751
2025-10-28#t289w0,2025-10-28,Ms. Conroy,357,1.0,445,2.58403,0.28788,2.05268
2025-10-28#t289w1,2025-10-28,Ms. Conroy,305,1.0,355,2.43737,1.56543,2.12892
2025-10-28#t289w2,2025-10-28,Ms. Conroy,343,1.0,413,2.65423,1.07429,2.00911
2025-10-28#t289w3,2025-10-28,Ms. Conroy,261,1.0,314,2.5586,-1.12064,2.02278
2025-10-28#t289w4,2025-10-28,Ms. Conroy,349,1.0,435,2.42587,-0.57941,2.05511
2025-10-28#t289w5,2025-10-28,Ms. Conroy,230,1.0,279,2.53826,0.88407,2.0886
2025-10-28#t291w0,2025-10-28,Ms. Conroy,111,1.0,149,2.54753,1.60203,1.98445
2025-10-28#t292w0,2025-10-28,Ms. Conroy,242,1.0,296,2.82492,-0.1626,1.96911
2025-10-28#t293w0,2025-10-28,Ms. Conroy,304,1.0,359,2.44614,1.48057,2.09644
2025-10-28#t296w0,2025-10-28,Mr. Deputy Speaker,72,1.0,88,2.63441,0.15449,2.00525
2025-10-28#t297w0,2025-10-28,Ms. Conroy,317,1.0,378,2.76438,-0.2008,2.00049
2025-10-28#t297w1,2025-10-28,Ms. Conroy,271,1.0,337,2.74478,-1.72599,1.96684
2025-10-28#t297w2,2025-10-28,Ms. Conroy,297,1.0,358,2.45703,1.89665,2.11515
2025-10-28#t297w3,2025-10-28,Ms. Conroy,342,1.0,431,2.83164,-0.66356,1.96621
2025-10-28#t298w0,2025-10-28,,348,1.0,427,2.82768,0.34148,1.97642
2025-10-28#t298w1,2025-10-28,,294,1.0,350,2.78053,-1.00417,1.99545
2025-10-28#t298w2,2025-10-28,,187,1.0,241,2.37378,0.85319,2.06434
2025-10-28#t299w0,2025-10-28,Ms. Wilcott,284,1.0,370,2.69747,-1.1641,2.01805
2025-10-28#t299w1,2025-10-28,Ms. Wilcott,300,1.0,356,2.49949,0.41096,2.10503
2025-10-28#t299w2,2025-10-28,Ms. Wilcott,345,1.0,459,2.77484,0.20584,1.98532
2025-10-28#t299w3,2025-10-28,Ms. Wilcott,351,1.0,445,2.68775,0.77839,1.99429
2025-10-28#t299w4,2025-10-28,Ms. Wilcott,304,1.0,379,2.65764,-0.24455,2.01502
2025-10-28#t299w5,2025-10-28,Ms. Wilcott,315,1.0,385,2.65467,-0.22695,2.03976
2025-10-28#t299w6,2025-10-28,Ms. Wilcott,215,1.0,285,2.84287,-0.47276,2.01693
2025-10-28#t300w0,2025-10-28,Ms. Bockus,336,1.0,431,2.50038,-0.66436,2.0627
2025-10-28#t300w1,2025-10-28,Ms. Bockus,89,1.0,119,3.42146,-1.15191,1.84619
2025-10-28#t301w0,2025-10-28,Ms. Bockus,341,1.0,448,2.86418,-0.37031,1.88547
2025-10-28#t301w1,2025-10-28,Ms. Bockus,146,1.0,187,2.42134,1.0868,1.9537
2025-10-29#t304w0,2025-10-29,Mr. Weir,173,1.0,220,2.37089,-0.87636,2.07484
2025-10-29#t305w0,2025-10-29,Ms. M. Johnson,222,1.0,283,1.91566,2.84169,2.25479
2025-10-29#t306w0,2025-10-29,Mr. Johnston,100,0.0,130,2.55463,-1.13565,2.06855
2025-10-29#t307w0,2025-10-29,Ms. Conroy,161,1.0,214,2.20947,1.50795,2.08908
2025-10-29#t308w0,2025-10-29,Mr. Coon,147,0.973,196,2.32587,-0.52432,1.90711
2025-10-29#t309w0,2025-10-29,Ms. Vautour,148,0.0,193,2.66908,-1.51485,2.01143
2025-10-29#t310w0,2025-10-29,Mr. Russell,132,1.0,178,2.7379,-0.07017,1.90258
2025-10-29#t311w0,2025-10-29,Ms. Mitton,116,0.0,146,3.04766,-1.49861,1.8903
2025-10-29#t312w0,2025-10-29,Hon. Mr. Herron,166,1.0,221,2.31026,-1.48241,1.97283
2025-10-29#t313w0,2025-10-29,Mr. Robichaud,146,0.349,173,2.3012,1.21224,2.09825
2025-10-29#t315w0,2025-10-29,Mr. Savoie,89,0.775,110,2.38553,0.34797,2.1676
2025-10-29#t316w0,2025-10-29,Hon. Mr. Gauvin,90,0.0,113,2.50071,0.53406,2.08404
2025-10-29#t318w0,2025-10-29,Mr. Russell,117,1.0,148,3.40597,-2.36044,1.81437
2025-10-29#t319w0,2025-10-29,Mr. Coon,187,1.0,232,2.49943,0.04921,2.10966
2025-10-29#t320w0,2025-10-29,Ms. Wilcott,163,1.0,196,2.52192,-0.64919,2.08292
2025-10-29#t321w0,2025-10-29,Mr. Oliver,120,1.0,154,2.98628,-1.87769,1.88601
2025-10-29#t322w0,2025-10-29,Mr. Mallet,166,0.0,189,2.41112,0.23912,2.05688
2025-10-29#t323w0,2025-10-29,Ms. Scott-Wallace,151,1.0,187,2.71322,0.29908,1.95828
2025-10-29#t324w0,2025-10-29,Mr. M. LeBlanc,166,1.0,197,2.06725,0.54367,2.22216
2025-10-29#t325w0,2025-10-29,Mr. Cullins,156,1.0,193,2.46576,0.59173,2.01028
2025-10-29#t326w0,2025-10-29,Mr. Robichaud,176,0.239,217,2.47149,0.35365,2.07639
2025-10-29#t327w0,2025-10-29,Ms. S. Wilson,142,1.0,189,2.20577,0.64507,2.05159
2025-10-29#t329w0,2025-10-29,Mr. Austin,197,1.0,235,2.59881,-0.62874,2.0666
2025-10-29#t330w0,2025-10-29,Hon. Mr. McKee,110,1.0,138,2.61089,-0.40974,2.08174
2025-10-29#t331w0,2025-10-29,Mr. Savoie,114,1.0,142,2.45766,0.80604,2.04461
2025-10-29#t332w0,2025-10-29,Hon. Mr. McKee,145,1.0,182,2.74509,-1.37507,1.98331
2025-10-29#t333w0,2025-10-29,Mr. Savoie,88,1.0,107,2.82382,0.13439,1.94292
2025-10-29#t334w0,2025-10-29,Hon. Mr. McKee,175,1.0,207,2.66571,-0.40605,2.02938
2025-10-29#t335w0,2025-10-29,Mr. Savoie,172,1.0,214,2.5144,0.76028,2.01669
2025-10-29#t336w0,2025-10-29,Hon. C. Johnson,112,1.0,149,2.68138,-1.35481,2.01448
2025-10-29#t337w0,2025-10-29,Mr. Savoie,206,1.0,269,2.26341,2.19061,2.11268
2025-10-29#t338w0,2025-10-29,Hon. C. Johnson,80,1.0,104,2.87975,-0.46554,2.00391
2025-10-29#t339w0,2025-10-29,Mr. Savoie,153,1.0,191,2.38576,0.80228,2.19742
2025-10-29#t340w0,2025-10-29,Hon. C. Johnson,105,0.0,119,2.70407,-0.32321,2.08299
2025-10-29#t341w0,2025-10-29,Mr. Weir,117,1.0,140,2.69164,-0.47263,1.94431
2025-10-29#t342w0,2025-10-29,Hon. M. McKee,173,0.965,206,2.89679,0.49133,1.95038
2025-10-29#t343w0,2025-10-29,Mr. Weir,156,1.0,188,2.82521,-0.12898,2.0075
2025-10-29#t344w0,2025-10-29,Hon. Mr. McKee,153,1.0,189,2.44211,0.51991,2.14022
2025-10-29#t345w0,2025-10-29,Mr. Weir,183,1.0,227,3.09766,-1.69171,1.97519
2025-10-29#t346w0,2025-10-29,Hon. Mr. McKee,174,1.0,207,2.51686,0.39439,2.14074
2025-10-29#t347w0,2025-10-29,Mr. Ames,126,1.0,152,2.6619,-1.38123,2.02297
2025-10-29#t348w0,2025-10-29,Hon. Mr. Gauvin,176,0.0,209,2.66821,-0.08531,2.01136
2025-10-29#t349w0,2025-10-29,Mr. Ames,63,1.0,92,2.49291,-0.36223,1.97507
2025-10-29#t350w0,2025-10-29,Hon. Mr. Gauvin,106,0.0,134,2.67165,0.16119,1.95485
2025-10-29#t351w0,2025-10-29,Hon. Mr. Gauvin,75,0.0,86,3.37159,-0.05626,1.88034
2025-10-29#t352w0,2025-10-29,Mr. Ames,61,1.0,86,2.82523,-0.73071,1.94006
2025-10-29#t353w0,2025-10-29,Hon. Mr. Gauvin,231,0.0,284,2.2709,0.78757,2.17974
2025-10-29#t354w0,2025-10-29,Ms. Mitton,141,1.0,184,3.30217,-1.32578,1.88151
2025-10-29#t355w0,2025-10-29,Hon. Mr. LePage,129,0.0,151,2.96401,-1.89378,1.94504
2025-10-29#t356w0,2025-10-29,Ms. Mitton,144,1.0,168,3.14894,-1.3793,1.96943
