seg_id,date,speaker,n_words,orig_frac,p_ai
2025-10-21#t0w0,2025-10-21,,78,1.0,0.927501
2025-10-21#t2w0,2025-10-21,Her Honour,358,0.712,0.093368
2025-10-21#t2w1,2025-10-21,Her Honour,316,0.275,0.525516
2025-10-21#t2w2,2025-10-21,Her Honour,329,0.787,0.934533
2025-10-21#t2w3,2025-10-21,Her Honour,350,0.537,0.058668
2025-10-21#t2w4,2025-10-21,Her Honour,355,0.487,0.020876
2025-10-21#t2w5,2025-10-21,Her Honour,334,0.449,0.186124
2025-10-21#t2w6,2025-10-21,Her Honour,358,0.617,0.18538
2025-10-21#t3w0,2025-10-21,,267,0.479,0.011814
2025-10-21#t4w0,2025-10-21,,354,0.582,0.089265
2025-10-21#t4w1,2025-10-21,,300,0.753,0.005738
2025-10-21#t4w2,2025-10-21,,339,0.425,0.070774
2025-10-21#t4w3,2025-10-21,,349,0.504,0.03453
2025-10-21#t4w4,2025-10-21,,337,0.457,0.079413
2025-10-21#t4w5,2025-10-21,,287,0.53,0.024525
2025-10-21#t4w6,2025-10-21,,357,0.476,0.044556
2025-10-21#t4w7,2025-10-21,,342,0.48,0.056587
2025-10-21#t4w8,2025-10-21,,315,0.511,0.283187
2025-10-21#t4w9,2025-10-21,,338,0.595,0.290419
2025-10-21#t4w10,2025-10-21,,330,0.512,0.395845
2025-10-21#t4w11,2025-10-21,,151,0.219,0.989373
2025-10-21#t5w0,2025-10-21,Madam Speaker,315,0.238,0.879535
2025-10-21#t5w1,2025-10-21,Madam Speaker,256,0.164,0.046796
2025-10-21#t5w2,2025-10-21,Madam Speaker,333,0.066,0.014728
2025-10-21#t5w3,2025-10-21,Madam Speaker,326,0.313,0.049136
2025-10-21#t5w4,2025-10-21,Madam Speaker,350,0.0,0.03781
2025-10-21#t5w5,2025-10-21,Madam Speaker,341,0.22,0.164192
2025-10-21#t5w6,2025-10-21,Madam Speaker,264,0.125,0.445977
2025-10-21#t6w0,2025-10-21,"Ms. Vautour, as seconder, spoke as follows",299,0.217,0.125318
2025-10-21#t6w1,2025-10-21,"Ms. Vautour, as seconder, spoke as follows",329,0.231,0.557308
2025-10-21#t6w2,2025-10-21,"Ms. Vautour, as seconder, spoke as follows",321,0.0,0.087644
2025-10-21#t6w3,2025-10-21,"Ms. Vautour, as seconder, spoke as follows",335,0.352,0.142511
2025-10-21#t6w4,2025-10-21,"Ms. Vautour, as seconder, spoke as follows",272,0.044,0.068649
2025-10-21#t6w5,2025-10-21,"Ms. Vautour, as seconder, spoke as follows",284,0.056,0.118424
2025-10-21#t6w6,2025-10-21,"Ms. Vautour, as seconder, spoke as follows",145,0.324,0.998652
2025-10-21#t7w0,2025-10-21,,61,0.574,0.999326
2025-10-22#t8w0,2025-10-22,Hon. Ms. Thériault,178,0.0,0.02318
2025-10-22#t9w0,2025-10-22,Hon. Mr. Gauvin,212,0.0,0.067603
2025-10-22#t10w0,2025-10-22,Ms. Bockus,275,1.0,0.029807
2025-10-22#t11w0,2025-10-22,Mr. Coon,184,0.978,0.059569
2025-10-22#t12w0,2025-10-22,Mr. Doucet,153,0.0,0.043435
2025-10-22#t13w0,2025-10-22,Mr. Savoie,183,0.951,0.778045
2025-10-22#t14w0,2025-10-22,Ms. Mitton,132,1.0,0.55642
2025-10-22#t15w0,2025-10-22,Hon. Ms. Thériault,184,0.0,0.091183
2025-10-22#t16w0,2025-10-22,Mr. Savoie,131,1.0,0.040123
2025-10-22#t17w0,2025-10-22,Mr. Johnston,219,0.932,0.055446
2025-10-22#t18w0,2025-10-22,Mr. Russell,144,1.0,0.461616
2025-10-22#t19w0,2025-10-22,Mr. Coon,166,0.976,0.074282
2025-10-22#t20w0,2025-10-22,Ms. Sodhi,164,1.0,0.167513
2025-10-22#t21w0,2025-10-22,Mr. Oliver,135,0.97,0.013497
2025-10-22#t22w0,2025-10-22,Mr. Arseneault,146,0.596,0.865549
2025-10-22#t23w0,2025-10-22,Ms. Scott-Wallace,129,1.0,0.164638
2025-10-22#t24w0,2025-10-22,Mr. Doucet,99,0.0,0.415585
2025-10-22#t25w0,2025-10-22,Mr. Cullins,143,1.0,0.104156
2025-10-22#t26w0,2025-10-22,Mr. Mallet,120,0.0,0.965007
2025-10-22#t27w0,2025-10-22,Ms. S. Wilson,140,1.0,0.014291
2025-10-22#t28w0,2025-10-22,Mr. M. LeBlanc,56,1.0,0.997913
2025-10-22#t32w0,2025-10-22,Mr. Savoie,162,1.0,0.468626
2025-10-22#t33w0,2025-10-22,Hon. Ms. Holt,180,0.0,0.023723
2025-10-22#t34w0,2025-10-22,Mr. Savoie,192,1.0,0.122711
2025-10-22#t35w0,2025-10-22,Hon. Ms. Holt,188,0.968,0.028689
2025-10-22#t36w0,2025-10-22,Mr. Savoie,182,1.0,0.030505
2025-10-22#t37w0,2025-10-22,Hon. Ms. Holt,214,1.0,0.026198
2025-10-22#t38w0,2025-10-22,Mr. Savoie,186,1.0,0.021138
2025-10-22#t39w0,2025-10-22,Hon. Ms. Holt,192,0.719,0.027488
2025-10-22#t40w0,2025-10-22,Mr. Savoie,104,1.0,0.883304
2025-10-22#t41w0,2025-10-22,Hon. Ms. Holt,174,0.0,0.123956
2025-10-22#t42w0,2025-10-22,Mr. Savoie,160,1.0,0.162872
2025-10-22#t43w0,2025-10-22,Hon. Ms. Holt,176,1.0,0.079634
2025-10-22#t44w0,2025-10-22,Mr. Savoie,159,1.0,0.067488
2025-10-22#t45w0,2025-10-22,Hon. Ms. Holt,185,1.0,0.010286
2025-10-22#t46w0,2025-10-22,Mr. Savoie,108,1.0,0.990443
2025-10-22#t47w0,2025-10-22,Hon. C. Johnson,102,1.0,0.970716
2025-10-22#t48w0,2025-10-22,Mr. Savoie,169,1.0,0.081167
2025-10-22#t49w0,2025-10-22,Hon. C. Johnson,108,1.0,0.909853
2025-10-22#t50w0,2025-10-22,Mr. Savoie,136,1.0,0.302534
2025-10-22#t51w0,2025-10-22,L’hon. C. Johnson,135,0.0,0.707122
2025-10-22#t52w0,2025-10-22,Mr. Savoie,148,1.0,0.431458
2025-10-22#t53w0,2025-10-22,Hon. C. Johnson,143,1.0,0.056388
2025-10-22#t54w0,2025-10-22,Mr. Savoie,184,1.0,0.651476
2025-10-22#t55w0,2025-10-22,Hon. Ms. Holt,214,1.0,0.053026
2025-10-22#t56w0,2025-10-22,Mr. Savoie,174,1.0,0.025356
2025-10-22#t57w0,2025-10-22,Hon. C. Johnson,137,0.0,0.612911
2025-10-22#t58w0,2025-10-22,Mr. Savoie,102,1.0,0.999302
2025-10-22#t59w0,2025-10-22,Hon. C. Johnson,155,1.0,0.20704
2025-10-22#t60w0,2025-10-22,Mr. Coon,165,1.0,0.203565
2025-10-22#t61w0,2025-10-22,Hon. Mr. Dornan,111,1.0,0.991751
2025-10-22#t62w0,2025-10-22,Mr. Coon,127,0.0,0.503896
2025-10-22#t63w0,2025-10-22,Hon. Mr. Dornan,140,1.0,0.625109
2025-10-22#t64w0,2025-10-22,Ms. Mitton,141,1.0,0.026766
2025-10-22#t65w0,2025-10-22,Hon. Mr. Legacy,150,0.0,0.287898
2025-10-22#t66w0,2025-10-22,Ms. Mitton,163,1.0,0.988551
2025-10-22#t67w0,2025-10-22,Hon. Mr. Legacy,138,0.0,0.19877
2025-10-22#t68w0,2025-10-22,Mr. Savoie,76,1.0,0.999215
2025-10-22#t69w0,2025-10-22,Hon. C. Johnson,151,0.0,0.255525
2025-10-22#t70w0,2025-10-22,Mr. Savoie,117,1.0,0.969204
2025-10-22#t71w0,2025-10-22,Hon. C. Johnson,98,1.0,0.936694
2025-10-22#t72w0,2025-10-22,Mr. Savoie,124,1.0,0.995258
2025-10-22#t73w0,2025-10-22,Hon. C. Johnson,119,1.0,0.958985
2025-10-22#t74w0,2025-10-22,Mr. Savoie,145,1.0,0.903259
2025-10-22#t75w0,2025-10-22,Hon. Ms. Holt,195,0.769,0.039759
2025-10-22#t78w0,2025-10-22,Mr. Johnston,109,0.881,0.098829
2025-10-22#t80w0,2025-10-22,Hon. Mr. Dornan,231,0.701,0.191508
2025-10-22#t81w0,2025-10-22,Mr. Savoie,291,1.0,0.04205
2025-10-22#t81w1,2025-10-22,Mr. Savoie,87,1.0,0.99505
2025-10-22#t82w0,2025-10-22,M. Coon,293,0.986,0.013067
2025-10-22#t83w0,2025-10-22,Hon. C. Johnson,141,0.39,0.425943
2025-10-22#t84w0,2025-10-22,Mr. Lee,163,1.0,0.486464
2025-10-22#t85w0,2025-10-22,Ms. Mitton,188,0.782,0.397408
2025-10-22#t86w0,2025-10-22,Hon. Mr. Randall,252,0.984,0.077601
2025-10-22#t87w0,2025-10-22,Ms. M. Wilson,191,1.0,0.008688
2025-10-22#t88w0,2025-10-22,Ms. Mitton,343,0.825,0.10456
2025-10-22#t89w0,2025-10-22,Ms. Scott-Wallace,207,1.0,0.018949
2025-10-22#t90w0,2025-10-22,Ms. Mitton,187,0.663,0.370651
2025-10-22#t91w0,2025-10-22,Hon. Mr. LePage,237,0.401,0.161404
2025-10-22#t92w0,2025-10-22,Ms. S. Wilson,200,1.0,0.037709
2025-10-22#t93w0,2025-10-22,Ms. Mitton,250,0.984,0.040295
2025-10-22#t94w0,2025-10-22,Hon. Mr. Hickey,281,0.829,0.019217
2025-10-22#t95w0,2025-10-22,Ms. Conroy,253,1.0,0.012606
2025-10-22#t97w0,2025-10-22,Mr. Coon,298,0.987,0.01438
2025-10-22#t98w0,2025-10-22,Ms. Mitton,290,0.931,0.022498
2025-10-22#t100w0,2025-10-22,Madam Speaker,186,0.86,0.595082
2025-10-22#t101w0,2025-10-22,Hon. Mr. Legacy,284,0.782,0.107036
2025-10-22#t101w1,2025-10-22,Hon. Mr. Legacy,345,0.988,0.096901
2025-10-22#t101w2,2025-10-22,Hon. Mr. Legacy,326,1.0,0.021404
2025-10-22#t101w3,2025-10-22,Hon. Mr. Legacy,359,0.708,0.177851
2025-10-22#t101w4,2025-10-22,Hon. Mr. Legacy,315,1.0,0.017372
2025-10-22#t101w5,2025-10-22,Hon. Mr. Legacy,348,1.0,0.039981
2025-10-22#t101w6,2025-10-22,Hon. Mr. Legacy,333,1.0,0.039655
2025-10-22#t101w7,2025-10-22,Hon. Mr. Legacy,346,1.0,0.714105
2025-10-22#t101w8,2025-10-22,Hon. Mr. Legacy,357,1.0,0.152499
2025-10-22#t102w0,2025-10-22,Mr. M. LeBlanc,283,0.636,0.860799
2025-10-22#t102w1,2025-10-22,Mr. M. LeBlanc,343,1.0,0.499546
2025-10-22#t102w2,2025-10-22,Mr. M. LeBlanc,322,0.311,0.021384
2025-10-22#t102w3,2025-10-22,Mr. M. LeBlanc,335,0.531,0.105212
2025-10-22#t102w4,2025-10-22,Mr. M. LeBlanc,264,1.0,0.024189
2025-10-22#t102w5,2025-10-22,Mr. M. LeBlanc,357,0.734,0.162506
2025-10-22#t102w6,2025-10-22,Mr. M. LeBlanc,348,1.0,0.011353
2025-10-22#t102w7,2025-10-22,Mr. M. LeBlanc,348,1.0,0.01752
2025-10-22#t102w8,2025-10-22,Mr. M. LeBlanc,360,0.339,0.034605
2025-10-22#t102w9,2025-10-22,Mr. M. LeBlanc,326,0.54,0.025512
2025-10-22#t102w10,2025-10-22,Mr. M. LeBlanc,348,0.546,0.036027
2025-10-22#t102w11,2025-10-22,Mr. M. LeBlanc,333,0.859,0.02908
2025-10-22#t102w12,2025-10-22,Mr. M. LeBlanc,324,0.0,0.056713
2025-10-22#t102w13,2025-10-22,Mr. M. LeBlanc,259,1.0,0.259598
2025-10-22#t102w14,2025-10-22,Mr. M. LeBlanc,355,0.645,0.100245
2025-10-22#t102w15,2025-10-22,Mr. M. LeBlanc,327,0.63,0.130627
2025-10-22#t102w16,2025-10-22,Mr. M. LeBlanc,311,0.685,0.165804
2025-10-22#t102w17,2025-10-22,Mr. M. LeBlanc,335,0.734,0.962685
2025-10-22#t102w18,2025-10-22,Mr. M. LeBlanc,298,1.0,0.470348
2025-10-23#t104w0,2025-10-23,Madam Speaker,100,0.77,0.999245
2025-10-24#t105w0,2025-10-24,Mr. Monahan,62,1.0,0.988951
2025-10-24#t106w0,2025-10-24,Madam Speaker,177,0.548,0.489024
2025-10-24#t107w0,2025-10-24,Mr. Robichaud,167,0.0,0.266886
2025-10-24#t108w0,2025-10-24,Mr. Ames,239,1.0,0.57464
2025-10-24#t109w0,2025-10-24,Mr. Monahan,172,1.0,0.140162
2025-10-24#t110w0,2025-10-24,Ms. M. Wilson,160,1.0,0.25761
2025-10-24#t111w0,2025-10-24,Hon. Ms. Boudreau,222,0.054,0.26875
2025-10-24#t112w0,2025-10-24,Ms. S. Wilson,156,1.0,0.818689
2025-10-24#t113w0,2025-10-24,Mr. Coon,176,0.869,0.085314
2025-10-24#t114w0,2025-10-24,Hon. Mr. D’Amours,157,0.0,0.373392
2025-10-24#t115w0,2025-10-24,Ms. Mitton,177,1.0,0.087434
2025-10-24#t116w0,2025-10-24,Mr. M. LeBlanc,176,0.0,0.13147
2025-10-24#t117w0,2025-10-24,Ms. M. Wilson,137,1.0,0.053832
2025-10-24#t118w0,2025-10-24,Ms. Mitton,142,1.0,0.060544
2025-10-24#t119w0,2025-10-24,Mr. Johnston,160,1.0,0.749324
2025-10-24#t120w0,2025-10-24,Mr. Monahan,126,1.0,0.619903
2025-10-24#t121w0,2025-10-24,Ms. Vautour,149,0.0,0.413047
2025-10-24#t122w0,2025-10-24,Mr. Ames,141,1.0,0.197833
2025-10-24#t123w0,2025-10-24,Mr. J. LeBlanc,124,0.403,0.266858
2025-10-24#t124w0,2025-10-24,Ms. M. Johnson,126,1.0,0.08646
2025-10-24#t125w0,2025-10-24,Mr. Robichaud,119,0.412,0.990219
2025-10-24#t126w0,2025-10-24,Mr. Lee,123,1.0,0.107452
2025-10-24#t127w0,2025-10-24,Mr. Savoie,79,0.899,0.984885
2025-10-24#t128w0,2025-10-24,Hon. Ms. Holt,166,0.964,0.0672
2025-10-24#t129w0,2025-10-24,Mr. Savoie,180,1.0,0.023255
2025-10-24#t130w0,2025-10-24,Hon. Ms. Holt,145,0.131,0.20828
2025-10-24#t131w0,2025-10-24,Mr. Savoie,77,1.0,0.876771
2025-10-24#t132w0,2025-10-24,Hon. Ms. Holt,133,1.0,0.046745
2025-10-24#t133w0,2025-10-24,Mr. Savoie,112,1.0,0.648223
2025-10-24#t134w0,2025-10-24,Hon. Ms. Holt,194,1.0,0.017559
2025-10-24#t135w0,2025-10-24,Mr. Savoie,77,1.0,0.992631
2025-10-24#t136w0,2025-10-24,Hon. Ms. Holt,158,0.0,0.026128
2025-10-24#t137w0,2025-10-24,Mr. Savoie,73,1.0,0.981888
2025-10-24#t138w0,2025-10-24,Hon. Mr. Dornan,143,1.0,0.205252
2025-10-24#t139w0,2025-10-24,Mr. Austin,132,1.0,0.106784
2025-10-24#t140w0,2025-10-24,Hon. Mr. Legacy,194,1.0,0.030022
2025-10-24#t141w0,2025-10-24,Mr. Austin,161,1.0,0.060779
2025-10-24#t142w0,2025-10-24,Hon. M. Legacy,92,0.0,0.995695
2025-10-24#t143w0,2025-10-24,Mr. Austin,186,1.0,0.094234
2025-10-24#t144w0,2025-10-24,Hon. Mr. Randall,102,1.0,0.96779
2025-10-24#t145w0,2025-10-24,Mr. Lee,163,1.0,0.151479
2025-10-24#t146w0,2025-10-24,Hon. C. Johnson,135,1.0,0.327719
2025-10-24#t147w0,2025-10-24,Mr. Lee,182,1.0,0.860257
2025-10-24#t148w0,2025-10-24,Hon. C. Johnson,84,1.0,0.993962
2025-10-24#t149w0,2025-10-24,Mr. Lee,154,1.0,0.972079
2025-10-24#t150w0,2025-10-24,Hon. C. Johnson,108,1.0,0.926899
2025-10-24#t151w0,2025-10-24,Mr. Monahan,180,1.0,0.16937
2025-10-24#t152w0,2025-10-24,Hon. Mr. Randall,174,1.0,0.171597
2025-10-24#t153w0,2025-10-24,Mr. Monahan,168,0.0,0.836062
2025-10-24#t154w0,2025-10-24,Hon. Mr. Legacy,121,0.0,0.04338
2025-10-24#t155w0,2025-10-24,Mr. Ames,89,1.0,0.999345
2025-10-24#t156w0,2025-10-24,Hon. Mr. Gauvin,198,0.0,0.032208
2025-10-24#t157w0,2025-10-24,Mr. Ames,82,1.0,0.996354
2025-10-24#t158w0,2025-10-24,Hon. Mr. Gauvin,217,0.0,0.159116
2025-10-24#t159w0,2025-10-24,Mr. Ames,55,1.0,0.99945
2025-10-24#t160w0,2025-10-24,Hon. Mr. Gauvin,127,0.0,0.014366
2025-10-24#t161w0,2025-10-24,Madam Speaker,144,0.958,0.019752
2025-10-24#t162w0,2025-10-24,Hon. Mr. Legacy,206,0.073,0.303901
2025-10-24#t163w0,2025-10-24,Mr. Monahan,257,1.0,0.041075
2025-10-24#t164w0,2025-10-24,Mr. Coon,226,1.0,0.019708
2025-10-24#t165w0,2025-10-24,Hon. Ms. Boudreau,184,0.451,0.176691
2025-10-24#t166w0,2025-10-24,Ms. M. Johnson,296,1.0,0.023415
2025-10-24#t167w0,2025-10-24,Ms. Mitton,327,0.327,0.636645
2025-10-24#t168w0,2025-10-24,Ms. M. Wilson,157,1.0,0.284245
2025-10-24#t169w0,2025-10-24,Ms. Mitton,132,0.0,0.299786
2025-10-24#t170w0,2025-10-24,Ms. Conroy,276,1.0,0.039361
2025-10-24#t171w0,2025-10-24,Mr. M. LeBlanc,359,0.618,0.288119
2025-10-24#t171w1,2025-10-24,Mr. M. LeBlanc,274,0.938,0.090006
2025-10-24#t171w2,2025-10-24,Mr. M. LeBlanc,346,0.962,0.212457
2025-10-24#t171w3,2025-10-24,Mr. M. LeBlanc,345,0.82,0.155829
2025-10-24#t171w4,2025-10-24,Mr. M. LeBlanc,348,0.989,0.022942
2025-10-24#t172w0,2025-10-24,Mr. Savoie,323,1.0,0.007939
2025-10-24#t172w1,2025-10-24,Mr. Savoie,289,1.0,0.009544
2025-10-24#t174w0,2025-10-24,Mr. Savoie,251,1.0,0.021655
2025-10-24#t174w1,2025-10-24,Mr. Savoie,322,1.0,0.020217
2025-10-24#t174w2,2025-10-24,Mr. Savoie,317,1.0,0.018496
2025-10-24#t175w0,2025-10-24,Mr. Coon,319,1.0,0.009391
2025-10-24#t175w1,2025-10-24,Mr. Coon,306,1.0,0.007957
2025-10-24#t175w2,2025-10-24,Mr. Coon,335,1.0,0.013968
2025-10-24#t175w3,2025-10-24,Mr. Coon,251,1.0,0.085836
2025-10-24#t175w4,2025-10-24,Mr. Coon,345,1.0,0.006631
2025-10-24#t175w5,2025-10-24,Mr. Coon,341,1.0,0.044022
2025-10-24#t175w6,2025-10-24,Mr. Coon,221,1.0,0.573197
2025-10-24#t176w0,2025-10-24,Ms. Mitton,358,0.989,0.019371
2025-10-24#t176w1,2025-10-24,Ms. Mitton,239,1.0,0.012584
2025-10-24#t176w2,2025-10-24,Ms. Mitton,358,0.732,0.224883
2025-10-24#t176w3,2025-10-24,Ms. Mitton,285,0.582,0.010287
2025-10-24#t177w0,2025-10-24,Ms. Scott-Wallace,325,1.0,0.014339
2025-10-24#t177w1,2025-10-24,Ms. Scott-Wallace,299,1.0,0.038021
2025-10-24#t178w0,2025-10-24,Ms. Mitton,300,0.747,0.92814
2025-10-24#t178w1,2025-10-24,Ms. Mitton,329,0.988,0.053551
2025-10-24#t179w0,2025-10-24,Mr. Russell,268,1.0,0.022272
2025-10-24#t179w1,2025-10-24,Mr. Russell,356,0.764,0.261928
2025-10-24#t179w2,2025-10-24,Mr. Russell,348,1.0,0.052268
2025-10-24#t179w3,2025-10-24,Mr. Russell,184,0.978,0.195659
2025-10-24#t180w0,2025-10-24,Madam Speaker,299,0.91,0.050263
2025-10-24#t180w1,2025-10-24,Madam Speaker,300,1.0,0.011324
2025-10-24#t180w2,2025-10-24,Madam Speaker,290,0.828,0.086399
2025-10-24#t180w3,2025-10-24,Madam Speaker,325,0.8,0.015814
2025-10-24#t180w4,2025-10-24,Madam Speaker,287,1.0,0.009454
2025-10-24#t180w5,2025-10-24,Madam Speaker,251,1.0,0.029519
2025-10-24#t180w6,2025-10-24,Madam Speaker,352,1.0,0.00841
2025-10-24#t180w7,2025-10-24,Madam Speaker,332,0.828,0.164405
2025-10-24#t180w8,2025-10-24,Madam Speaker,346,1.0,0.086135
2025-10-24#t180w9,2025-10-24,Madam Speaker,322,1.0,0.014258
2025-10-24#t180w10,2025-10-24,Madam Speaker,286,1.0,0.023651
2025-10-24#t180w11,2025-10-24,Madam Speaker,336,0.81,0.014345
2025-10-24#t180w12,2025-10-24,Madam Speaker,226,0.783,0.019376
2025-10-24#t180w13,2025-10-24,Madam Speaker,321,1.0,0.012257
2025-10-24#t180w14,2025-10-24,Madam Speaker,330,0.855,0.052769
2025-10-24#t180w15,2025-10-24,Madam Speaker,216,0.81,0.099173
2025-10-24#t180w16,2025-10-24,Madam Speaker,292,0.89,0.070944
2025-10-24#t180w17,2025-10-24,Madam Speaker,168,0.958,0.63248
2025-10-24#t182w0,2025-10-24,Hon. Mr. Dornan,251,0.92,0.034433
2025-10-24#t182w1,2025-10-24,Hon. Mr. Dornan,352,0.881,0.016852
2025-10-24#t182w2,2025-10-24,Hon. Mr. Dornan,350,0.914,0.011749
2025-10-24#t182w3,2025-10-24,Hon. Mr. Dornan,303,0.931,0.019448
2025-10-24#t182w4,2025-10-24,Hon. Mr. Dornan,283,0.958,0.093866
2025-10-24#t182w5,2025-10-24,Hon. Mr. Dornan,230,0.939,0.106918
2025-10-24#t186w0,2025-10-24,Mr. Russell,284,1.0,0.021264
2025-10-24#t186w1,2025-10-24,Mr. Russell,338,1.0,0.131028
2025-10-24#t186w2,2025-10-24,Mr. Russell,305,1.0,0.081268
2025-10-24#t186w3,2025-10-24,Mr. Russell,270,1.0,0.535935
2025-10-24#t188w0,2025-10-24,Hon. Mr. Hickey,347,1.0,0.080287
2025-10-24#t188w1,2025-10-24,Hon. Mr. Hickey,347,1.0,0.009665
2025-10-24#t188w2,2025-10-24,Hon. Mr. Hickey,282,1.0,0.029397
2025-10-24#t188w3,2025-10-24,Hon. Mr. Hickey,334,1.0,0.02647
2025-10-24#t188w4,2025-10-24,Hon. Mr. Hickey,359,0.88,0.010612
2025-10-24#t188w5,2025-10-24,Hon. Mr. Hickey,217,1.0,0.021497
2025-10-24#t188w6,2025-10-24,Hon. Mr. Hickey,326,1.0,0.027188
2025-10-24#t188w7,2025-10-24,Hon. Mr. Hickey,257,0.887,0.011551
2025-10-24#t188w8,2025-10-24,Hon. Mr. Hickey,354,1.0,0.008428
2025-10-24#t188w9,2025-10-24,Hon. Mr. Hickey,343,0.898,0.014877
2025-10-24#t188w10,2025-10-24,Hon. Mr. Hickey,50,1.0,0.997128
2025-10-24#t189w0,2025-10-24,Hon. Mr. Hickey,279,1.0,0.009495
2025-10-24#t189w1,2025-10-24,Hon. Mr. Hickey,157,1.0,0.020022
2025-10-24#t189w2,2025-10-24,Hon. Mr. Hickey,283,1.0,0.016485
2025-10-24#t189w3,2025-10-24,Hon. Mr. Hickey,325,1.0,0.010495
2025-10-24#t189w4,2025-10-24,Hon. Mr. Hickey,236,1.0,0.381455
2025-10-24#t191w0,2025-10-24,Mr. Monahan,349,1.0,0.056685
2025-10-24#t191w1,2025-10-24,Mr. Monahan,327,0.654,0.75141
2025-10-24#t191w2,2025-10-24,Mr. Monahan,322,0.683,0.268215
2025-10-24#t191w3,2025-10-24,Mr. Monahan,326,1.0,0.030277
2025-10-24#t191w4,2025-10-24,Mr. Monahan,338,1.0,0.01711
2025-10-24#t191w5,2025-10-24,Mr. Monahan,291,0.34,0.013618
2025-10-24#t191w6,2025-10-24,Mr. Monahan,120,1.0,0.042305
2025-10-24#t192w0,2025-10-24,Mr. Monahan,288,1.0,0.020495
2025-10-24#t192w1,2025-10-24,Mr. Monahan,340,0.735,0.04178
2025-10-24#t192w2,2025-10-24,Mr. Monahan,171,1.0,0.158037
2025-10-24#t193w0,2025-10-24,Mr. Monahan,337,0.754,0.049644
2025-10-24#t193w1,2025-10-24,Mr. Monahan,339,0.655,0.044339
2025-10-24#t193w2,2025-10-24,Mr. Monahan,212,0.59,0.014346
2025-10-24#t194w0,2025-10-24,,357,1.0,0.017487
2025-10-24#t194w1,2025-10-24,,334,0.88,0.03183
2025-10-24#t195w0,2025-10-24,Mr. Doucet,338,0.033,0.031214
2025-10-24#t195w1,2025-10-24,Mr. Doucet,345,0.0,0.01498
2025-10-24#t195w2,2025-10-24,Mr. Doucet,226,0.668,0.625328
2025-10-24#t195w3,2025-10-24,Mr. Doucet,335,0.137,0.017477
2025-10-24#t195w4,2025-10-24,Mr. Doucet,320,0.0,0.014371
2025-10-24#t195w5,2025-10-24,Mr. Doucet,233,0.0,0.03215
2025-10-24#t195w6,2025-10-24,Mr. Doucet,354,0.0,0.074488
2025-10-24#t195w7,2025-10-24,Mr. Doucet,52,0.0,0.995929
2025-10-28#t197w0,2025-10-28,Hon. Mr. Finnigan,142,0.0,0.51519
2025-10-28#t198w0,2025-10-28,Mr. Cullins,138,1.0,0.99117
2025-10-28#t199w0,2025-10-28,Mr. Weir,177,0.949,0.156434
2025-10-28#t200w0,2025-10-28,Ms. Scott-Wallace,182,1.0,0.288133
2025-10-28#t201w0,2025-10-28,Ms. Wilcott,143,1.0,0.054971
2025-10-28#t202w0,2025-10-28,Ms. M. Wilson,136,1.0,0.652236
2025-10-28#t203w0,2025-10-28,Mr. Coon,149,0.973,0.937658
2025-10-28#t204w0,2025-10-28,Mr. Arseneault,158,0.418,0.970903
2025-10-28#t205w0,2025-10-28,Ms. Mitton,165,1.0,0.165312
2025-10-28#t206w0,2025-10-28,Mr. Johnston,184,0.94,0.029259
2025-10-28#t207w0,2025-10-28,Mr. Weir,146,1.0,0.061313
2025-10-28#t208w0,2025-10-28,Ms. Mitton,164,1.0,0.100905
2025-10-28#t209w0,2025-10-28,Mr. J. LeBlanc,158,0.222,0.027387
2025-10-28#t210w0,2025-10-28,Ms. Conroy,148,1.0,0.048431
2025-10-28#t211w0,2025-10-28,Ms. Vautour,141,0.0,0.490514
2025-10-28#t212w0,2025-10-28,Mr. Lee,173,1.0,0.450338
2025-10-28#t213w0,2025-10-28,Ms. Wilcott,172,1.0,0.41752
2025-10-28#t214w0,2025-10-28,Mr. Monahan,147,1.0,0.016266
2025-10-28#t215w0,2025-10-28,Mr. Bourque,167,0.503,0.246863
2025-10-28#t216w0,2025-10-28,Mr. Austin,144,1.0,0.436719
2025-10-28#t217w0,2025-10-28,Mr. Savoie,148,0.946,0.14954
2025-10-28#t218w0,2025-10-28,Hon. Mr. Kennedy,179,1.0,0.013293
2025-10-28#t219w0,2025-10-28,Mr. Savoie,143,0.958,0.369554
2025-10-28#t220w0,2025-10-28,Hon. Mr. Kennedy,198,1.0,0.011084
2025-10-28#t222w0,2025-10-28,Mr. Savoie,173,1.0,0.082903
2025-10-28#t223w0,2025-10-28,Hon. Mr. Kennedy,162,1.0,0.022345
2025-10-28#t224w0,2025-10-28,Mr. Savoie,101,1.0,0.533664
2025-10-28#t225w0,2025-10-28,Hon. Mr. Kennedy,192,1.0,0.01946
2025-10-28#t226w0,2025-10-28,Mr. Savoie,175,1.0,0.020141
2025-10-28#t227w0,2025-10-28,Hon. Mr. Kennedy,178,1.0,0.01211
2025-10-28#t228w0,2025-10-28,Mr. Savoie,188,1.0,0.013455
2025-10-28#t229w0,2025-10-28,Hon. Mr. Kennedy,186,1.0,0.007282
2025-10-28#t230w0,2025-10-28,Mr. Lee,150,1.0,0.353211
2025-10-28#t231w0,2025-10-28,Hon. C. Johnson,114,1.0,0.983119
2025-10-28#t232w0,2025-10-28,Mr. Lee,143,1.0,0.487952
2025-10-28#t233w0,2025-10-28,Hon. C. Johnson,117,1.0,0.892413
